x,y,s
0.34,-1.24,1
-6.34,-5.18,5
-1.06,-1.46,1
1.64,3.89,0
7.1,3.23,3
-6.16,-1.3,6
2.74,3.63,0
-5.01,-4.3,5
1.8,3.49,0
6.95,3.41,3
-0.01,-1.77,1
1.83,3.89,0
-0.81,-2.51,1
6.37,3.43,3
-1.46,-0.68,1
-0.75,-0.48,1
-5.82,-0.42,6
0.2,-0.82,1
-1.58,7.9,2
6.3,-4.76,4
-5.47,-4.23,5
6.41,-5.05,4
6.06,-4.88,4
-1.43,-1.65,1
-1.85,7.02,0
5.54,-4.4,4
-6.62,-5.0,5
1.5,4.02,0
0.32,-1.29,1
7.32,4.27,3
4.02,3.38,3
-1.65,8.43,2
6.47,3.16,3
5.4,5.06,3
5.62,-4.16,4
6.85,4.34,3
5.78,-3.55,4
-7.04,-2.34,5
-1.3,-0.89,1
0.43,-0.24,1
5.75,-3.93,4
-2.03,-1.88,1
3.76,2.99,0
0.33,2.1,0
5.42,-4.71,4
-2.55,7.68,2
-1.85,7.47,2
-0.01,-0.52,1
2.15,3.06,0
-2.28,-2.11,1
-1.52,8.28,2
-6.84,-2.4,5
-1.68,-1.86,1
-4.92,0.13,6
-5.53,-5.11,5
-3.47,8.03,2
5.54,-3.54,4
5.64,-3.77,4
-0.7,-0.99,1
-2.99,8.23,2
-5.42,-3.47,5
5.2,-3.86,4
-0.16,-1.2,0
-3.24,-3.49,5
-2.11,7.9,2
-1.73,7.33,2
6.28,-4.2,4
0.64,2.56,0
2.5,1.37,0
5.31,-3.96,4
-4.16,-3.62,5
-1.31,-1.04,1
-1.89,7.46,2
0.46,-1.38,1
-5.49,-4.83,5
-3.37,-2.49,5
4.89,3.3,0
5.84,-3.82,4
1.13,3.53,0
0.77,3.79,0
-2.81,-2.23,5
-1.59,-0.94,1
-0.2,-1.7,1
4.31,4.41,3
0.23,-1.51,1
-4.6,-3.06,5
-1.59,7.59,2
7.28,3.65,3
-6.65,-3.79,5
0.61,-0.64,1
2.51,3.44,0
0.3,-0.63,1
1.74,3.49,0
-5.43,-5.08,5
-6.89,-1.4,6
7.3,3.95,3
-1.77,-1.24,1
0.45,-1.19,1
1.97,3.95,0
2.76,2.53,0
0.11,-1.2,1
-0.31,-2.52,1
-0.74,-0.96,1
5.99,-4.22,4
5.63,3.24,0
7.25,3.48,3
6.12,3.06,0
-1.2,-1.57,6
1.3,0.38,0
4.23,3.7,3
0.9,3.8,0
6.84,3.78,3
-0.55,-2.6,1
-1.96,7.45,2
-0.43,-0.3,1
-2.21,7.5,2
-1.8,7.31,2
1.25,0.35,0
6.76,4.46,0
7.2,3.33,3
-1.35,7.6,2
-1.94,-2.59,1
-0.72,-0.93,1
3.99,2.4,3
-1.5,7.84,2
0.91,2.55,0
-6.87,-2.54,5
-6.83,-2.26,5
-0.14,-2.77,1
-7.03,-3.98,5
-0.24,-1.57,1
-4.01,-4.25,5
-1.78,-2.57,1
0.05,-0.27,1
-1.5,-1.39,1
0.64,0.04,0
-6.31,-1.29,6
6.36,3.94,0
4.52,3.97,3
1.5,3.65,0
2.82,4.04,0
-1.72,-2.91,1
-3.67,-4.18,5
0.62,-2.05,1
-0.93,-1.48,1
-5.86,-5.1,5
2.42,4.43,0
-3.96,-2.99,5
0.06,-0.36,1
1.49,3.78,0
3.01,1.91,0
-0.26,-0.31,1
-4.69,-4.79,5
-3.09,8.18,2
-3.45,7.9,2
-1.18,-0.74,1
-3.69,7.84,2
-1.65,7.24,2
-0.81,-1.62,1
6.52,3.36,0
-1.64,-0.94,1
4.13,3.81,3
-1.97,7.31,2
6.2,3.26,3
4.91,3.19,3
-2.04,7.25,2
4.84,4.45,3
-7.02,-2.7,5
-1.97,8.12,2
5.91,-3.67,4
-3.56,7.97,2
5.61,-4.61,4
-1.36,-0.83,1
-6.06,-5.04,5
-1.66,7.4,2
0.38,-0.71,1
3.06,4.21,0
7.48,3.8,3
7.53,4.06,3
0.38,-0.49,1
1.39,1.64,0
-3.42,8.08,2
-4.08,-2.89,5
-3.49,8.04,2
-1.19,-0.89,1
-1.48,-2.07,1
-3.33,7.94,2
0.73,-1.44,1
5.88,-4.24,4
6.58,-4.18,4
-0.61,-1.96,1
0.01,-0.73,1
-1.68,7.43,2
6.52,-3.86,4
0.34,0.09,1
5.7,-4.8,4
7.32,3.77,3
-1.52,7.59,2
4.06,3.41,3
7.07,3.77,3
-1.61,-2.02,1
-1.53,7.6,2
-1.83,-2.02,1
1.86,0.75,0
-3.57,8.0,2
-0.02,-1.05,1
-1.91,7.34,2
0.17,-2.56,1
0.31,-0.28,1
5.91,-3.45,4
6.01,-3.59,4
0.1,-0.43,1
6.28,-3.73,4
-1.34,-2.11,1
-1.78,-2.02,1
5.35,-4.63,4
7.32,3.84,3
3.22,2.75,0
6.14,3.01,3
-1.68,-2.24,1
1.02,2.84,0
3.92,3.09,0
-0.69,-2.84,1
-6.9,-2.58,5
-5.56,0.1,6
1.04,3.7,0
1.19,4.25,0
6.21,-4.9,4
-0.67,-2.33,1
-1.81,8.16,2
-3.16,7.94,2
-0.39,-2.55,1
4.2,4.35,3
-3.27,7.84,2
6.9,-4.03,1
0.46,-0.42,1
-1.74,-3.02,1
1.06,0.14,0
-3.65,8.08,2
-6.52,-2.83,5
-2.49,-3.01,1
1.14,0.3,0
-0.34,-0.98,1
5.98,-3.82,4
-3.4,7.93,2
3.62,3.47,0
-6.15,-3.29,5
5.79,-4.93,4
-1.74,7.28,2
0.93,0.33,0
-0.72,-1.97,1
5.38,3.33,0
1.74,3.81,0
1.44,2.37,0
7.36,3.79,3
-3.5,8.0,2
4.84,3.12,3
4.02,4.02,3
-0.89,-0.8,1
5.46,3.3,3
4.32,3.76,3
1.88,0.99,0
5.68,-4.11,4
-3.61,8.13,2
-3.59,8.04,2
5.82,-4.04,4
5.25,5.15,3
-1.84,7.43,2
5.49,-4.84,4
-0.07,0.14,1
5.5,-3.68,4
-3.6,7.93,2
2.31,3.04,0
-6.31,-2.74,5
4.01,4.08,3
-3.52,8.12,2
-6.73,-3.66,5
6.84,3.78,3
-4.06,-4.32,5
-2.08,-1.88,1
-0.13,-0.47,1
-2.08,-1.28,1
1.94,0.7,0
6.46,-4.24,4
-4.61,-3.0,5
-7.25,-2.85,5
4.32,3.98,3
3.5,2.74,0
0.85,-0.45,0
-4.86,-4.34,5
0.22,-2.67,1
-6.75,-1.77,6
-1.9,-2.22,1
-3.53,-2.28,1
-2.2,7.74,2
0.19,-0.25,1
-1.62,-1.12,1
-1.67,7.29,2
-1.38,-2.17,1
6.22,-5.02,4
-2.01,8.21,2
6.08,-3.53,4
6.33,3.47,3
6.12,-4.58,4
0.18,-1.97,4
-3.68,7.98,2
7.29,4.41,3
-2.79,7.69,2
4.47,4.09,3
-1.79,7.4,2
1.37,0.35,0
0.55,-1.82,1
-5.26,-4.11,5
6.63,3.09,3
0.11,-0.27,1
6.58,3.74,3
-1.56,8.41,2
0.52,2.8,0
-0.29,-2.26,1
-4.71,-4.22,5
-1.44,-3.09,1
-6.65,-3.77,5
-0.96,-0.38,1
0.12,-0.27,0
-4.58,-0.6,6
-2.45,7.74,2
-1.7,-2.85,1
3.96,3.45,0
5.29,-3.79,4
6.84,-4.2,4
6.13,-3.62,4
-1.67,8.17,2
-7.01,-2.29,5
0.71,-1.27,1
-3.14,8.19,2
0.57,-1.19,1
-0.91,-2.77,1
-3.22,8.28,2
6.17,-3.69,4
-7.3,-3.64,5
-1.12,-0.98,1
0.25,-1.0,1
0.92,-0.45,0
-1.74,8.36,2
-2.19,7.7,2
-4.78,-0.06,6
-6.81,-4.65,5
3.98,3.64,3
5.93,-4.54,4
-3.54,8.06,2
-3.24,7.99,2
-2.66,-2.31,1
0.63,-0.27,1
-1.86,7.49,2
5.44,-5.0,0
3.4,2.35,0
-3.39,8.01,2
-0.37,-0.37,1
7.11,3.43,3
7.32,3.62,3
6.64,-3.74,4
-5.29,-0.18,6
3.1,3.79,3
-1.52,8.21,2
5.13,2.98,0
4.84,-4.46,4
1.5,4.67,0
5.38,-4.51,4
3.75,2.48,3
-0.1,-2.69,1
0.51,-0.5,0
-1.9,-1.63,1
1.23,3.8,0
2.37,4.2,0
-0.04,-1.41,1
5.85,-3.47,4
3.01,4.07,0
5.5,-3.55,4
-4.9,0.3,6
-4.96,-0.18,6
6.83,-4.76,4
5.97,-3.58,4
-3.08,8.17,2
4.81,2.96,3
-3.71,8.1,2
1.35,4.01,0
-3.76,-3.25,5
-0.33,-0.16,1
0.16,-2.35,1
-5.49,-4.58,5
1.71,0.53,0
5.18,4.38,0
-1.98,7.38,2
3.99,2.84,0
1.87,3.04,0
1.27,4.22,0
-4.97,0.4,6
5.7,3.03,3
2.54,3.34,0
-1.81,7.47,2
-4.74,-3.63,5
-4.64,-0.66,6
-0.97,-3.23,0
5.78,-3.68,4
6.11,-4.6,4
1.91,3.95,0
4.55,2.8,3
4.66,2.9,3
5.69,-4.28,4
-1.65,7.4,2
4.97,4.75,3
5.78,-3.82,4
-1.94,-2.1,1
-3.6,7.94,2
-3.53,8.17,2
-2.99,-3.56,5
1.92,3.63,0
-2.01,-1.69,1
3.88,3.24,3
4.47,4.74,3
-4.84,-4.97,5
-1.9,-0.87,1
7.6,4.25,3
-3.64,7.8,0
5.95,-5.16,4
-1.57,6.98,0
-1.34,-1.19,1
-3.57,-3.6,5
0.85,3.87,0
-0.37,-1.03,1
-4.51,-4.54,5
4.18,4.11,3
6.11,3.24,3
0.51,-0.32,1
3.78,2.95,0
-3.5,8.28,2
4.35,4.38,3
5.51,-4.39,4
-1.89,7.3,2
-1.02,-1.87,1
-1.76,7.75,2
-4.75,-4.32,5
-1.89,-3.1,1
0.88,-0.91,0
0.36,-1.68,1
-7.04,-3.61,5
-3.41,8.05,2
-0.77,-1.83,1
-1.24,-0.56,1
-6.44,-4.4,5
-1.59,8.5,2
7.22,4.55,3
0.49,-1.33,0
3.48,2.21,0
0.92,0.11,0
7.23,4.95,3
4.03,3.72,0
-1.83,7.23,2
4.45,3.74,3
7.56,3.95,3
6.79,-4.31,4
1.72,0.64,0
1.73,3.57,0
6.26,-4.62,4
6.29,4.93,0
-5.93,0.07,6
-3.14,8.08,2
3.35,3.28,0
7.34,3.78,3
2.19,2.58,0
-2.1,-1.73,1
-5.96,0.23,6
5.64,-4.43,4
-0.37,-1.73,1
-0.82,-1.49,1
-1.89,-2.26,1
-1.43,-1.11,1
-2.46,7.53,2
-1.88,7.63,2
-3.53,8.17,2
-0.34,-1.24,1
1.37,4.36,0
0.14,-0.98,0
0.31,-0.23,1
0.05,-0.51,1
5.8,-5.15,4
-0.95,-0.9,1
7.03,4.32,0
5.06,4.03,3
-3.29,8.08,2
0.53,-1.32,1
-2.05,7.75,2
-6.65,-5.0,5
5.74,3.42,0
-1.36,-0.52,1
6.39,3.49,3
-6.11,-5.07,5
4.73,3.69,3
0.22,-0.4,1
-3.34,7.96,2
-1.61,7.72,2
-1.62,-1.54,1
-6.41,-5.27,5
-0.7,-0.9,1
-4.44,-4.85,5
-3.61,8.18,2
7.41,3.92,3
-3.43,7.95,2
0.72,3.61,0
4.97,2.95,3
-7.21,-3.59,5
6.46,-5.09,4
0.65,3.61,0
3.34,3.18,0
-3.3,8.21,2
-3.48,8.08,2
-1.12,-0.73,1
-0.39,-0.55,1
-1.88,-1.4,1
-3.4,7.98,2
5.88,-3.38,4
2.71,3.28,0
-2.13,7.43,2
2.6,2.86,0
6.14,-4.27,4
6.02,-4.31,4
0.02,-2.47,1
-1.15,-1.25,1
0.41,-0.75,1
-1.32,-3.58,0
-1.04,-2.86,1
-1.82,8.08,2
0.44,-2.04,1
3.85,2.99,0
-3.17,7.96,2
1.57,4.72,0
-6.65,-4.85,5
7.58,3.88,3
0.51,-0.38,1
-2.04,-1.75,1
4.38,3.42,3
-1.7,8.12,2
-2.8,7.82,2
-1.23,-0.82,1
5.4,-4.52,4
5.41,-4.67,4
-1.17,-2.54,1
-1.98,-1.64,1
5.48,-4.22,4
-5.23,-1.39,6
0.63,-1.82,1
-1.58,8.38,2
-7.0,-2.86,5
-7.07,-2.16,5
4.22,3.91,3
7.59,3.97,0
-1.78,7.32,2
1.14,3.95,0
6.09,-3.61,4
7.05,3.4,3
1.94,4.12,0
-1.92,7.31,2
6.59,3.38,3
-3.96,-3.37,5
6.07,-4.57,4
5.48,-3.66,4
2.42,3.64,0
-0.78,-1.23,4
0.16,-0.36,1
7.21,4.65,3
1.19,4.07,0
-1.81,7.36,2
-1.82,-1.78,1
4.93,5.13,3
3.72,3.04,0
-1.98,-2.27,1
5.34,-3.82,4
-6.46,-5.2,5
4.08,3.84,3
-2.46,-2.84,1
4.55,5.01,3
3.17,3.26,0
4.64,4.07,3
-3.22,-3.62,5
0.61,0.17,1
2.19,3.57,0
-7.02,-2.38,5
2.25,4.07,0
-3.41,7.71,2
4.44,4.28,3
-6.92,-2.04,6
-3.29,7.9,2
1.0,0.0,0
-5.27,-3.7,5
-1.96,7.18,2
6.18,-4.32,4
-4.7,-4.77,5
-4.88,0.37,6
-3.76,7.98,2
-2.57,7.77,2
-0.51,-0.36,1
5.93,-3.46,4
1.63,4.85,0
-2.24,7.51,2
2.32,4.37,0
-1.52,8.35,2
6.68,-4.44,4
5.69,3.9,3
-2.51,7.57,2
1.26,3.21,0
-0.14,-1.56,1
1.84,3.16,0
-3.09,7.89,2
-3.43,8.17,2
-2.34,-1.24,1
0.6,-1.88,1
4.8,3.39,0
-2.27,7.95,2
-6.49,-5.17,0
-5.92,-4.78,5
5.68,-4.81,4
0.68,-0.7,1
0.5,-0.07,1
-1.56,7.78,2
-7.1,-2.18,5
6.8,-4.47,4
1.9,4.76,0
2.06,3.75,0
5.56,-4.19,4
-3.4,-3.79,5
-7.04,-2.96,6
-3.6,-3.82,5
-2.22,7.73,2
4.13,2.64,0
-1.89,8.02,2
1.84,3.85,0
-1.58,-2.77,1
1.36,0.73,0
4.38,3.03,0
7.07,3.54,3
6.88,4.01,3
0.09,-0.77,1
4.1,3.76,3
-1.87,7.46,2
5.9,3.98,3
-6.66,-4.46,5
-1.5,-1.28,1
1.96,2.31,0
0.33,-0.78,1
-6.41,-0.14,6
-4.56,-0.04,6
2.03,3.26,0
-6.23,-2.86,5
-6.65,-4.9,5
3.22,2.02,0
1.81,0.72,0
4.34,3.46,0
-1.81,-3.2,1
-2.25,-2.09,1
-1.82,7.45,2
-1.94,7.59,2
-3.21,8.07,2
5.64,-3.52,4
-1.9,7.77,2
7.02,3.55,3
-1.69,-2.02,1
5.22,3.15,0
6.66,-4.42,0
7.4,4.83,3
7.16,4.17,3
-1.97,-1.76,1
6.84,3.57,3
5.01,4.17,3
-1.85,7.64,2
-6.38,-4.47,5
1.59,4.36,0
-0.96,-2.78,1
-6.41,-4.72,5
-0.99,-0.82,1
0.06,-1.25,1
1.54,3.17,0
7.13,4.06,3
1.9,3.52,0
-1.8,7.81,2
-1.69,-1.78,1
1.58,4.01,0
-0.74,-0.83,1
4.14,3.7,3
-1.87,8.0,2
4.44,4.46,3
-6.14,-4.94,5
5.36,3.53,3
-0.4,-2.58,1
0.82,0.29,0
-0.55,-1.74,1
-7.35,-3.02,5
-1.33,-2.08,1
5.87,-4.01,4
0.18,-0.65,1
-1.13,-1.57,1
-1.76,7.31,2
0.47,-0.39,1
0.56,2.86,0
4.22,3.97,3
5.16,4.08,0
0.75,-0.4,0
5.59,-3.99,4
-3.24,8.02,2
1.69,3.96,0
-0.15,-2.01,1
-3.07,8.18,2
0.75,-0.51,1
-3.71,8.05,2
2.85,3.61,0
2.1,3.88,0
-1.28,-0.99,1
-1.35,-2.45,1
0.6,-0.36,1
-0.38,-0.84,1
-1.72,-1.46,1
0.9,3.77,0
0.05,-0.64,1
-6.04,0.2,6
-1.55,-2.41,1
-3.32,8.06,2
-0.56,-1.86,1
-6.81,-0.54,6
-6.7,-2.9,5
5.91,-4.18,4
0.18,-1.19,1
-3.49,7.87,2
2.52,3.48,0
-7.07,-2.78,5
-3.52,7.93,2
-5.13,0.37,6
-3.61,8.03,2
7.16,3.65,3
-6.75,-4.88,5
-6.31,-5.06,5
-2.09,7.88,2
1.06,3.12,0
1.98,3.66,0
-3.34,-2.36,1
-4.8,-0.38,5
-1.07,-0.55,1
4.24,3.0,3
6.44,4.08,3
-2.55,8.07,2
-0.74,-2.25,1
0.31,-0.47,1
4.13,4.36,3
6.38,3.52,3
-1.5,7.81,2
0.42,3.46,0
-0.35,-0.7,1
5.6,-4.33,4
-2.0,7.72,2
-3.17,7.9,2
-4.97,-4.73,5
7.14,3.72,3
6.23,-4.32,4
-6.7,-4.67,5
6.91,3.5,3
-5.82,-4.43,5
4.68,4.86,3
5.53,-4.58,4
0.09,0.02,1
-1.36,-0.95,1
-2.48,-2.67,1
-6.74,-5.22,5
6.62,-3.87,4
5.61,-4.12,4
-1.43,7.92,0
-2.03,7.45,2
0.53,3.23,0
-5.85,-4.64,5
2.1,2.4,0
-1.53,-0.61,1
-6.95,-3.97,5
6.4,-3.74,4
-3.22,7.92,2
2.33,3.75,0
-1.68,-1.76,1
6.12,3.27,3
-6.21,-5.16,5
-2.2,7.77,2
-1.0,-0.52,1
0.44,-2.71,0
6.75,3.25,3
0.79,3.43,0
-3.32,8.21,2
6.15,-4.43,4
-6.85,-2.86,5
-6.56,-0.86,6
-1.85,7.95,2
7.2,3.34,3
5.76,-3.32,4
3.35,2.08,0
0.28,-1.27,1
-1.29,-1.6,1
-3.36,8.07,2
-1.4,7.3,2
-3.49,7.93,2
0.78,3.42,0
4.35,4.11,3
4.26,3.73,3
7.27,3.47,3
7.38,3.92,3
-7.24,-3.45,5
6.99,3.68,3
-2.06,7.41,2
-4.59,-3.35,5
6.38,-4.75,4
-1.98,7.62,2
-2.42,7.7,2
-6.94,-2.72,5
6.93,-4.7,4
-1.59,7.63,2
-3.33,8.09,2
7.11,3.56,3
-1.46,8.3,2
4.24,3.55,3
-3.24,8.19,2
0.09,-0.31,1
-5.72,-3.47,5
1.83,3.43,0
5.94,-3.74,4
-3.25,8.06,2
-2.0,-1.71,1
5.32,4.2,3
-1.99,-3.07,1
-1.6,7.8,2
5.78,-4.19,4
-4.78,-4.9,5
5.84,-4.66,4
-6.26,-5.22,5
5.92,-4.5,4
-0.96,-0.4,1
-1.22,-0.96,1
-1.81,7.5,2
-3.51,8.17,2
-2.0,7.44,2
-0.5,-3.03,1
1.15,0.4,0
-2.04,-0.47,6
6.06,-4.84,4
0.24,-1.63,1
6.16,2.98,3
5.69,-3.62,4
5.58,-3.52,4
-6.07,0.04,6
1.35,3.39,0
0.96,0.5,0
-0.7,-1.94,1
-1.31,-0.98,1
0.22,-0.85,1
4.51,4.79,3
5.42,-4.12,4
4.14,3.56,3
2.11,3.05,0
7.28,3.55,3
-3.18,8.1,2
-3.05,-3.61,5
-0.33,-1.22,1
5.4,-3.7,4
6.37,-3.88,4
6.22,4.33,3
6.58,3.42,3
4.4,4.37,3
-1.19,-2.35,1
5.72,3.1,0
0.89,3.71,0
5.37,-3.84,4
-0.33,-1.46,1
-0.24,-0.06,1
-1.82,-2.37,1
-3.46,8.06,2
-1.77,-2.17,1
4.0,3.96,3
-1.65,8.08,2
-4.46,-4.84,5
-2.81,-1.6,1
-0.23,-0.57,1
-1.73,7.48,2
5.73,-4.07,4
2.6,2.93,0
1.64,3.75,0
-0.74,-0.86,1
-1.54,7.5,2
-6.49,-4.99,5
7.19,4.04,3
2.62,4.08,0
-5.94,-2.11,6
-1.75,7.7,2
3.36,3.23,0
6.35,-4.59,4
-0.51,0.3,0
-0.54,-1.25,1
6.75,3.23,3
2.48,2.87,0
-0.98,-0.52,1
-1.62,-0.87,1
-2.85,-1.78,1
-0.67,-1.81,1
-2.12,-2.96,1
-3.36,8.19,2
-3.46,7.95,2
2.16,3.67,0
6.64,3.72,3
-1.74,8.26,2
4.01,3.72,3
-6.56,-0.72,6
6.31,-3.96,4
-1.49,8.43,2
6.92,4.7,3
5.67,-4.32,4
-1.28,-1.55,1
-2.62,7.58,2
-7.37,-4.04,5
6.01,-3.66,4
-0.41,-2.77,1
0.49,0.02,0
-2.79,-3.78,5
-2.19,-1.42,1
4.06,3.73,3
-1.82,7.95,2
-6.43,-4.56,5
2.15,3.76,0
-2.01,-1.48,1
1.76,2.69,0
0.25,-1.11,0
-3.65,8.08,2
6.31,-4.71,4
1.81,4.21,0
0.53,-0.88,1
-1.64,8.44,2
5.66,2.98,3
-5.59,-0.51,6
0.16,-1.66,1
-6.52,-5.16,5
4.17,3.6,3
-1.7,-2.98,1
5.53,-4.7,4
-0.5,-1.3,0
0.28,0.28,1
-0.92,-0.65,1
4.48,3.51,3
1.93,2.8,0
-3.3,8.26,2
5.33,-4.07,4
2.91,3.88,0
1.32,4.33,0
5.82,-5.32,4
-5.83,0.01,6
0.91,3.72,0
-6.66,-0.91,6
0.74,3.98,0
-0.96,-2.16,1
1.8,3.39,0
-6.93,-2.83,5
-3.59,8.0,2
7.3,4.02,3
4.07,3.78,0
1.21,2.93,0
-7.09,-2.8,5
-6.18,-3.55,5
-1.11,-0.59,1
-1.26,-2.18,1
-3.7,8.14,2
3.3,3.3,0
6.82,-4.32,4
5.76,-3.43,4
-1.04,-2.13,1
5.69,3.46,3
-0.25,-0.5,1
1.64,3.82,0
-5.94,-5.26,5
-3.08,8.11,2
3.68,4.35,0
-3.15,8.2,2
5.53,-4.66,4
-1.83,-2.34,1
-3.13,7.87,2
6.65,-4.6,4
-1.85,-1.54,1
-0.43,-0.55,1
-6.29,-4.92,5
2.62,3.96,0
6.51,3.56,3
-2.23,7.55,2
5.52,-3.51,4
-0.09,-1.52,1
-0.76,-2.26,1
-0.49,-0.93,1
0.03,-0.96,1
-1.94,7.55,2
-1.41,-2.51,1
-1.16,-1.41,1
5.61,-3.53,4
-1.89,-1.74,1
7.11,3.66,3
-3.51,7.92,2
-6.51,-3.96,5
5.57,-3.66,4
6.57,3.37,3
-2.23,8.23,2
-5.53,0.24,6
6.19,4.72,3
0.3,-2.25,0
-1.63,7.87,2
-1.43,7.31,2
6.15,-4.23,4
5.26,-3.68,1
-0.1,-0.98,1
0.01,0.06,0
0.2,-0.16,1
1.18,3.29,0
-2.15,-1.7,1
-1.92,-2.88,1
-7.26,-2.63,5
1.75,4.23,0
-3.31,7.96,2
6.43,3.69,3
-1.02,-2.04,1
-1.99,7.45,2
6.02,4.01,3
6.76,4.48,3
3.92,4.17,0
-5.24,-3.83,5
-0.5,-2.24,1
-2.31,7.93,2
3.15,3.17,0
-4.89,0.19,6
6.1,-4.78,4
-1.77,-0.73,1
-1.39,-2.31,1
0.41,-0.33,1
-3.22,8.2,2
6.59,3.72,3
-2.41,7.87,2
0.39,-0.09,1
1.14,3.05,0
6.23,-4.14,4
-1.05,-1.71,1
-1.86,7.37,2
0.01,-0.71,1
2.14,3.92,0
-0.21,-0.39,1
0.79,-1.84,0
-1.74,-1.51,1
1.87,4.36,0
-1.98,7.58,2
1.58,2.66,0
-0.35,-1.07,1
-7.22,-4.11,5
-6.47,-0.07,6
-1.48,-1.24,1
1.76,3.6,0
6.75,-4.77,4
-7.26,-4.03,5
-5.59,-3.33,5
6.7,3.53,3
4.38,4.39,3
5.59,-4.78,4
0.38,3.52,2
-3.41,-3.78,1
6.26,-3.88,4
1.35,3.1,0
-1.0,-3.01,1
-1.59,7.44,2
4.59,3.42,0
-0.66,-0.88,1
4.49,4.35,3
-0.6,-1.1,1
-3.23,8.18,2
0.68,3.52,0
5.92,-3.95,4
0.16,-0.53,1
1.62,0.61,0
-1.57,-1.74,1
-2.39,-1.71,1
-3.3,8.05,2
-0.82,-0.76,1
1.84,3.21,0
5.92,-4.32,4
5.62,-4.13,4
6.4,4.14,3
6.81,-4.3,4
-3.82,-3.04,5
-0.97,-2.52,1
-1.42,-1.1,1
-1.99,7.31,2
6.05,-3.96,4
1.97,4.25,0
1.08,3.28,0
-6.72,-0.97,6
1.58,3.0,0
1.15,4.02,0
7.0,3.61,3
0.55,2.76,0
-1.64,-2.86,1
6.01,-3.93,4
0.14,0.14,0
0.49,-0.4,1
5.22,4.99,3
-1.66,8.02,2
6.35,-4.18,4
6.24,-3.58,4
-1.15,-1.62,1
3.16,2.21,0
6.6,3.41,3
7.27,4.72,3
1.37,4.12,0
-3.33,8.1,2
-5.92,-4.32,5
5.62,-3.85,4
2.43,3.33,0
1.36,0.87,0
6.03,-4.45,4
-0.51,-2.25,1
-1.63,7.45,2
-3.53,8.14,2
5.62,4.24,3
5.43,4.53,3
-1.5,-1.76,1
-0.59,-2.22,1
4.18,3.43,3
-2.1,-2.5,1
-6.42,-3.52,5
0.21,-2.0,1
-6.99,-2.7,5
-6.23,-4.17,5
-6.55,-3.88,5
0.97,4.0,0
-4.7,-4.25,5
-0.49,-2.19,1
6.49,-4.16,4
-5.91,0.05,6
5.72,3.45,3
-0.48,-1.5,1
-0.08,-2.49,1
-4.79,0.13,6
1.69,3.54,0
-5.15,-4.36,5
0.15,-1.94,1
-4.97,-2.83,5
-0.73,-1.58,1
-0.31,-0.44,1
1.59,3.38,0
-5.78,-3.42,5
-6.76,-3.72,5
-1.02,-1.85,1
-5.38,-4.15,5
-6.45,-0.16,6
5.82,-4.69,4
0.18,-2.26,1
-5.53,-3.78,5
-3.07,-2.75,1
-0.73,-2.7,1
1.55,3.88,0
1.22,2.7,0
-7.01,-3.47,5
0.24,-1.69,1
-0.72,-3.08,1
-5.95,-3.84,5
-7.09,-4.0,5
-0.36,-1.46,1
-0.14,-1.93,1
-6.41,-3.52,5
-1.0,-2.32,1
-6.4,-0.84,6
1.52,4.6,0
-6.55,-2.42,6
-6.15,-4.38,5
-5.5,-4.29,5
-6.7,-3.65,5
-5.75,-0.24,6
5.78,-4.92,4
4.88,4.91,0
-1.24,-2.8,1
2.3,2.88,0
-1.54,-1.69,1
-4.74,-4.54,5
5.51,4.84,3
-0.27,-1.83,1
-4.77,-3.56,5
-5.41,-3.39,5
-0.32,-2.17,1
-6.19,-3.74,5
-4.92,-3.59,5
1.77,3.44,0
-5.99,-2.53,6
-5.41,-4.3,5
-6.93,-2.83,6
6.92,4.31,3
-0.17,-1.76,0
-0.5,-3.14,1
-6.78,-2.72,6
0.56,-1.84,1
-6.38,-4.02,5
-1.2,-1.4,1
5.13,5.15,0
-0.06,-0.88,1
5.66,-3.82,4
6.49,-3.77,4
-5.03,-4.8,5
-0.28,-1.53,0
-6.11,-2.08,6
-5.17,-0.05,6
-2.19,-1.76,1
-1.0,-0.74,1
-4.43,-4.11,5
-4.79,-2.56,5
-2.51,-1.56,1
0.25,-1.05,1
1.87,3.46,0
-6.54,-4.44,5
1.48,4.33,0
-1.91,-2.15,1
-5.65,-3.4,5
1.43,3.55,0
-5.82,-0.28,6
-5.55,-1.44,6
-6.62,-3.52,5
-6.34,-3.12,5
1.89,3.43,0
-5.56,-3.76,5
0.12,-1.31,1
-5.02,0.01,6
-0.28,-0.55,1
-0.7,-2.92,1
-5.91,-3.63,5
1.69,2.96,0
-5.59,-4.25,5
-6.62,-4.09,5
-1.22,-2.72,1
-7.32,-3.89,5
-0.52,-1.31,1
-2.31,-2.38,1
-1.14,-1.21,1
-5.61,0.02,6
-1.32,-1.16,1
-6.44,-1.36,6
-5.68,-3.8,5
-6.44,-0.54,6
-5.56,-3.67,5
-6.25,-4.54,5
4.64,3.5,3
0.08,-1.99,1
-6.57,-3.2,5
-0.34,-3.09,0
-1.72,-2.2,1
-5.75,-3.37,5
-5.84,-4.07,5
-6.3,-4.0,5
-5.47,-3.89,5
-2.31,-1.62,6
-5.76,-4.28,5
-5.04,-3.75,5
-6.12,-4.6,5
-6.44,-3.14,5
-1.63,-1.59,1
6.77,-3.4,0
-4.86,0.16,6
