x,y,s
-1.2,-2.08,1
5.9,4.97,3
6.38,4.73,3
6.75,4.25,3
-0.42,-1.24,1
5.61,4.72,3
0.28,-0.06,0
-6.57,-0.44,6
-5.31,-3.89,5
5.19,4.63,3
0.24,-1.94,1
6.09,4.76,3
-0.27,-1.17,1
-6.14,-3.46,5
1.27,4.24,0
-6.81,-3.72,5
2.1,2.81,0
1.29,4.51,0
2.84,4.03,0
-5.73,-2.4,6
6.78,4.9,3
6.16,-3.94,4
-6.79,-2.81,5
-6.38,-1.71,6
5.45,4.48,3
-0.34,-1.17,0
-5.22,-2.75,5
-0.81,-1.39,1
5.1,4.3,3
6.13,4.65,3
5.57,4.28,3
-5.76,-3.32,5
-4.75,-1.47,6
5.32,4.03,3
-5.65,-3.75,5
-6.19,-3.48,5
7.12,3.38,3
6.93,-4.03,4
-4.91,-3.57,5
-5.8,-1.14,6
-5.93,-3.31,5
2.14,1.74,0
-6.31,-0.12,6
-5.83,-3.65,5
7.06,4.33,3
-5.26,-3.42,5
1.7,4.49,0
-4.6,-4.11,5
-6.18,-3.34,5
6.26,4.37,0
5.54,4.28,3
5.59,4.11,3
-6.08,-3.25,5
-5.68,-3.58,5
-0.74,-2.83,1
-0.35,-1.02,1
6.29,4.04,3
5.16,4.26,3
-6.14,-2.95,5
-5.49,-3.43,5
-5.69,-2.61,5
-5.94,-3.67,5
-5.68,-3.46,5
1.08,3.64,0
7.0,4.53,3
6.54,4.92,3
6.17,-4.08,4
5.37,3.75,3
1.47,4.68,0
6.67,-4.15,4
-5.73,-3.38,5
6.07,-4.52,4
-5.35,-4.11,5
-5.3,-3.56,5
1.76,2.7,0
-5.78,-1.42,6
4.61,4.55,3
-4.56,-3.37,5
-5.9,-3.52,5
-6.58,-0.65,6
-6.37,-3.05,5
7.48,4.16,3
5.48,4.61,0
-6.91,-3.05,5
-6.23,-3.59,5
5.43,4.43,3
1.23,2.82,0
5.28,4.44,3
5.16,3.83,3
5.66,4.17,3
-6.1,-4.05,5
-6.13,-0.64,6
4.85,3.8,3
6.43,4.73,3
-0.32,-0.07,0
6.27,4.82,3
0.81,3.74,0
-5.43,-3.33,5
-0.28,-0.5,0
6.52,4.3,3
-7.15,-2.88,5
-5.14,-3.4,5
-0.49,-1.56,1
0.04,-0.56,1
-5.72,-3.93,5
6.54,4.25,3
6.33,4.29,3
0.31,0.33,0
-5.8,-4.2,5
-1.0,-1.21,1
6.47,4.49,3
-5.88,-3.85,5
-5.42,-3.93,5
6.69,4.46,3
-0.94,-1.23,1
6.54,3.6,3
6.09,4.82,3
2.14,3.91,0
-5.08,-3.41,5
5.38,4.67,3
6.26,4.87,3
-2.09,7.36,0
-6.3,-3.17,5
1.84,2.37,0
4.76,4.48,3
-2.1,7.46,2
-6.23,-3.77,5
5.39,3.97,3
-7.04,-3.11,5
-2.18,8.1,2
-4.99,-3.92,5
0.45,-0.08,0
-6.32,-3.41,5
1.7,3.94,0
-5.14,-3.82,5
-0.49,-1.52,1
-1.21,-2.79,1
-5.65,-1.29,6
5.08,4.45,3
-5.76,-3.64,5
5.86,4.46,3
-5.25,-3.61,5
1.62,3.64,0
6.35,4.76,3
5.24,4.03,3
-5.42,-3.69,5
-6.66,-2.82,5
1.1,4.07,0
6.37,4.28,3
0.26,0.06,0
6.96,3.6,3
-4.4,-2.19,6
4.9,3.26,3
-0.38,-1.75,1
5.27,4.18,3
4.34,3.63,3
-1.09,-1.59,1
6.39,3.79,3
6.38,3.66,3
6.38,4.84,3
-6.29,-0.85,6
-6.83,-2.44,5
6.48,4.56,3
7.3,3.87,3
1.25,4.14,0
4.88,4.39,3
2.35,4.31,0
-5.83,-3.84,5
4.65,4.34,3
7.22,4.04,3
-4.0,-2.3,5
5.13,3.85,3
-0.22,-1.97,1
5.99,4.13,0
0.4,0.45,0
6.81,4.6,3
-1.4,-1.62,1
6.48,-3.65,0
-1.8,-2.25,1
5.27,3.9,3
7.18,4.57,3
6.23,4.78,3
-4.99,-4.32,5
1.42,3.81,0
-7.16,-3.31,5
-5.59,-3.47,5
-6.08,-1.27,6
6.87,3.73,3
0.9,4.04,0
-6.03,-1.17,6
-6.52,-0.6,6
0.79,3.36,0
-1.28,-2.12,1
-5.02,-3.47,5
-6.72,-2.3,6
1.18,3.88,0
-5.18,-3.51,5
6.66,4.5,3
7.16,3.68,3
2.16,4.1,0
5.38,4.28,3
6.79,4.5,3
5.22,4.38,3
-6.44,-2.44,5
1.51,3.92,0
-5.26,-3.31,5
6.72,-4.22,4
-6.33,-3.83,5
-5.59,-2.24,6
6.69,4.57,3
7.08,4.06,3
-4.77,-3.53,5
5.0,4.04,3
5.26,4.47,3
4.86,3.14,0
5.93,-4.74,4
-5.98,-4.3,5
1.95,3.33,0
-5.84,-3.8,5
-6.46,-3.3,5
-6.6,-3.26,5
6.48,3.87,3
1.11,3.84,0
-0.35,-2.25,1
-4.96,-3.73,5
5.91,4.45,3
-5.91,-3.25,5
-4.55,-1.64,6
6.89,4.6,3
7.17,3.82,3
-5.02,-1.16,6
4.87,3.99,3
-0.41,-2.01,1
-6.52,-0.61,6
6.71,3.83,3
5.24,4.66,3
1.54,3.81,0
-5.44,-3.44,5
-5.46,-3.91,5
5.55,3.39,0
-6.81,-1.85,6
-0.55,-2.15,1
6.57,4.95,3
1.02,3.53,0
-5.54,-3.99,5
6.67,3.85,3
-5.46,-3.54,5
6.84,4.54,3
-5.71,-3.01,5
6.23,4.66,3
2.45,3.02,0
0.83,3.47,0
-1.01,-2.34,1
1.26,3.51,0
-4.36,-3.39,5
7.24,4.51,3
-5.93,-3.84,5
0.86,0.26,0
-1.06,-1.96,1
0.07,-0.88,1
5.81,4.58,3
4.9,4.45,3
-1.33,-2.59,1
2.47,2.09,0
6.09,4.03,3
7.31,3.71,3
3.96,2.89,0
-6.61,-1.4,5
-2.34,-2.76,1
-5.69,-3.44,5
-6.24,-1.26,6
-4.85,-3.81,5
-4.97,-3.44,5
6.53,5.01,3
-1.97,7.44,2
-0.55,-0.04,1
-6.27,-0.64,6
-5.41,-3.23,5
4.69,4.58,0
5.52,4.35,3
-1.02,-1.6,1
-0.29,-0.21,1
-6.95,-3.27,5
-5.49,-1.5,6
-2.29,7.56,2
6.73,3.73,3
-5.09,-3.85,5
-0.81,-1.44,1
0.87,3.49,0
0.35,0.21,0
-5.44,-3.6,5
0.72,0.38,0
-6.24,-2.04,5
-5.89,-1.16,6
-6.05,-0.82,6
5.77,4.42,3
6.14,4.65,3
-4.8,-4.06,5
5.81,4.72,3
-2.19,-2.96,1
-0.98,-2.87,1
-6.5,-1.34,6
6.13,-4.3,4
6.96,4.42,3
6.24,4.56,3
5.87,4.6,3
-5.1,-4.0,5
-5.02,-1.01,6
5.07,4.46,0
-4.04,-2.82,5
-4.93,-2.17,6
6.49,4.77,3
6.45,4.58,3
-0.54,-0.7,1
-5.34,-3.35,5
-6.38,-3.7,5
-0.96,-1.96,1
-5.57,-3.42,5
5.25,5.07,0
6.88,3.58,3
-3.75,-3.61,5
-6.73,-0.96,6
-4.92,-4.03,5
-6.42,-1.91,6
-1.23,-1.1,1
5.37,3.93,3
-5.13,-4.46,5
5.93,4.83,3
6.41,4.17,3
-5.28,-4.88,5
-5.25,-3.89,5
7.28,4.21,3
-0.4,-2.0,1
-6.08,-3.21,5
7.23,4.43,3
5.75,4.94,3
-4.99,-3.8,5
6.96,4.82,3
7.28,4.6,3
-5.72,-1.48,6
6.79,4.75,3
1.04,4.02,0
4.68,4.14,3
7.07,4.65,3
6.93,3.62,3
-0.09,-0.4,1
4.71,4.24,0
5.53,3.98,3
1.09,3.85,0
-1.49,-1.35,1
6.88,4.57,3
5.15,4.43,3
2.84,4.1,0
6.0,4.93,3
-6.2,-3.94,5
1.41,2.35,0
4.64,3.83,3
-6.39,-3.53,5
1.11,2.77,0
-6.41,-1.33,6
5.21,4.52,3
-5.2,-3.78,5
6.8,4.56,3
6.59,4.56,3
6.49,4.52,3
7.4,3.77,3
-0.44,-1.13,1
5.15,4.51,3
2.24,3.12,0
-5.16,-4.24,5
6.37,4.91,3
7.06,3.93,3
5.56,4.77,0
-6.18,-3.91,5
-4.28,-4.48,5
7.15,4.75,3
-4.98,-3.29,5
-1.25,-2.7,1
-0.82,-1.89,1
6.64,4.89,3
5.75,-3.9,4
-5.84,-3.64,5
6.28,3.78,3
-6.39,-3.37,5
7.0,4.64,3
-6.36,-3.63,5
-6.12,-3.09,5
6.7,4.54,3
-5.37,-3.89,5
-6.46,-3.72,5
-5.6,-3.65,5
4.94,3.36,3
-5.23,-3.54,5
-6.9,-2.75,5
-6.56,-0.38,6
-6.29,-3.05,5
-3.54,-3.88,5
1.59,2.85,0
6.04,4.44,0
7.3,4.68,3
6.57,4.47,3
5.25,4.24,3
1.84,3.09,0
-0.76,-0.8,1
6.59,4.07,3
6.55,4.84,3
6.27,4.63,3
4.99,4.79,3
-6.26,-0.58,6
5.57,4.95,3
1.38,3.0,0
2.2,3.34,0
5.06,4.8,3
1.77,2.75,0
-2.12,8.01,2
7.09,4.04,3
-4.78,-3.61,5
6.13,-3.92,4
5.17,4.15,3
5.56,3.95,3
6.27,3.97,3
-5.4,-3.47,5
-6.24,-0.58,6
0.76,3.29,0
-5.3,-4.36,5
-0.88,-2.86,1
7.09,4.34,3
-6.58,-3.87,5
-1.3,-1.71,1
-5.46,0.12,6
-6.3,-0.84,6
-5.95,-2.72,5
-1.09,-0.88,1
-5.16,-4.11,5
-6.87,-2.75,5
5.3,3.92,3
-1.47,-2.43,1
5.57,3.5,0
-5.18,-3.41,5
-6.62,-1.19,6
4.89,3.88,0
-0.45,-1.44,1
-5.56,-3.37,5
6.55,4.72,3
-6.28,-0.54,6
6.77,3.92,3
-6.22,-2.83,5
6.01,4.91,3
-1.14,-2.38,1
6.31,3.69,3
-5.32,-3.54,5
-4.96,-3.93,5
-5.85,-1.24,6
6.48,4.84,3
0.87,1.88,0
7.37,4.5,3
-4.89,-3.71,5
5.12,4.58,3
6.17,4.32,3
-5.68,-4.06,5
5.53,4.88,3
-5.47,-3.99,5
5.4,4.77,3
-6.32,-4.14,5
6.4,4.73,3
-6.28,-0.36,6
-6.71,-4.15,5
5.96,4.35,3
-6.24,-0.85,6
-0.52,-0.57,0
-6.53,-3.53,5
5.61,4.45,3
7.36,4.6,3
5.54,4.39,3
-1.0,-1.28,1
-5.12,-3.07,5
7.0,4.74,3
-6.1,-1.44,6
5.24,4.7,3
5.61,4.71,3
5.82,4.73,3
0.81,3.49,0
-0.92,-1.1,1
5.35,4.82,3
-2.16,7.93,2
-5.59,-4.05,5
-5.73,-1.6,6
-1.13,-2.87,1
6.56,4.48,3
-0.7,-2.02,1
-4.92,-3.46,5
4.33,3.76,0
-0.65,-1.24,1
-5.74,-3.65,5
-4.32,-4.32,5
7.29,4.35,3
-5.35,-3.61,5
-0.36,-1.95,1
6.36,4.54,3
7.36,4.59,3
-1.12,-2.82,1
4.95,2.93,3
-5.03,-3.24,5
6.3,4.79,3
-5.7,-3.59,5
0.69,3.24,0
6.09,3.93,3
6.03,5.02,3
6.34,4.81,3
-4.31,-2.19,5
-4.75,-3.82,5
5.74,4.87,3
1.31,4.23,0
7.5,4.04,3
-1.5,-0.94,1
-5.45,-3.78,5
-6.27,-4.61,5
4.79,3.72,3
6.45,4.07,3
7.09,3.72,3
-6.15,-3.21,5
-5.34,-1.52,6
6.29,5.02,3
-5.28,-3.94,5
1.24,3.08,0
-6.02,-3.32,5
-6.41,-3.15,5
-5.32,-3.7,5
1.17,4.05,0
-6.64,-2.94,5
6.89,4.31,3
7.02,4.59,3
-4.16,-3.64,5
6.93,4.58,3
5.13,4.5,3
-6.04,-3.62,5
5.92,5.08,3
-0.71,-2.44,1
-5.88,-3.74,5
5.37,4.52,3
-5.9,-3.48,5
5.33,4.61,3
7.29,3.61,3
6.48,4.68,3
0.55,-0.05,0
0.88,2.34,0
-0.86,-2.17,1
-5.37,-3.25,5
-6.14,-3.91,5
-6.06,-1.26,6
-0.02,-0.64,0
4.68,4.26,3
5.07,4.02,0
6.55,4.89,3
6.58,3.86,3
-5.18,-3.96,5
6.6,4.94,3
-1.66,-2.01,1
5.07,3.76,3
5.79,4.94,3
-6.91,-2.69,5
-5.61,-3.37,5
7.3,4.33,3
1.08,3.4,0
-4.42,-4.5,5
-5.29,-3.5,5
1.06,3.56,0
-5.74,-1.78,6
-4.92,-3.81,5
6.18,4.89,3
7.32,4.18,3
-3.47,-3.16,1
6.27,4.46,3
-4.95,-3.87,5
-0.38,-0.14,0
-6.28,-3.19,5
7.04,4.78,3
5.17,3.48,3
0.4,-0.96,0
0.39,-1.78,0
-5.89,-1.12,6
5.71,3.81,3
-0.81,-2.29,1
-6.8,-3.35,5
4.66,4.36,3
7.17,4.5,3
5.84,4.64,3
-5.21,-4.46,5
-6.38,-2.44,6
7.33,4.62,3
6.46,4.58,3
-6.46,-1.35,6
-0.64,-2.29,1
-5.39,-1.34,6
-0.59,-1.72,1
-0.93,-0.84,1
4.64,3.87,3
6.98,3.64,3
-6.37,-0.28,6
5.15,3.9,3
6.89,4.71,3
-6.43,-0.92,6
1.11,2.4,0
4.3,4.04,3
-5.91,-3.68,5
-5.87,-3.8,5
-5.49,-3.68,5
-5.26,-3.98,5
-5.72,-4.13,5
-0.83,-1.57,1
2.39,3.11,0
5.66,4.81,3
6.98,4.16,3
4.57,4.68,0
6.11,5.1,3
-6.72,-0.42,6
7.05,4.5,3
-1.19,-2.66,1
2.21,3.7,0
7.48,4.64,3
-1.27,-1.88,1
-1.36,-2.37,1
7.27,4.32,3
-6.78,-4.48,5
-5.58,-3.3,5
7.09,4.23,3
-1.42,-1.64,1
6.54,4.48,3
-1.32,-2.21,1
5.87,4.58,3
-7.19,-2.36,5
6.41,3.95,3
-5.51,-3.92,5
6.85,4.74,3
-3.87,-2.7,6
-5.38,-4.08,5
1.83,3.32,0
5.88,4.7,3
7.25,4.32,3
-0.94,-1.12,1
-0.94,-2.92,1
7.23,3.98,3
1.82,3.63,0
5.73,3.93,3
-0.61,-2.14,1
-0.12,-0.92,1
-6.98,-3.16,5
-5.51,-3.83,5
6.5,4.51,3
-6.31,-3.69,5
7.14,4.58,3
-7.1,-3.15,5
3.37,3.88,0
5.42,3.98,3
6.87,4.69,3
5.98,4.89,0
-6.48,-3.03,5
-6.87,-3.48,5
-2.12,7.8,2
-6.83,-2.65,6
1.26,2.85,0
-6.18,-3.9,5
5.74,4.09,3
6.21,4.39,3
6.4,4.14,3
6.5,4.69,3
3.84,3.04,0
5.03,4.17,3
-1.37,-0.82,1
-6.23,-3.59,5
-1.7,-2.16,1
1.08,3.34,0
-6.04,-3.88,5
1.62,3.66,0
7.0,4.14,3
1.29,4.03,0
-5.47,-3.57,5
-0.24,-1.45,1
-4.91,-3.82,5
5.9,4.33,3
5.4,4.26,3
-5.48,-3.67,5
-5.43,-4.34,5
-2.34,7.63,2
-0.2,-0.19,0
-5.32,-3.43,5
-6.08,-3.66,5
5.19,3.87,3
-6.16,-0.89,6
7.14,4.69,3
-1.21,-1.7,1
-4.69,-3.71,5
6.02,-4.84,4
-1.15,-2.69,1
-2.1,-2.2,1
-5.23,-3.71,5
6.77,4.42,3
-6.39,-4.22,5
-1.04,-1.24,1
5.88,4.58,3
5.96,4.91,3
-5.04,-3.76,5
-6.75,-0.2,6
5.75,4.19,3
1.43,3.66,0
7.13,4.17,3
-3.89,-1.35,6
6.94,4.69,3
0.92,4.01,0
7.34,4.57,3
-6.18,-2.45,6
-0.4,-1.9,1
5.67,4.73,3
5.69,4.68,3
1.18,3.27,0
-5.49,-4.14,5
5.78,4.63,3
-1.88,-1.06,5
-6.45,-0.74,6
-6.51,-1.91,6
2.4,3.62,0
-0.93,-1.2,1
6.14,4.77,3
-1.25,-2.3,1
0.14,0.14,0
-6.01,-4.02,5
1.42,2.98,0
6.42,4.69,3
-6.56,-3.36,5
-2.46,-2.83,6
1.82,3.21,0
6.24,4.44,3
1.39,4.41,0
-0.56,-2.73,1
-5.64,-3.98,5
7.28,4.65,3
5.32,4.68,0
7.16,4.39,3
5.61,3.94,3
1.23,1.88,0
6.1,4.63,3
6.79,4.04,3
6.09,4.89,3
-6.5,-0.35,6
4.33,4.3,3
-6.18,-3.1,5
7.37,4.35,3
5.67,4.92,3
3.54,3.11,0
2.0,2.11,0
-4.67,-3.73,5
-1.43,-2.46,1
1.67,2.78,0
-6.69,-2.93,5
-5.5,-4.19,5
-5.5,-4.61,5
-0.71,-2.21,1
-4.98,-3.92,5
-0.64,-2.02,1
1.55,2.18,0
-5.87,-4.42,5
-6.72,-3.43,5
-6.54,-0.2,6
0.91,0.28,1
1.4,3.22,0
-5.04,-3.71,5
-3.96,-3.85,5
3.69,2.66,0
-6.08,-1.43,6
-5.17,-3.3,5
-4.55,-3.87,5
5.96,3.93,3
-2.12,-2.97,1
5.56,3.11,3
1.42,1.63,0
1.43,1.46,0
1.32,1.55,0
-1.81,-2.22,1
-6.3,-0.85,6
1.63,2.93,0
4.75,3.45,3
-6.67,-1.17,6
3.15,2.88,0
-6.44,-4.11,5
-5.46,-3.59,5
4.58,3.02,0
-4.6,-4.07,5
5.6,2.9,3
3.84,2.88,0
4.87,3.48,3
5.35,2.94,3
-0.47,-1.98,1
-1.01,-2.43,1
5.99,3.2,0
-5.57,-4.12,5
1.0,3.12,0
-0.74,-2.62,1
-4.37,-4.2,5
6.29,3.54,3
2.07,1.65,0
-6.02,-4.14,5
-6.34,-1.46,6
0.32,-1.02,0
1.73,2.02,0
-4.79,-3.59,5
5.21,3.28,3
-6.94,-2.57,5
6.62,4.28,3
6.37,4.14,3
6.19,3.77,3
-6.74,-3.12,5
5.15,4.1,3
-1.66,-1.59,1
6.41,4.4,3
-6.09,-4.35,5
-4.46,-4.09,5
-7.26,-3.2,5
-6.02,-4.5,5
-6.75,-2.45,6
-4.97,-4.16,5
-3.8,-3.16,5
1.17,3.88,0
-6.52,-0.97,6
4.74,4.05,3
-6.95,-3.83,5
5.18,2.72,3
-0.2,0.09,1
-5.94,-3.55,5
5.86,3.61,3
4.31,5.07,0
5.67,3.26,3
-6.75,-0.61,6
-5.63,-3.46,5
1.55,1.53,0
5.67,3.22,0
4.23,3.81,3
5.09,2.89,3
1.61,2.84,0
-5.19,-1.16,6
1.42,1.25,0
-5.62,-4.09,5
2.09,1.97,0
3.04,0.18,0
4.69,4.48,3
2.43,1.75,0
-6.98,-2.16,6
-5.81,-0.51,6
-6.78,-0.32,6
-6.8,-4.28,5
1.03,1.69,0
-5.46,-3.84,5
-4.51,-3.4,5
5.43,2.86,3
-6.26,-4.37,5
-4.88,0.06,6
5.08,3.19,3
1.71,2.56,0
-0.69,-2.68,1
4.93,3.61,0
-6.74,-4.22,5
1.17,2.92,0
-1.84,-2.55,1
5.56,2.92,3
-6.69,-2.82,5
-6.29,-3.36,5
-7.08,-4.12,5
4.48,3.95,3
1.02,3.3,0
-0.69,-1.62,1
-6.12,-3.25,5
1.35,2.86,0
-1.53,-2.28,1
-6.37,-0.01,6
-2.34,-2.14,1
6.23,3.55,0
6.63,3.59,3
1.82,2.01,0
-4.13,-4.16,5
4.92,2.92,0
-7.0,-3.78,5
4.62,2.99,3
-3.33,8.04,2
-2.5,8.2,2
1.4,1.2,0
5.77,3.84,3
-6.47,-2.76,5
-7.06,-3.69,5
-7.19,-3.64,5
-6.68,-3.39,5
-6.6,-0.34,6
-0.7,-0.83,1
-5.09,-4.82,5
1.79,1.93,0
5.55,2.91,3
-6.0,-4.24,5
2.61,2.57,0
-5.17,-4.07,5
-5.83,-4.92,5
-7.03,-3.38,5
4.4,4.18,3
4.8,4.44,0
-5.19,-3.95,5
5.41,4.55,3
-6.5,-0.68,6
-5.81,-3.71,5
-7.25,-3.06,5
5.88,5.15,3
1.44,1.69,0
-3.68,-3.99,5
5.01,3.09,3
3.74,2.33,0
-1.91,-2.2,1
-6.54,-3.7,5
5.56,3.73,3
0.9,-0.42,0
6.8,4.42,3
1.98,3.24,0
-0.2,-2.81,1
1.66,1.58,1
2.2,2.49,0
-3.91,-3.56,5
-6.62,-0.28,6
-5.97,-4.27,5
3.57,2.77,3
-5.72,-4.13,5
-0.34,-1.05,1
3.51,3.03,0
1.88,1.73,0
-6.73,-3.14,5
1.04,0.29,1
4.03,3.43,3
-6.31,-0.09,6
0.24,0.2,1
-4.7,-3.83,5
5.77,3.06,3
-1.38,-2.65,1
-7.11,-3.26,5
-4.3,-3.52,1
5.23,2.88,3
0.83,3.67,0
0.91,3.61,0
1.26,4.37,0
-1.67,-2.4,1
-7.11,-3.01,5
-4.42,-3.11,5
5.31,3.43,0
-1.31,-1.47,1
-7.17,-3.09,5
1.85,3.35,0
5.44,3.53,3
-4.8,-3.5,5
1.46,0.62,0
-1.98,7.93,2
-1.92,-3.26,1
6.66,3.69,3
2.84,2.53,0
-1.12,-2.02,1
-1.77,-0.9,1
-6.71,-2.33,6
-7.03,-3.06,5
-1.55,-1.29,1
2.9,2.11,0
-5.93,-4.59,5
-4.32,-2.99,5
-6.12,-1.62,6
5.78,3.11,3
2.55,3.1,0
6.41,3.68,3
5.73,3.08,0
-6.7,-0.93,6
-6.73,-2.17,5
-3.05,8.05,2
-6.28,-3.94,5
-6.0,-1.89,6
3.99,3.36,3
-0.01,-2.25,1
-1.46,-1.88,1
-6.38,-3.08,5
-5.78,-2.91,5
-6.43,-0.42,6
-1.56,-2.78,1
1.68,2.0,0
-7.19,-3.22,5
1.44,2.36,0
5.11,2.97,3
-1.35,-2.72,1
1.29,2.29,0
-1.02,-2.57,1
-0.48,-2.66,1
-0.68,-1.47,1
5.64,2.95,3
-2.28,-2.38,1
-6.12,-0.05,6
-4.4,-4.3,5
1.19,3.11,0
0.07,-0.26,1
-1.52,-0.88,1
-1.78,-2.38,1
-6.35,-0.16,6
-6.51,-3.77,5
-4.73,-3.96,5
-5.1,0.1,6
3.58,2.64,0
1.05,3.12,0
4.54,3.67,3
-6.63,-3.16,5
1.83,2.08,0
-6.8,-2.24,6
-5.03,-3.07,5
-7.14,-4.29,5
4.44,2.56,0
-5.06,-3.96,5
5.57,3.68,3
-5.18,-3.43,5
5.63,3.66,3
-3.84,-4.11,5
1.48,2.77,0
2.41,2.5,0
1.22,1.38,0
-7.0,-3.23,5
-3.59,-1.44,6
2.21,2.1,0
-1.57,-3.17,1
6.1,4.51,3
4.08,3.89,0
-1.34,-2.65,1
0.76,3.59,0
2.71,2.8,0
-1.35,-1.45,1
-5.55,-0.78,6
2.22,2.65,0
-5.28,-3.59,5
-6.01,-1.48,6
-1.49,-3.22,1
1.4,0.28,0
1.11,2.89,0
4.71,4.57,3
-5.02,-4.82,5
-1.57,-1.59,1
1.62,2.49,0
5.4,2.94,3
1.17,0.91,0
5.74,3.25,3
3.7,2.82,3
5.09,3.19,3
-6.47,-1.22,6
-6.15,-1.32,6
-4.17,-3.94,5
0.96,3.17,0
2.45,1.68,0
-0.08,-0.74,0
-4.68,-3.24,5
-4.47,-3.46,5
-4.57,-4.26,5
-6.57,-0.13,0
4.99,4.9,3
-0.89,-3.09,1
-6.31,-0.97,6
6.89,4.64,3
-5.08,0.15,6
2.25,2.37,0
1.84,2.65,0
-0.39,-1.81,1
-0.85,-2.77,1
6.01,3.61,3
0.16,-0.01,0
-6.6,-2.93,5
-5.75,-0.4,6
5.27,-4.8,4
-5.41,-3.6,5
-6.34,-0.9,6
5.19,3.67,3
-6.65,-0.51,6
-1.67,-3.09,1
5.48,2.93,3
-6.46,-1.28,6
0.6,0.45,0
4.87,3.64,3
-6.75,-2.89,5
2.95,2.45,0
-6.2,-0.01,6
-4.69,-3.9,5
1.72,2.06,0
1.18,4.09,0
5.66,3.46,3
2.24,2.4,0
-2.61,-1.69,1
6.27,3.74,3
-1.36,-2.64,1
5.24,2.82,3
2.1,2.0,0
-6.28,-2.82,5
-4.28,-3.92,5
-6.88,-4.21,5
4.37,3.04,0
1.64,3.4,0
1.39,2.47,0
1.23,3.29,0
-5.88,-2.34,6
-3.72,-3.83,5
-0.95,-2.35,1
-6.09,-0.17,6
5.04,2.83,3
3.8,3.0,0
4.27,2.83,0
1.8,1.11,0
-1.12,-1.4,1
-5.74,-4.26,5
-5.56,-3.19,5
2.12,3.21,0
6.95,4.67,3
-6.52,-3.75,5
2.27,2.23,0
5.77,4.03,3
6.46,3.69,3
-5.77,-3.46,5
2.18,3.88,0
4.9,4.3,3
5.58,3.01,3
0.01,-0.4,1
-0.31,-2.4,1
-0.23,-0.41,1
-1.36,-0.89,1
-6.32,-1.15,6
-3.86,-4.17,5
-3.76,-4.04,5
0.88,3.34,0
1.21,1.05,1
0.85,0.02,0
-6.66,-3.18,5
5.11,2.75,3
5.54,3.2,3
5.45,3.53,0
5.87,3.5,3
2.36,2.62,0
6.5,3.68,3
5.25,3.27,3
-5.2,-4.57,5
1.77,1.43,0
2.85,3.22,0
1.83,1.22,0
-1.33,-0.41,1
-5.97,-3.26,5
1.92,3.13,0
-5.91,-2.86,5
-4.24,-3.55,5
5.47,3.53,3
0.84,0.82,1
6.35,3.52,3
1.86,2.29,0
1.41,1.21,0
-3.89,-3.96,5
2.06,2.58,0
5.51,2.87,3
1.53,3.4,0
2.43,2.35,0
-6.6,-0.13,6
2.2,2.12,0
-6.66,-2.37,5
-1.39,-2.04,1
0.69,-0.08,0
6.62,3.84,3
-3.65,-3.83,5
-3.89,-3.14,5
4.99,2.72,3
-4.89,0.1,6
5.41,2.86,3
4.64,3.49,3
0.27,-0.79,1
1.52,1.0,0
1.15,0.91,0
-6.34,-3.02,5
6.28,3.49,3
-6.0,-2.59,5
-0.22,-2.66,0
-3.85,-4.06,5
-5.64,-1.03,6
-6.95,-4.11,5
2.87,2.55,0
-5.98,-4.22,5
1.7,1.19,0
4.96,3.37,3
5.89,5.17,3
-6.59,-3.15,5
6.0,4.16,3
2.29,2.5,0
-4.62,-3.77,5
6.04,3.19,0
-4.7,-3.16,5
-6.3,-0.52,6
-7.18,-3.31,5
-5.26,-3.51,5
-1.33,-3.09,1
-5.9,-3.16,5
-5.64,-4.22,5
-7.09,-3.15,5
-6.6,-3.7,5
4.57,2.94,0
5.91,4.7,3
1.17,3.81,0
-6.66,-0.9,6
-0.27,-2.78,1
1.81,3.75,0
4.91,3.49,3
1.9,3.12,0
0.34,-0.06,0
-6.64,-3.86,5
-0.19,0.37,0
1.94,2.12,0
-6.18,-4.43,5
-6.82,-2.85,5
1.28,0.18,0
2.81,3.02,0
-4.73,-3.82,5
-5.86,-3.21,5
-6.87,-0.39,6
-7.17,-3.55,5
-1.4,-2.62,1
3.18,3.11,0
1.74,1.83,0
-7.03,-2.8,6
1.96,1.64,0
-7.02,-3.84,5
-0.62,-2.04,1
2.34,2.62,0
-6.22,-1.56,6
-6.4,-3.74,5
-4.79,-3.39,5
4.54,4.63,3
5.24,2.9,3
4.39,3.05,3
4.51,4.27,0
3.65,3.07,3
2.19,3.4,0
5.11,3.17,3
-6.63,-0.3,6
-5.49,-1.4,6
-7.14,-4.06,5
-1.8,-0.95,1
3.92,2.88,0
-6.39,-4.5,5
-6.67,-0.12,6
-4.61,-3.5,5
-6.09,-3.38,5
-5.63,-3.12,5
1.7,2.01,0
5.11,2.81,0
5.66,4.89,3
-4.63,0.63,0
0.95,1.26,0
-5.98,-4.46,5
-1.94,8.18,2
-6.6,-0.58,6
2.28,1.6,0
-6.69,-0.41,6
-0.09,-2.4,1
-4.86,-3.26,5
3.46,2.26,0
1.74,2.49,0
3.47,2.38,0
2.95,3.19,0
2.36,2.93,0
0.03,-1.47,1
0.16,-0.55,1
-6.93,-3.29,5
4.73,2.73,3
1.8,4.46,0
-5.54,-2.41,6
5.23,4.42,3
-4.1,-3.81,5
-1.55,-2.36,1
