UMAP_1,UMAP_2,state
0.924,-2.779,CD8_c4_Tstr
4.875,1.021,CD8_c3_Tn
1.156,-2.833,CD8_c4_Tstr
1.035,-2.807,CD8_c4_Tstr
1.353,-2.474,CD8_c4_Tstr
5.094,1.155,CD8_c0_t-Teff
-3.309,-5.619,CD8_c1_Tex
3.421,1.204,CD8_c0_t-Teff
0.908,-2.795,CD8_c4_Tstr
0.798,1.606,CD8_c0_t-Teff
-0.09,-1.248,CD8_c4_Tstr
4.636,1.263,CD8_c3_Tn
1.28,-2.685,CD8_c4_Tstr
0.986,-2.747,CD8_c4_Tstr
5.058,1.128,CD8_c3_Tn
0.784,-2.562,CD8_c4_Tstr
5.43,1.168,CD8_c3_Tn
3.902,1.177,CD8_c0_t-Teff
8.301,1.252,CD8_c3_Tn
0.647,-2.319,CD8_c0_t-Teff
8.097,1.312,CD8_c3_Tn
-0.821,0.638,CD8_c0_t-Teff
-3.196,-6.392,CD8_c1_Tex
7.767,1.462,CD8_c3_Tn
7.027,2.842,CD8_c3_Tn
2.65,1.216,CD8_c11_Teff_SEMA4A
-2.517,-6.433,CD8_c1_Tex
-2.472,-6.26,CD8_c1_Tex
-0.472,-0.725,CD8_c0_t-Teff
7.175,2.965,CD8_c3_Tn
1.81,-0.803,CD8_c0_t-Teff
-1.042,-0.526,CD8_c11_Teff_SEMA4A
-0.328,-1.036,CD8_c4_Tstr
8.66,1.609,CD8_c3_Tn
2.758,0.437,CD8_c0_t-Teff
4.404,1.122,CD8_c0_t-Teff
2.828,1.275,CD8_c0_t-Teff
5.533,1.161,CD8_c3_Tn
2.438,1.162,CD8_c0_t-Teff
4.442,1.324,CD8_c0_t-Teff
8.355,1.249,CD8_c3_Tn
8.231,1.239,CD8_c3_Tn
3.217,1.324,CD8_c0_t-Teff
3.962,1.039,CD8_c0_t-Teff
0.66,-3.13,CD8_c4_Tstr
-1.373,-2.003,CD8_c9_Tsen
5.326,1.125,CD8_c3_Tn
5.351,1.188,CD8_c3_Tn
8.51,1.003,CD8_c3_Tn
6.675,2.962,CD8_c3_Tn
6.975,1.412,CD8_c3_Tn
6.872,2.399,CD8_c3_Tn
1.094,-2.747,CD8_c4_Tstr
-3.948,2.772,CD8_c2_Teff
-0.416,-1.346,CD8_c4_Tstr
0.551,-1.795,CD8_c4_Tstr
-3.594,1.728,CD8_c2_Teff
-1.0,-1.573,CD8_c9_Tsen
7.097,2.987,CD8_c3_Tn
0.124,-1.29,CD8_c4_Tstr
0.807,-2.865,CD8_c4_Tstr
0.907,-2.723,CD8_c4_Tstr
0.9,-2.831,CD8_c4_Tstr
0.25,-1.184,CD8_c4_Tstr
6.74,1.538,CD8_c3_Tn
-0.751,-1.516,CD8_c9_Tsen
-0.815,2.298,CD8_c0_t-Teff
-1.455,1.496,CD8_c4_Tstr
-0.629,-0.618,CD8_c4_Tstr
6.089,0.791,CD8_c3_Tn
-0.938,-1.394,CD8_c9_Tsen
6.858,1.783,CD8_c3_Tn
6.604,1.745,CD8_c3_Tn
6.561,1.18,CD8_c3_Tn
0.812,-2.42,CD8_c4_Tstr
-2.974,-6.126,CD8_c1_Tex
8.16,0.942,CD8_c3_Tn
9.006,0.772,CD8_c3_Tn
2.682,0.88,CD8_c0_t-Teff
8.376,0.884,CD8_c3_Tn
-2.407,-3.934,CD8_c1_Tex
-1.086,-0.257,CD8_c11_Teff_SEMA4A
5.394,1.0,CD8_c3_Tn
5.77,1.131,CD8_c3_Tn
5.784,1.045,CD8_c3_Tn
2.382,0.5,CD8_c0_t-Teff
5.648,1.108,CD8_c3_Tn
4.222,1.108,CD8_c3_Tn
2.713,0.575,CD8_c0_t-Teff
-1.136,0.198,CD8_c4_Tstr
5.394,1.082,CD8_c3_Tn
5.741,1.057,CD8_c3_Tn
5.254,1.169,CD8_c3_Tn
6.284,0.991,CD8_c3_Tn
1.047,-2.752,CD8_c4_Tstr
-3.493,-6.182,CD8_c4_Tstr
1.3,-2.294,CD8_c4_Tstr
0.559,3.337,CD8_c6_Tcm
-4.23,-2.963,CD8_c1_Tex
0.746,-2.635,CD8_c4_Tstr
1.04,-2.706,CD8_c4_Tstr
1.042,-2.804,CD8_c4_Tstr
0.846,-2.662,CD8_c4_Tstr
0.96,-2.738,CD8_c4_Tstr
-3.423,-5.728,CD8_c1_Tex
0.61,-2.694,CD8_c4_Tstr
1.039,-2.867,CD8_c4_Tstr
7.101,1.962,CD8_c3_Tn
-4.562,-2.733,CD8_c1_Tex
7.472,1.766,CD8_c3_Tn
7.189,2.715,CD8_c3_Tn
-0.674,-0.767,CD8_c4_Tstr
8.361,1.678,CD8_c3_Tn
8.307,1.579,CD8_c3_Tn
-2.789,1.174,CD8_c4_Tstr
7.658,1.365,CD8_c3_Tn
-0.946,1.819,CD8_c0_t-Teff
7.391,1.515,CD8_c3_Tn
8.835,0.965,CD8_c3_Tn
4.7,1.31,CD8_c3_Tn
0.994,1.544,CD8_c0_t-Teff
6.16,1.466,CD8_c3_Tn
6.788,1.444,CD8_c3_Tn
7.305,1.536,CD8_c3_Tn
7.107,1.603,CD8_c3_Tn
6.427,1.281,CD8_c3_Tn
0.93,-2.574,CD8_c4_Tstr
7.047,1.628,CD8_c3_Tn
6.824,1.556,CD8_c3_Tn
6.929,3.031,CD8_c3_Tn
-3.194,-4.899,CD8_c1_Tex
6.694,1.427,CD8_c3_Tn
7.203,2.922,CD8_c3_Tn
7.065,1.599,CD8_c3_Tn
-0.835,-1.56,CD8_c9_Tsen
0.548,-1.842,CD8_c4_Tstr
6.513,1.296,CD8_c3_Tn
5.199,1.136,CD8_c3_Tn
-3.666,1.554,CD8_c2_Teff
0.86,0.033,CD8_c0_t-Teff
1.071,-2.708,CD8_c4_Tstr
-0.169,-6.214,CD8_c5_Tisg
7.098,3.077,CD8_c3_Tn
6.856,1.422,CD8_c3_Tn
6.933,1.429,CD8_c3_Tn
7.091,1.748,CD8_c3_Tn
0.301,-5.934,CD8_c5_Tisg
6.982,2.398,CD8_c3_Tn
5.784,0.873,CD8_c3_Tn
7.018,3.067,CD8_c3_Tn
-4.456,-2.899,CD8_c1_Tex
7.147,3.03,CD8_c3_Tn
7.19,2.335,CD8_c3_Tn
-0.171,-1.195,CD8_c4_Tstr
7.084,2.516,CD8_c3_Tn
-4.1,-4.821,CD8_c1_Tex
-3.974,-4.965,CD8_c1_Tex
-4.206,-4.679,CD8_c1_Tex
7.249,2.683,CD8_c3_Tn
7.122,2.617,CD8_c3_Tn
7.3,3.013,CD8_c3_Tn
-4.383,-5.041,CD8_c1_Tex
-1.943,0.879,CD8_c0_t-Teff
1.007,-2.807,CD8_c4_Tstr
7.141,1.993,CD8_c3_Tn
3.475,1.002,CD8_c0_t-Teff
7.307,1.918,CD8_c3_Tn
-3.162,-6.818,CD8_c1_Tex
-1.315,-2.087,CD8_c9_Tsen
7.206,2.36,CD8_c3_Tn
7.204,2.162,CD8_c3_Tn
7.338,2.508,CD8_c3_Tn
6.976,2.686,CD8_c3_Tn
7.256,2.814,CD8_c3_Tn
7.001,2.213,CD8_c3_Tn
7.129,2.813,CD8_c3_Tn
6.317,1.333,CD8_c3_Tn
7.149,3.008,CD8_c3_Tn
7.038,2.828,CD8_c3_Tn
7.129,2.913,CD8_c3_Tn
0.149,-1.442,CD8_c4_Tstr
6.059,0.893,CD8_c3_Tn
-2.376,-6.543,CD8_c1_Tex
7.279,2.552,CD8_c3_Tn
-3.163,-6.78,CD8_c1_Tex
8.046,1.145,CD8_c3_Tn
2.192,-0.929,CD8_c0_t-Teff
7.033,2.195,CD8_c3_Tn
-3.178,-6.748,CD8_c1_Tex
6.891,3.047,CD8_c3_Tn
0.37,-1.736,CD8_c4_Tstr
7.046,2.548,CD8_c3_Tn
-1.974,2.297,CD8_c0_t-Teff
0.519,-2.21,CD8_c4_Tstr
7.148,2.77,CD8_c3_Tn
1.758,0.58,CD8_c0_t-Teff
6.862,2.988,CD8_c3_Tn
7.163,2.814,CD8_c3_Tn
7.195,2.839,CD8_c3_Tn
7.094,2.833,CD8_c3_Tn
7.191,2.747,CD8_c3_Tn
7.222,1.715,CD8_c3_Tn
6.698,2.91,CD8_c0_t-Teff
7.116,2.934,CD8_c3_Tn
6.769,2.998,CD8_c12_Trm
7.186,2.93,CD8_c3_Tn
7.189,2.694,CD8_c3_Tn
0.844,-2.569,CD8_c4_Tstr
7.321,2.512,CD8_c3_Tn
2.856,1.025,CD8_c0_t-Teff
7.146,2.662,CD8_c3_Tn
7.144,3.046,CD8_c3_Tn
7.203,2.932,CD8_c3_Tn
-0.322,-2.444,CD8_c9_Tsen
6.966,2.261,CD8_c3_Tn
7.21,2.521,CD8_c3_Tn
7.033,2.372,CD8_c3_Tn
7.185,2.878,CD8_c3_Tn
-4.589,-2.806,CD8_c1_Tex
0.627,-2.325,CD8_c4_Tstr
7.267,2.872,CD8_c3_Tn
7.152,2.891,CD8_c3_Tn
8.396,1.403,CD8_c3_Tn
8.271,1.482,CD8_c3_Tn
8.287,1.887,CD8_c3_Tn
7.733,1.841,CD8_c3_Tn
8.114,1.7,CD8_c3_Tn
7.864,1.462,CD8_c3_Tn
8.457,1.211,CD8_c3_Tn
7.995,1.468,CD8_c3_Tn
8.156,1.769,CD8_c3_Tn
7.703,1.504,CD8_c3_Tn
8.349,1.256,CD8_c3_Tn
8.148,1.624,CD8_c3_Tn
8.724,1.537,CD8_c3_Tn
9.071,1.481,CD8_c3_Tn
6.566,0.878,CD8_c3_Tn
8.321,1.675,CD8_c3_Tn
8.674,1.31,CD8_c3_Tn
7.921,1.703,CD8_c3_Tn
8.646,1.554,CD8_c3_Tn
8.353,1.342,CD8_c3_Tn
7.57,1.881,CD8_c3_Tn
8.322,1.536,CD8_c3_Tn
7.528,1.95,CD8_c3_Tn
7.805,1.734,CD8_c3_Tn
8.187,1.567,CD8_c3_Tn
8.498,1.448,CD8_c3_Tn
8.684,1.492,CD8_c3_Tn
7.753,1.856,CD8_c3_Tn
7.928,1.919,CD8_c3_Tn
7.825,1.756,CD8_c3_Tn
8.77,1.652,CD8_c3_Tn
7.81,1.758,CD8_c3_Tn
7.798,1.956,CD8_c3_Tn
9.192,1.607,CD8_c3_Tn
8.304,1.712,CD8_c3_Tn
7.614,1.973,CD8_c3_Tn
7.871,1.467,CD8_c3_Tn
8.883,1.44,CD8_c3_Tn
8.253,1.632,CD8_c3_Tn
8.131,1.819,CD8_c3_Tn
8.656,1.464,CD8_c3_Tn
8.232,1.828,CD8_c3_Tn
9.113,1.612,CD8_c3_Tn
7.571,1.74,CD8_c3_Tn
8.858,1.528,CD8_c3_Tn
7.462,2.091,CD8_c3_Tn
8.562,1.779,CD8_c3_Tn
8.374,1.35,CD8_c3_Tn
8.429,1.706,CD8_c3_Tn
8.798,1.533,CD8_c3_Tn
8.536,1.776,CD8_c3_Tn
8.754,1.813,CD8_c3_Tn
8.24,1.487,CD8_c3_Tn
7.941,1.82,CD8_c3_Tn
7.234,1.956,CD8_c3_Tn
7.684,1.709,CD8_c3_Tn
8.093,1.658,CD8_c3_Tn
8.122,1.301,CD8_c3_Tn
7.352,1.579,CD8_c3_Tn
6.062,1.04,CD8_c3_Tn
8.264,1.387,CD8_c3_Tn
8.738,1.838,CD8_c3_Tn
7.493,1.8,CD8_c3_Tn
7.425,1.846,CD8_c3_Tn
7.662,1.46,CD8_c3_Tn
6.779,1.259,CD8_c3_Tn
8.075,1.819,CD8_c3_Tn
7.813,1.883,CD8_c3_Tn
8.519,1.638,CD8_c3_Tn
7.667,1.432,CD8_c3_Tn
8.77,1.536,CD8_c3_Tn
8.456,1.649,CD8_c3_Tn
7.342,1.8,CD8_c3_Tn
6.928,1.403,CD8_c3_Tn
7.53,1.333,CD8_c3_Tn
7.227,2.037,CD8_c3_Tn
7.804,1.823,CD8_c3_Tn
7.716,1.745,CD8_c3_Tn
7.509,1.722,CD8_c3_Tn
7.233,2.374,CD8_c3_Tn
7.656,1.493,CD8_c3_Tn
3.044,1.304,CD8_c0_t-Teff
7.611,1.336,CD8_c3_Tn
7.435,1.941,CD8_c3_Tn
7.422,1.578,CD8_c3_Tn
7.458,1.812,CD8_c3_Tn
7.909,1.819,CD8_c3_Tn
8.653,1.393,CD8_c3_Tn
7.673,1.579,CD8_c3_Tn
7.821,1.904,CD8_c3_Tn
8.409,1.409,CD8_c3_Tn
8.765,1.438,CD8_c3_Tn
6.577,0.888,CD8_c3_Tn
8.136,1.512,CD8_c3_Tn
8.497,1.532,CD8_c3_Tn
8.26,1.749,CD8_c3_Tn
7.952,1.826,CD8_c3_Tn
7.365,2.03,CD8_c3_Tn
7.798,1.751,CD8_c3_Tn
7.2,2.117,CD8_c3_Tn
7.81,1.636,CD8_c3_Tn
8.539,1.656,CD8_c3_Tn
7.493,1.815,CD8_c3_Tn
8.076,1.953,CD8_c3_Tn
8.288,1.732,CD8_c3_Tn
8.045,1.539,CD8_c3_Tn
7.533,2.06,CD8_c3_Tn
8.265,1.712,CD8_c3_Tn
7.357,1.996,CD8_c3_Tn
8.05,1.404,CD8_c3_Tn
8.21,1.329,CD8_c3_Tn
7.424,2.372,CD8_c3_Tn
8.26,1.61,CD8_c3_Tn
8.393,1.89,CD8_c3_Tn
8.699,1.497,CD8_c3_Tn
7.263,2.465,CD8_c3_Tn
8.561,1.611,CD8_c3_Tn
7.554,1.899,CD8_c3_Tn
7.863,1.791,CD8_c3_Tn
8.419,1.978,CD8_c3_Tn
7.771,1.668,CD8_c3_Tn
7.974,1.65,CD8_c3_Tn
7.734,1.698,CD8_c3_Tn
7.917,1.719,CD8_c3_Tn
8.255,1.665,CD8_c3_Tn
8.888,2.011,CD8_c3_Tn
5.855,0.865,CD8_c3_Tn
7.724,2.534,CD8_c3_Tn
7.853,1.659,CD8_c3_Tn
8.952,1.861,CD8_c3_Tn
8.261,1.381,CD8_c3_Tn
8.333,1.476,CD8_c3_Tn
7.384,1.582,CD8_c3_Tn
8.843,1.765,CD8_c3_Tn
7.954,1.428,CD8_c3_Tn
7.34,1.751,CD8_c3_Tn
7.301,1.682,CD8_c3_Tn
7.531,1.899,CD8_c3_Tn
7.678,1.613,CD8_c3_Tn
7.806,1.413,CD8_c3_Tn
9.01,1.449,CD8_c3_Tn
8.062,1.482,CD8_c3_Tn
8.038,1.368,CD8_c3_Tn
8.286,1.743,CD8_c3_Tn
9.125,1.68,CD8_c3_Tn
9.017,1.517,CD8_c3_Tn
7.462,2.149,CD8_c3_Tn
8.498,1.812,CD8_c3_Tn
8.95,1.622,CD8_c3_Tn
8.012,2.309,CD8_c3_Tn
7.605,1.85,CD8_c3_Tn
7.23,2.123,CD8_c3_Tn
7.197,2.413,CD8_c3_Tn
7.768,1.8,CD8_c3_Tn
8.131,1.849,CD8_c3_Tn
8.607,1.438,CD8_c3_Tn
8.269,1.614,CD8_c3_Tn
8.821,1.9,CD8_c3_Tn
7.499,1.914,CD8_c3_Tn
6.388,1.236,CD8_c3_Tn
7.474,1.67,CD8_c3_Tn
8.578,1.612,CD8_c3_Tn
7.334,2.077,CD8_c3_Tn
8.619,1.706,CD8_c3_Tn
8.625,1.685,CD8_c3_Tn
7.732,1.907,CD8_c3_Tn
7.532,2.489,CD8_c3_Tn
8.15,1.981,CD8_c3_Tn
7.478,1.832,CD8_c3_Tn
8.993,1.781,CD8_c3_Tn
5.901,1.127,CD8_c3_Tn
8.456,1.263,CD8_c3_Tn
7.273,2.372,CD8_c3_Tn
7.22,2.2,CD8_c3_Tn
7.588,1.945,CD8_c3_Tn
7.23,2.188,CD8_c3_Tn
8.494,0.959,CD8_c3_Tn
8.213,0.762,CD8_c3_Tn
7.668,1.228,CD8_c3_Tn
5.214,1.247,CD8_c3_Tn
8.34,0.838,CD8_c3_Tn
8.192,1.132,CD8_c3_Tn
8.581,1.056,CD8_c3_Tn
1.806,0.118,CD8_c0_t-Teff
7.728,1.328,CD8_c3_Tn
8.526,1.07,CD8_c3_Tn
8.444,0.889,CD8_c3_Tn
8.317,0.835,CD8_c3_Tn
8.417,0.854,CD8_c3_Tn
8.448,0.94,CD8_c3_Tn
8.464,0.999,CD8_c3_Tn
8.392,1.274,CD8_c3_Tn
8.372,0.971,CD8_c3_Tn
9.049,1.464,CD8_c3_Tn
8.895,1.995,CD8_c3_Tn
8.518,0.872,CD8_c3_Tn
8.478,0.88,CD8_c3_Tn
8.43,0.884,CD8_c3_Tn
8.404,0.884,CD8_c3_Tn
8.536,0.997,CD8_c3_Tn
8.23,0.968,CD8_c3_Tn
8.532,1.059,CD8_c3_Tn
1.823,0.002,CD8_c0_t-Teff
5.49,0.965,CD8_c3_Tn
8.313,1.129,CD8_c3_Tn
8.559,0.974,CD8_c3_Tn
8.441,0.953,CD8_c3_Tn
8.331,0.827,CD8_c3_Tn
8.48,0.881,CD8_c3_Tn
8.343,0.826,CD8_c3_Tn
8.275,0.788,CD8_c3_Tn
8.941,1.262,CD8_c3_Tn
3.977,0.956,CD8_c0_t-Teff
8.659,1.364,CD8_c3_Tn
8.215,0.959,CD8_c3_Tn
8.82,1.502,CD8_c3_Tn
8.285,1.039,CD8_c3_Tn
7.862,1.505,CD8_c3_Tn
7.894,1.922,CD8_c3_Tn
1.966,-0.28,CD8_c0_t-Teff
8.39,0.828,CD8_c3_Tn
8.505,1.449,CD8_c3_Tn
8.58,1.886,CD8_c3_Tn
8.279,0.882,CD8_c3_Tn
8.536,1.347,CD8_c3_Tn
8.439,0.894,CD8_c3_Tn
8.429,1.276,CD8_c3_Tn
4.836,1.051,CD8_c0_t-Teff
8.486,0.912,CD8_c3_Tn
8.486,1.032,CD8_c3_Tn
8.536,0.967,CD8_c3_Tn
1.828,0.066,CD8_c0_t-Teff
8.671,0.975,CD8_c3_Tn
2.07,0.397,CD8_c0_t-Teff
8.534,0.95,CD8_c3_Tn
8.314,0.813,CD8_c3_Tn
7.415,1.085,CD8_c3_Tn
8.935,1.624,CD8_c3_Tn
8.359,0.947,CD8_c3_Tn
8.427,0.888,CD8_c3_Tn
8.306,0.845,CD8_c3_Tn
8.455,0.914,CD8_c3_Tn
6.01,1.375,CD8_c3_Tn
8.41,0.889,CD8_c3_Tn
1.023,-0.112,CD8_c0_t-Teff
8.428,0.952,CD8_c3_Tn
8.958,0.983,CD8_c3_Tn
7.954,1.152,CD8_c3_Tn
8.468,1.02,CD8_c3_Tn
8.566,1.055,CD8_c3_Tn
7.101,1.211,CD8_c3_Tn
8.912,1.666,CD8_c3_Tn
8.545,1.099,CD8_c3_Tn
8.382,1.19,CD8_c3_Tn
8.53,0.915,CD8_c3_Tn
8.365,0.855,CD8_c3_Tn
8.396,0.837,CD8_c3_Tn
8.922,1.526,CD8_c3_Tn
8.358,0.981,CD8_c3_Tn
5.968,0.865,CD8_c3_Tn
8.618,0.966,CD8_c3_Tn
8.749,1.581,CD8_c3_Tn
8.722,1.071,CD8_c3_Tn
8.406,0.932,CD8_c3_Tn
8.279,0.858,CD8_c3_Tn
8.442,0.837,CD8_c3_Tn
8.228,0.849,CD8_c3_Tn
8.405,0.83,CD8_c3_Tn
8.194,0.845,CD8_c3_Tn
8.526,1.033,CD8_c3_Tn
7.886,2.385,CD8_c3_Tn
8.649,1.133,CD8_c3_Tn
8.359,0.901,CD8_c3_Tn
8.611,0.987,CD8_c3_Tn
1.353,0.145,CD8_c0_t-Teff
8.306,1.061,CD8_c3_Tn
8.391,0.846,CD8_c3_Tn
8.924,1.669,CD8_c3_Tn
8.552,0.928,CD8_c3_Tn
8.284,0.865,CD8_c3_Tn
8.889,1.258,CD8_c3_Tn
8.578,0.97,CD8_c3_Tn
6.278,1.1,CD8_c3_Tn
8.54,0.877,CD8_c3_Tn
7.923,0.904,CD8_c3_Tn
8.316,0.864,CD8_c3_Tn
8.494,0.995,CD8_c3_Tn
8.318,0.831,CD8_c3_Tn
8.333,0.842,CD8_c3_Tn
8.354,0.8,CD8_c3_Tn
7.228,1.783,CD8_c3_Tn
6.294,1.241,CD8_c3_Tn
7.165,1.689,CD8_c3_Tn
7.266,1.631,CD8_c3_Tn
3.088,1.489,CD8_c0_t-Teff
7.739,1.601,CD8_c3_Tn
5.619,0.952,CD8_c3_Tn
6.939,1.334,CD8_c3_Tn
7.374,2.13,CD8_c3_Tn
7.277,2.324,CD8_c3_Tn
5.587,0.947,CD8_c3_Tn
7.237,2.308,CD8_c3_Tn
7.198,2.234,CD8_c3_Tn
7.218,2.412,CD8_c3_Tn
7.188,1.735,CD8_c3_Tn
3.274,0.688,CD8_c0_t-Teff
6.98,1.507,CD8_c3_Tn
3.25,0.547,CD8_c0_t-Teff
5.946,0.958,CD8_c3_Tn
7.185,2.056,CD8_c3_Tn
7.211,2.216,CD8_c3_Tn
5.958,0.962,CD8_c3_Tn
4.492,1.095,CD8_c3_Tn
7.228,2.202,CD8_c3_Tn
7.177,1.802,CD8_c3_Tn
7.255,2.331,CD8_c3_Tn
6.099,1.053,CD8_c3_Tn
5.479,1.102,CD8_c3_Tn
5.39,1.117,CD8_c3_Tn
2.484,1.524,CD8_c0_t-Teff
2.906,0.713,CD8_c0_t-Teff
5.305,1.08,CD8_c3_Tn
0.724,-2.229,CD8_c4_Tstr
5.198,0.982,CD8_c3_Tn
7.712,1.486,CD8_c3_Tn
7.151,2.009,CD8_c3_Tn
7.057,2.179,CD8_c3_Tn
1.144,-2.464,CD8_c4_Tstr
1.208,-2.496,CD8_c4_Tstr
0.611,-2.069,CD8_c4_Tstr
7.248,1.754,CD8_c3_Tn
7.368,1.848,CD8_c3_Tn
7.043,1.592,CD8_c3_Tn
7.408,1.779,CD8_c3_Tn
7.226,1.653,CD8_c3_Tn
6.953,1.694,CD8_c3_Tn
7.15,1.659,CD8_c3_Tn
2.3,0.58,CD8_c0_t-Teff
7.223,2.322,CD8_c3_Tn
-0.109,2.559,CD8_c0_t-Teff
6.981,1.475,CD8_c3_Tn
6.688,1.354,CD8_c3_Tn
7.172,2.118,CD8_c3_Tn
6.86,1.083,CD8_c3_Tn
2.273,-0.994,CD8_c0_t-Teff
-0.486,2.889,CD8_c0_t-Teff
-3.311,1.433,CD8_c2_Teff
-4.286,2.688,CD8_c2_Teff
-3.396,3.167,CD8_c2_Teff
-3.667,1.62,CD8_c2_Teff
-3.086,1.309,CD8_c2_Teff
-4.09,1.915,CD8_c2_Teff
-4.084,1.082,CD8_c2_Teff
-3.253,2.07,CD8_c2_Teff
-3.591,1.566,CD8_c2_Teff
-3.094,1.411,CD8_c2_Teff
-3.571,2.303,CD8_c2_Teff
-4.103,1.823,CD8_c2_Teff
-4.269,2.338,CD8_c2_Teff
-3.128,1.978,CD8_c2_Teff
-4.186,1.685,CD8_c2_Teff
-4.185,1.809,CD8_c2_Teff
-3.848,1.724,CD8_c2_Teff
-3.663,1.603,CD8_c2_Teff
-3.816,0.113,CD8_c8_Teff_KLRG1
-4.344,0.658,CD8_c8_Teff_KLRG1
-4.294,1.904,CD8_c2_Teff
-3.363,2.013,CD8_c2_Teff
-3.676,1.733,CD8_c2_Teff
-4.488,2.761,CD8_c2_Teff
-3.941,1.742,CD8_c2_Teff
-3.636,2.559,CD8_c2_Teff
-3.696,1.479,CD8_c2_Teff
-3.904,1.721,CD8_c2_Teff
-4.325,1.747,CD8_c2_Teff
-4.131,0.39,CD8_c8_Teff_KLRG1
-4.054,0.63,CD8_c8_Teff_KLRG1
-3.824,1.936,CD8_c2_Teff
-2.711,1.485,CD8_c10_Teff_CD244
-4.104,2.96,CD8_c2_Teff
-4.082,1.916,CD8_c2_Teff
-3.145,1.371,CD8_c2_Teff
-4.424,2.156,CD8_c2_Teff
-4.462,0.767,CD8_c8_Teff_KLRG1
-4.356,0.713,CD8_c8_Teff_KLRG1
-4.337,2.045,CD8_c2_Teff
-4.114,1.807,CD8_c2_Teff
-4.414,0.692,CD8_c8_Teff_KLRG1
-4.159,2.07,CD8_c2_Teff
-4.328,2.258,CD8_c2_Teff
-4.117,2.677,CD8_c2_Teff
-2.986,0.65,CD8_c2_Teff
-4.345,2.447,CD8_c2_Teff
-3.28,1.427,CD8_c2_Teff
-3.073,2.034,CD8_c2_Teff
-3.877,1.926,CD8_c2_Teff
-4.479,2.394,CD8_c2_Teff
-4.522,2.085,CD8_c2_Teff
-3.988,2.548,CD8_c2_Teff
-1.44,-1.689,CD8_c9_Tsen
-3.353,1.478,CD8_c2_Teff
-4.396,2.693,CD8_c2_Teff
0.099,0.158,CD8_c0_t-Teff
-4.256,2.074,CD8_c2_Teff
-3.24,2.216,CD8_c2_Teff
-3.004,1.41,CD8_c2_Teff
-4.253,0.643,CD8_c8_Teff_KLRG1
-3.99,0.242,CD8_c8_Teff_KLRG1
-4.226,0.529,CD8_c8_Teff_KLRG1
-2.79,0.8,CD8_c7_p-Tex
-3.988,2.24,CD8_c2_Teff
-4.412,2.203,CD8_c2_Teff
-3.233,1.849,CD8_c2_Teff
-2.974,1.335,CD8_c2_Teff
-4.145,2.472,CD8_c2_Teff
-2.515,1.092,CD8_c2_Teff
-4.267,2.435,CD8_c2_Teff
-3.772,1.659,CD8_c2_Teff
-3.907,1.936,CD8_c2_Teff
-4.109,1.76,CD8_c2_Teff
-4.165,0.584,CD8_c2_Teff
-4.217,2.378,CD8_c2_Teff
-4.417,2.365,CD8_c2_Teff
-3.914,2.454,CD8_c2_Teff
-3.404,1.315,CD8_c2_Teff
-4.023,1.665,CD8_c2_Teff
-4.085,1.979,CD8_c2_Teff
-4.169,1.808,CD8_c2_Teff
-3.191,1.281,CD8_c2_Teff
-4.367,0.52,CD8_c8_Teff_KLRG1
-4.301,0.846,CD8_c8_Teff_KLRG1
-4.209,1.884,CD8_c2_Teff
-3.204,1.469,CD8_c2_Teff
-4.125,2.65,CD8_c2_Teff
-3.971,1.773,CD8_c2_Teff
-4.211,1.984,CD8_c2_Teff
-4.605,2.233,CD8_c2_Teff
-4.211,1.926,CD8_c2_Teff
-4.309,0.684,CD8_c8_Teff_KLRG1
-4.219,1.783,CD8_c2_Teff
-4.172,1.8,CD8_c2_Teff
-3.212,2.035,CD8_c0_t-Teff
-4.476,2.686,CD8_c2_Teff
-4.52,0.807,CD8_c8_Teff_KLRG1
-3.388,1.837,CD8_c2_Teff
-4.15,2.902,CD8_c2_Teff
-4.258,1.767,CD8_c2_Teff
-3.52,3.111,CD8_c2_Teff
-3.521,1.763,CD8_c2_Teff
-4.437,0.697,CD8_c8_Teff_KLRG1
-4.396,0.826,CD8_c8_Teff_KLRG1
-3.128,1.788,CD8_c2_Teff
-4.402,2.056,CD8_c2_Teff
-4.384,0.736,CD8_c8_Teff_KLRG1
-4.335,0.613,CD8_c8_Teff_KLRG1
-4.331,2.655,CD8_c2_Teff
-4.406,2.405,CD8_c2_Teff
-3.678,2.324,CD8_c2_Teff
-4.39,0.79,CD8_c8_Teff_KLRG1
-4.441,3.395,CD8_c2_Teff
-2.911,1.816,CD8_c2_Teff
-4.657,1.976,CD8_c2_Teff
-0.651,-5.222,CD8_c5_Tisg
-4.215,0.526,CD8_c8_Teff_KLRG1
-3.814,3.1,CD8_c2_Teff
-4.166,2.63,CD8_c2_Teff
-3.927,2.767,CD8_c2_Teff
-4.249,2.208,CD8_c2_Teff
-4.371,0.639,CD8_c8_Teff_KLRG1
-3.338,2.915,CD8_c2_Teff
-2.633,0.434,CD8_c2_Teff
-3.829,1.638,CD8_c2_Teff
-4.274,2.344,CD8_c2_Teff
-4.654,2.443,CD8_c2_Teff
-4.033,1.714,CD8_c2_Teff
-4.447,2.845,CD8_c2_Teff
-4.418,0.755,CD8_c8_Teff_KLRG1
-4.433,2.333,CD8_c2_Teff
-4.377,2.548,CD8_c2_Teff
-4.03,2.406,CD8_c2_Teff
-4.259,1.818,CD8_c2_Teff
-4.538,2.107,CD8_c2_Teff
