hex_x,hex_y,n_cells,state,state_purity,BCL6,CD69,CXCR6,ENTPD1,GZMB,HAVCR2,ID2,ID3,IL7R,ITGAE,KLF2,LEF1,PDCD1,PRF1,RGS1,RUNX3,S1PR1,SELL,SELPLG,SLAMF6,TCF7,TOX,XCL1,ZEB2
-1.721,1.987,243,CD8_c0_t-Teff,0.963,0.0,0.967,0.31,0.118,1.858,0.405,0.603,0.038,0.089,0.26,0.103,0.022,0.504,1.25,0.646,0.367,0.046,0.18,0.523,0.195,0.073,0.261,0.068,0.132
-0.43,-0.745,89,CD8_c4_Tstr,0.753,0.026,0.834,0.269,0.046,0.227,0.059,0.684,0.055,0.872,0.276,0.2,0.026,0.262,0.451,0.708,0.446,0.023,0.218,0.44,0.233,0.282,0.223,0.054,0.111
0.861,-2.484,383,CD8_c4_Tstr,0.982,0.079,1.321,0.179,0.086,0.484,0.077,1.207,0.189,1.119,0.23,0.733,0.028,0.281,0.385,1.222,0.716,0.085,0.181,0.208,0.209,0.324,0.155,0.377,0.344
0.574,-1.987,147,CD8_c4_Tstr,0.952,0.076,1.721,0.265,0.081,0.856,0.152,1.596,0.241,0.852,0.391,0.933,0.072,0.312,0.545,1.351,0.554,0.06,0.136,0.239,0.196,0.281,0.138,0.401,0.238
-0.143,-1.242,113,CD8_c4_Tstr,0.956,0.011,1.263,0.105,0.07,0.637,0.091,1.075,0.235,0.804,0.285,0.44,0.059,0.212,0.488,0.948,0.379,0.052,0.226,0.295,0.239,0.324,0.205,0.245,0.183
0.574,-2.484,160,CD8_c4_Tstr,0.956,0.074,1.354,0.328,0.083,0.629,0.251,1.268,0.314,0.626,0.293,0.55,0.011,0.393,0.653,1.685,0.762,0.055,0.188,0.191,0.323,0.211,0.304,0.186,0.33
-0.574,-0.994,91,CD8_c4_Tstr,0.934,0.043,0.994,0.263,0.0,0.311,0.095,0.519,0.223,1.015,0.296,0.266,0.071,0.111,0.4,0.658,0.529,0.073,0.344,0.44,0.273,0.19,0.119,0.163,0.163
-0.861,-0.497,157,CD8_c4_Tstr,0.459,0.053,1.047,0.312,0.08,0.342,0.076,0.703,0.091,0.637,0.383,0.389,0.075,0.262,0.678,1.004,0.637,0.126,0.185,0.419,0.274,0.283,0.254,0.145,0.222
0.861,-2.981,152,CD8_c4_Tstr,1.0,0.039,0.749,0.313,0.377,1.234,0.393,0.916,0.399,0.649,0.794,0.178,0.075,0.665,0.467,1.666,0.533,0.029,0.144,0.247,0.151,0.1,0.448,0.357,0.431
0.287,-1.987,80,CD8_c4_Tstr,0.912,0.053,1.401,0.267,0.102,0.507,0.1,1.062,0.19,0.845,0.426,0.827,0.038,0.285,0.409,1.299,0.596,0.122,0.199,0.164,0.38,0.255,0.26,0.218,0.236
1.434,-2.484,159,CD8_c4_Tstr,0.981,0.083,1.805,0.393,0.063,1.198,0.108,1.685,0.185,2.464,0.37,0.561,0.077,0.248,0.553,1.542,1.192,0.052,0.111,0.248,0.07,0.316,0.081,0.612,0.415
-0.287,-0.994,149,CD8_c4_Tstr,0.886,0.056,0.89,0.212,0.035,0.419,0.039,0.624,0.172,0.808,0.378,0.256,0.062,0.233,0.293,0.452,0.382,0.02,0.206,0.379,0.241,0.222,0.14,0.091,0.12
-0.43,-1.242,15,CD8_c4_Tstr,0.933,0.0,1.637,0.0,0.034,0.815,0.251,1.282,0.0,0.59,0.522,0.137,0.0,0.0,0.357,0.531,0.453,0.0,0.383,0.76,0.868,0.0,0.208,0.294,0.284
-1.004,-0.745,12,CD8_c4_Tstr,0.667,0.171,1.31,0.432,0.149,0.379,0.0,0.856,0.175,0.762,0.149,0.486,0.0,0.478,0.419,0.716,0.706,0.117,0.159,0.431,0.418,0.282,0.165,0.0,0.377
0.143,-1.739,60,CD8_c4_Tstr,0.9,0.0,1.802,0.177,0.085,0.512,0.285,1.118,0.373,0.643,0.431,0.586,0.177,0.345,0.609,1.243,0.502,0.159,0.252,0.22,0.33,0.437,0.286,0.251,0.168
-0.717,-0.745,239,CD8_c4_Tstr,0.925,0.057,0.558,0.13,0.059,0.226,0.029,0.485,0.075,0.714,0.299,0.193,0.077,0.191,0.436,0.395,0.565,0.055,0.142,0.322,0.187,0.308,0.12,0.104,0.2
-1.147,-0.497,213,CD8_c11_Teff_SEMA4A,0.911,0.021,1.215,0.642,0.132,0.841,0.374,0.743,0.14,0.436,0.353,0.314,0.022,0.521,0.808,1.237,0.432,0.046,0.182,0.526,0.357,0.21,0.39,0.058,0.222
-0.861,-1.49,39,CD8_c9_Tsen,0.846,0.099,1.035,0.167,0.058,0.4,0.05,0.661,0.085,1.229,0.348,0.306,0.041,0.265,0.783,0.586,0.774,0.289,0.349,0.47,0.265,0.313,0.149,0.348,0.241
-1.434,0.0,68,CD8_c0_t-Teff,0.529,0.05,1.219,0.637,0.215,1.22,0.276,0.912,0.048,0.462,0.801,0.362,0.058,0.402,1.007,1.311,0.626,0.133,0.307,0.716,0.278,0.253,0.326,0.174,0.332
-0.717,0.745,117,CD8_c0_t-Teff,0.957,0.063,1.656,0.268,0.022,0.469,0.088,1.084,0.046,0.605,0.327,0.612,0.062,0.157,0.896,1.218,0.693,0.102,0.418,0.479,0.188,0.373,0.296,0.335,0.472
-1.004,0.248,80,CD8_c0_t-Teff,0.5,0.041,1.878,0.469,0.022,0.53,0.153,1.072,0.026,0.474,0.275,0.439,0.0,0.178,0.969,1.174,0.408,0.096,0.339,0.563,0.348,0.312,0.376,0.43,0.318
-1.004,-0.248,133,CD8_c4_Tstr,0.444,0.062,1.269,0.388,0.079,0.326,0.1,0.615,0.073,0.629,0.326,0.458,0.084,0.384,0.853,0.928,0.664,0.152,0.215,0.516,0.331,0.415,0.345,0.159,0.267
1.004,-3.229,5,CD8_c4_Tstr,1.0,0.0,0.303,1.18,0.593,0.445,0.276,1.156,0.0,2.348,0.204,0.204,0.204,0.183,0.0,2.937,0.579,0.0,0.0,0.0,0.0,0.0,0.593,0.0,0.303
-1.147,0.0,67,CD8_c4_Tstr,0.388,0.011,1.495,0.597,0.026,0.741,0.168,0.94,0.053,0.573,0.343,0.384,0.04,0.391,0.9,1.064,0.486,0.04,0.318,0.69,0.351,0.186,0.373,0.266,0.307
0.287,-1.49,98,CD8_c4_Tstr,0.959,0.074,1.587,0.362,0.085,0.997,0.146,1.574,0.469,1.077,0.47,0.521,0.064,0.248,0.621,1.375,0.537,0.179,0.24,0.426,0.223,0.173,0.257,0.333,0.197
-1.291,1.242,312,CD8_c0_t-Teff,0.856,0.044,1.32,0.578,0.03,0.891,0.131,0.853,0.058,0.571,0.43,0.435,0.068,0.351,1.047,1.157,0.743,0.107,0.221,0.555,0.353,0.288,0.316,0.244,0.352
0.43,-1.242,68,CD8_c4_Tstr,0.882,0.045,1.426,0.528,0.068,1.373,0.054,1.348,0.122,1.351,0.74,0.481,0.095,0.423,0.662,0.805,0.78,0.038,0.166,0.585,0.226,0.255,0.138,0.511,0.188
-1.721,0.497,171,CD8_c7_p-Tex,0.421,0.049,1.307,0.642,0.127,0.967,0.319,0.871,0.075,0.372,0.486,0.431,0.038,0.436,1.131,1.196,0.734,0.074,0.269,0.72,0.307,0.243,0.259,0.139,0.385
3.729,1.49,27,CD8_c0_t-Teff,0.963,0.093,1.569,0.111,0.142,0.236,0.061,0.968,0.205,2.807,0.39,1.165,0.351,0.302,0.236,1.559,0.517,0.625,0.382,0.357,0.0,0.287,0.095,0.074,0.245
1.004,-1.739,23,CD8_c4_Tstr,0.696,0.0,2.879,0.539,0.0,0.939,0.0,2.058,0.0,1.66,0.456,0.632,0.234,0.184,0.367,1.819,0.998,0.0,0.076,0.43,0.153,0.375,0.074,1.049,0.22
1.721,-1.987,6,CD8_c4_Tstr,1.0,0.0,1.462,0.498,0.0,2.76,0.0,0.776,0.0,2.37,1.174,0.544,0.383,0.818,1.364,1.967,1.193,0.218,0.158,0.211,0.0,0.158,0.0,0.411,0.456
1.147,-0.497,24,CD8_c0_t-Teff,0.958,0.192,2.738,0.507,0.147,1.223,0.22,1.974,0.016,0.897,0.38,0.258,0.0,0.351,0.785,1.356,0.462,0.078,0.196,0.352,0.22,0.066,0.457,1.509,0.854
0.574,2.484,132,CD8_c0_t-Teff,0.962,0.097,0.955,0.34,0.012,0.348,0.055,0.601,0.065,1.327,0.309,0.545,0.143,0.217,0.619,1.128,0.844,0.33,0.441,0.623,0.222,0.461,0.14,0.113,0.485
-3.442,2.981,294,CD8_c2_Teff,0.99,0.066,1.474,0.057,0.023,1.902,0.087,1.505,0.011,0.894,0.223,1.069,0.058,0.107,1.385,0.559,0.768,0.212,0.281,0.53,0.129,0.201,0.085,0.072,0.988
1.147,-1.987,55,CD8_c4_Tstr,0.764,0.2,2.523,0.338,0.056,0.831,0.128,1.871,0.138,1.664,0.42,0.868,0.019,0.12,0.429,1.613,0.92,0.08,0.141,0.335,0.176,0.159,0.114,0.783,0.455
-0.861,-1.987,14,CD8_c9_Tsen,1.0,0.0,1.357,0.144,0.078,0.26,0.108,1.836,0.213,1.723,0.859,0.369,0.106,0.374,0.291,1.339,0.451,0.0,0.0,0.426,0.207,0.0,0.0,0.515,0.089
3.586,0.248,325,CD8_c0_t-Teff,0.982,0.068,1.386,0.41,0.053,1.33,0.084,1.457,0.111,2.578,0.436,0.48,0.125,0.207,0.888,1.298,1.005,0.188,0.335,0.562,0.116,0.396,0.048,0.814,0.371
1.578,-2.236,26,CD8_c4_Tstr,0.885,0.0,1.755,0.424,0.0,1.82,0.0,1.719,0.046,2.632,0.28,0.199,0.0,0.321,0.86,1.786,1.031,0.0,0.066,0.169,0.141,0.188,0.045,0.575,0.558
0.861,-1.987,115,CD8_c4_Tstr,0.974,0.09,2.23,0.265,0.08,0.678,0.067,1.702,0.334,1.462,0.258,1.371,0.134,0.246,0.596,1.409,0.661,0.099,0.231,0.255,0.134,0.154,0.189,0.552,0.239
1.434,-1.987,17,CD8_c4_Tstr,0.706,0.073,1.727,0.703,0.12,0.914,0.0,1.605,0.107,2.229,0.157,0.738,0.257,0.298,0.945,1.211,0.813,0.257,0.268,0.346,0.075,0.25,0.0,0.995,0.411
0.574,0.994,231,CD8_c0_t-Teff,1.0,0.048,1.951,0.32,0.059,0.391,0.108,1.258,0.07,0.57,0.229,0.597,0.053,0.344,0.71,1.886,0.963,0.025,0.176,0.351,0.246,0.309,0.378,0.276,0.484
0.43,0.745,216,CD8_c0_t-Teff,0.981,0.07,2.082,0.282,0.07,0.221,0.096,1.399,0.11,0.395,0.271,0.538,0.036,0.221,0.583,1.899,0.813,0.016,0.107,0.192,0.288,0.305,0.327,0.402,0.554
0.574,-0.994,20,CD8_c0_t-Teff,0.8,0.0,2.117,0.875,0.159,1.307,0.164,1.56,0.204,0.994,0.621,0.211,0.0,0.104,1.204,1.477,0.413,0.262,0.195,0.361,0.056,0.301,0.318,0.553,0.228
1.864,-1.739,2,CD8_c4_Tstr,1.0,0.0,1.392,1.664,0.544,3.363,0.697,1.288,0.0,1.392,0.0,0.0,0.0,1.242,2.635,2.087,1.522,0.0,0.0,0.978,0.0,0.0,0.544,0.0,0.0
2.295,0.994,165,CD8_c0_t-Teff,0.988,0.086,1.434,0.163,0.022,0.269,0.052,0.846,0.123,1.277,0.201,0.984,0.154,0.226,0.466,1.18,1.108,0.154,0.228,0.342,0.104,0.397,0.122,0.192,0.68
0.717,3.229,82,CD8_c6_Tcm,0.671,0.095,1.153,0.589,0.071,0.72,0.107,0.654,0.119,1.152,0.543,0.289,0.059,0.356,0.95,1.471,0.778,0.191,0.357,0.966,0.193,0.445,0.29,0.292,0.655
6.024,1.49,15,CD8_c3_Tn,0.933,0.0,1.683,0.0,0.0,0.0,0.0,1.13,0.382,2.574,0.073,1.368,0.817,0.0,0.07,0.96,0.483,0.205,0.681,0.235,0.089,1.26,0.109,0.071,0.0
2.725,0.745,112,CD8_c0_t-Teff,0.955,0.127,1.924,0.152,0.023,0.406,0.105,1.45,0.058,2.015,0.21,1.258,0.373,0.078,0.517,1.187,0.864,0.306,0.499,0.503,0.139,0.702,0.03,0.383,0.326
0.574,-1.49,100,CD8_c4_Tstr,0.92,0.062,2.275,0.288,0.044,0.838,0.068,1.537,0.596,1.244,0.336,0.656,0.125,0.217,0.521,1.207,0.48,0.217,0.237,0.414,0.196,0.163,0.14,0.835,0.155
-1.291,-0.248,94,CD8_c11_Teff_SEMA4A,0.766,0.079,1.27,0.658,0.091,0.865,0.194,0.812,0.1,0.617,0.441,0.483,0.026,0.607,1.177,1.184,0.739,0.143,0.467,0.713,0.309,0.377,0.471,0.166,0.289
0.861,-1.49,31,CD8_c4_Tstr,0.71,0.054,2.728,0.246,0.07,0.89,0.103,1.713,0.154,1.712,0.263,0.984,0.211,0.148,0.667,1.298,0.515,0.147,0.283,0.18,0.257,0.573,0.061,0.791,0.31
1.291,-0.248,112,CD8_c0_t-Teff,0.982,0.151,2.544,0.213,0.077,0.693,0.018,2.079,0.113,1.03,0.322,1.028,0.139,0.199,0.744,1.477,0.979,0.083,0.125,0.382,0.146,0.467,0.129,1.149,0.571
1.147,0.0,221,CD8_c0_t-Teff,0.973,0.109,2.597,0.265,0.045,0.701,0.064,1.769,0.167,0.901,0.335,1.013,0.082,0.193,0.626,1.72,0.995,0.109,0.135,0.412,0.291,0.405,0.293,0.961,0.757
2.295,0.497,107,CD8_c0_t-Teff,0.944,0.145,2.178,0.128,0.068,0.378,0.074,1.581,0.219,2.017,0.217,1.369,0.194,0.1,0.322,1.479,1.138,0.212,0.344,0.426,0.207,0.538,0.095,0.179,0.424
-2.725,1.242,222,CD8_c2_Teff,0.761,0.048,1.31,0.315,0.028,0.49,0.073,0.867,0.019,0.701,0.245,0.719,0.113,0.215,0.968,0.845,0.564,0.326,0.394,0.55,0.274,0.316,0.306,0.213,0.342
0.861,0.0,168,CD8_c0_t-Teff,0.982,0.112,2.442,0.259,0.024,0.642,0.134,1.719,0.186,0.666,0.21,0.82,0.028,0.112,0.794,1.499,0.885,0.106,0.077,0.361,0.192,0.291,0.28,1.155,0.918
0.861,-0.994,15,CD8_c0_t-Teff,0.6,0.125,1.623,0.676,0.0,1.18,0.0,2.054,0.0,1.253,0.414,0.119,0.131,0.153,1.396,0.754,0.205,0.138,0.0,0.407,0.163,0.26,0.0,0.284,0.162
1.434,0.0,231,CD8_c0_t-Teff,0.974,0.146,2.521,0.158,0.035,0.495,0.069,1.846,0.254,0.897,0.239,1.185,0.035,0.171,0.519,1.708,0.983,0.081,0.125,0.297,0.152,0.483,0.191,0.978,0.693
-1.291,0.248,96,CD8_c0_t-Teff,0.594,0.008,1.517,0.598,0.045,1.106,0.344,1.422,0.129,0.465,0.546,0.31,0.046,0.553,1.225,1.431,0.705,0.015,0.137,0.657,0.283,0.206,0.338,0.249,0.395
1.147,-1.49,12,CD8_c0_t-Teff,0.583,0.0,2.71,0.0,0.027,1.168,0.261,2.08,0.191,1.252,0.163,1.007,0.21,0.0,0.712,1.469,0.511,0.0,0.415,0.195,0.276,0.447,0.226,0.685,0.153
-0.287,-1.49,3,CD8_c4_Tstr,1.0,0.0,2.407,0.0,0.227,1.349,1.019,1.272,0.293,0.0,0.404,0.986,0.0,0.872,1.557,1.379,0.0,0.0,0.0,1.216,0.094,0.369,0.0,0.0,0.0
-0.574,-1.49,7,CD8_c9_Tsen,0.429,0.0,0.813,0.275,0.0,0.686,0.0,0.822,0.0,1.099,0.195,0.283,0.0,0.0,0.773,0.615,0.668,0.453,0.0,0.515,0.0,0.959,0.224,0.435,0.528
-3.012,-5.217,94,CD8_c1_Tex,1.0,0.111,1.295,0.914,0.87,2.448,1.236,1.964,0.374,0.558,0.695,0.183,0.0,1.132,1.618,2.718,0.64,0.017,0.126,0.557,0.26,0.144,0.615,0.451,0.57
-0.861,0.0,51,CD8_c0_t-Teff,0.51,0.077,1.631,0.522,0.107,0.403,0.11,1.213,0.137,0.859,0.268,0.403,0.091,0.364,0.778,1.373,0.361,0.049,0.071,0.351,0.249,0.372,0.312,0.441,0.163
1.864,0.745,213,CD8_c0_t-Teff,0.962,0.178,1.816,0.137,0.029,0.25,0.039,1.153,0.108,1.265,0.214,1.092,0.057,0.123,0.357,1.585,1.051,0.129,0.188,0.218,0.125,0.331,0.228,0.173,0.57
2.582,-0.497,176,CD8_c0_t-Teff,0.966,0.113,2.094,0.42,0.036,0.543,0.055,1.582,0.068,1.935,0.471,0.381,0.228,0.255,0.581,1.466,0.745,0.043,0.187,0.456,0.2,0.384,0.156,1.151,0.286
-4.303,-5.962,113,CD8_c1_Tex,0.973,0.094,0.722,1.452,0.919,1.933,0.689,1.693,0.16,1.038,1.166,0.083,0.007,0.59,0.738,2.384,0.59,0.017,0.083,0.473,0.191,0.073,0.515,0.2,0.673
3.012,1.242,108,CD8_c0_t-Teff,0.981,0.062,1.307,0.228,0.013,0.412,0.0,0.944,0.087,2.284,0.275,1.127,0.195,0.207,0.428,1.097,0.948,0.396,0.406,0.544,0.103,0.56,0.051,0.231,0.433
3.155,1.49,144,CD8_c0_t-Teff,0.993,0.125,1.335,0.551,0.011,0.355,0.08,1.021,0.158,2.292,0.316,0.759,0.213,0.274,0.444,1.297,0.967,0.561,0.466,0.508,0.067,0.433,0.047,0.224,0.441
-0.287,-5.962,311,CD8_c5_Tisg,1.0,0.127,1.56,0.336,0.141,0.213,0.09,0.908,0.125,1.727,0.214,0.734,0.28,0.258,0.303,1.639,0.536,0.18,0.656,0.589,0.183,0.48,0.118,0.026,0.085
0.861,1.49,233,CD8_c0_t-Teff,0.996,0.09,1.732,0.278,0.072,0.46,0.076,1.024,0.086,0.561,0.216,0.563,0.029,0.39,0.56,1.932,0.966,0.044,0.173,0.402,0.235,0.374,0.241,0.237,0.567
3.155,-0.994,108,CD8_c0_t-Teff,0.991,0.04,1.89,0.764,0.018,2.79,0.271,1.702,0.057,1.087,0.655,0.503,0.09,0.243,1.237,1.689,0.75,0.057,0.234,0.536,0.238,0.132,0.14,0.18,0.399
3.586,1.739,7,CD8_c0_t-Teff,1.0,0.0,0.997,0.0,0.0,0.0,0.0,0.589,0.0,2.463,0.145,0.766,0.245,0.484,0.0,0.982,0.337,0.931,0.656,0.655,0.197,0.314,0.0,0.0,0.0
-4.446,-5.714,408,CD8_c1_Tex,1.0,0.054,1.061,1.385,1.1,2.64,0.956,1.895,0.38,0.337,1.187,0.036,0.018,0.704,1.108,2.545,0.681,0.019,0.076,0.413,0.193,0.055,0.463,0.173,0.609
-4.016,-5.465,265,CD8_c1_Tex,0.996,0.075,1.042,1.206,0.98,2.383,1.091,1.697,0.226,0.4,1.213,0.053,0.038,0.776,1.39,2.332,0.787,0.008,0.134,0.471,0.227,0.045,0.534,0.217,0.687
3.299,1.242,190,CD8_c0_t-Teff,0.995,0.094,1.168,0.359,0.053,0.394,0.055,1.119,0.23,2.294,0.263,0.699,0.163,0.213,0.327,1.146,0.973,0.389,0.269,0.414,0.052,0.497,0.05,0.152,0.416
3.442,0.994,296,CD8_c0_t-Teff,0.993,0.103,1.156,0.261,0.049,0.777,0.053,1.263,0.234,2.278,0.264,0.556,0.207,0.202,0.566,0.968,1.048,0.283,0.36,0.449,0.073,0.473,0.024,0.251,0.35
-3.299,-6.707,56,CD8_c1_Tex,0.982,0.099,0.821,0.18,0.214,0.973,0.111,0.693,0.353,0.385,0.362,0.112,0.273,0.502,0.465,0.779,0.377,0.045,0.244,0.13,0.058,0.384,0.391,0.517,0.298
4.016,0.497,23,CD8_c0_t-Teff,0.826,0.068,1.893,0.257,0.0,0.564,0.0,1.621,0.0,2.673,0.243,0.934,0.291,0.061,0.907,0.975,0.746,0.295,0.672,0.556,0.0,0.46,0.113,0.061,0.215
3.299,1.739,19,CD8_c0_t-Teff,1.0,0.0,1.097,0.179,0.0,0.0,0.0,0.877,0.09,2.456,0.062,0.558,0.512,0.0,0.31,0.802,0.569,0.745,0.427,0.778,0.063,0.634,0.0,0.0,0.1
-4.159,-5.714,350,CD8_c1_Tex,0.994,0.07,1.006,1.274,1.004,2.421,0.868,1.758,0.263,0.535,1.202,0.06,0.036,0.841,1.081,2.173,0.735,0.005,0.121,0.469,0.223,0.078,0.486,0.241,0.712
2.438,1.242,134,CD8_c0_t-Teff,0.978,0.052,1.235,0.175,0.051,0.442,0.058,1.11,0.073,1.391,0.195,0.906,0.142,0.29,0.317,1.264,0.885,0.185,0.259,0.429,0.121,0.381,0.141,0.141,0.567
-4.733,-5.714,313,CD8_c1_Tex,0.994,0.048,1.012,1.274,0.928,2.531,0.841,1.933,0.227,0.209,0.941,0.039,0.01,0.551,1.14,2.481,0.67,0.021,0.055,0.338,0.17,0.048,0.314,0.13,0.673
-3.442,-6.459,1,CD8_c1_Tex,1.0,0.0,0.763,0.0,0.763,0.0,0.0,2.69,0.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.489,0.0,0.0,0.0,0.0,0.0,0.763
3.012,1.739,67,CD8_c0_t-Teff,1.0,0.13,1.164,0.483,0.08,0.274,0.049,0.956,0.144,2.247,0.4,0.511,0.199,0.3,0.429,1.266,0.714,0.594,0.26,0.66,0.072,0.335,0.059,0.071,0.325
-4.59,-5.465,502,CD8_c1_Tex,1.0,0.049,1.038,1.299,0.981,2.939,1.123,1.941,0.245,0.259,1.137,0.029,0.023,0.704,1.532,2.274,0.705,0.014,0.086,0.463,0.216,0.052,0.406,0.107,0.496
5.163,1.49,5,CD8_c0_t-Teff,0.6,0.0,1.19,0.0,0.0,0.0,0.0,0.587,0.438,2.496,0.243,0.26,1.245,0.0,0.277,1.068,0.646,0.26,1.132,0.537,0.0,0.243,0.0,0.0,0.0
2.438,-0.248,139,CD8_c0_t-Teff,1.0,0.158,2.461,0.434,0.031,0.642,0.114,1.704,0.103,2.056,0.456,0.554,0.171,0.125,0.757,1.503,0.8,0.066,0.099,0.425,0.333,0.399,0.115,1.279,0.345
1.864,0.248,161,CD8_c0_t-Teff,0.925,0.139,2.288,0.221,0.044,0.552,0.09,1.945,0.149,1.35,0.178,1.09,0.149,0.196,0.446,1.926,0.984,0.06,0.141,0.271,0.166,0.422,0.188,0.344,0.529
2.868,1.49,115,CD8_c0_t-Teff,0.983,0.083,1.125,0.281,0.026,0.262,0.078,1.075,0.162,2.192,0.223,1.129,0.15,0.299,0.447,1.247,0.811,0.465,0.441,0.767,0.075,0.683,0.094,0.24,0.489
2.582,0.497,129,CD8_c0_t-Teff,0.899,0.112,2.221,0.164,0.07,0.404,0.068,1.555,0.141,1.964,0.38,1.168,0.279,0.129,0.39,1.303,1.076,0.192,0.436,0.478,0.213,0.62,0.092,0.395,0.304
4.59,1.49,6,CD8_c0_t-Teff,0.667,0.0,0.714,0.0,0.0,0.0,0.0,0.765,0.411,1.638,0.0,1.017,0.453,0.0,0.288,1.272,0.414,0.305,0.788,0.549,0.0,0.541,0.0,0.0,0.0
-4.016,-4.968,210,CD8_c1_Tex,0.99,0.051,0.99,1.286,0.779,2.634,1.324,1.532,0.274,0.204,1.062,0.067,0.021,1.027,1.644,1.945,0.874,0.005,0.066,0.693,0.265,0.073,0.504,0.085,0.575
5.737,1.49,7,CD8_c3_Tn,1.0,0.322,0.892,0.0,0.0,0.0,0.0,0.281,0.0,2.785,0.2,1.056,0.281,0.0,0.0,1.183,0.317,0.725,0.654,0.0,0.372,0.469,0.804,0.0,0.0
-0.574,-0.497,70,CD8_c11_Teff_SEMA4A,0.4,0.144,1.275,0.302,0.044,0.39,0.066,1.068,0.059,0.602,0.394,0.502,0.012,0.419,0.47,1.243,0.515,0.031,0.124,0.355,0.346,0.235,0.441,0.143,0.33
0.287,1.987,229,CD8_c0_t-Teff,0.978,0.075,1.496,0.407,0.036,0.285,0.046,0.646,0.042,0.878,0.215,0.667,0.12,0.364,0.612,1.45,0.657,0.147,0.394,0.464,0.271,0.404,0.323,0.158,0.315
0.287,3.478,173,CD8_c6_Tcm,0.844,0.101,0.727,0.414,0.043,0.394,0.024,0.502,0.061,1.716,0.462,0.22,0.027,0.304,0.75,0.918,0.799,0.345,0.354,0.856,0.203,0.528,0.277,0.189,0.613
7.601,2.236,43,CD8_c3_Tn,1.0,0.041,0.494,0.037,0.0,0.099,0.064,0.475,0.117,1.362,0.134,0.624,0.592,0.072,0.094,0.083,0.158,0.17,0.911,0.222,0.0,0.465,0.072,0.0,0.0
-0.861,2.981,39,CD8_c0_t-Teff,1.0,0.041,0.289,0.294,0.035,0.227,0.0,0.273,0.218,1.642,0.338,0.768,0.183,0.122,0.296,0.381,0.367,0.273,0.417,0.592,0.332,0.591,0.14,0.078,0.25
2.582,1.49,140,CD8_c0_t-Teff,0.993,0.053,1.192,0.191,0.001,0.439,0.02,1.024,0.245,1.52,0.194,0.972,0.096,0.12,0.526,1.156,0.877,0.193,0.263,0.581,0.051,0.509,0.033,0.209,0.494
6.597,2.981,71,CD8_c12_Trm,0.704,0.048,0.745,0.319,0.0,0.216,0.0,0.753,0.0,1.236,0.268,0.062,0.0,0.117,0.26,0.731,0.357,0.0,0.043,0.272,0.185,0.302,0.194,0.035,0.03
9.036,1.739,346,CD8_c3_Tn,1.0,0.029,0.441,0.0,0.004,0.016,0.019,0.674,0.128,1.13,0.124,0.835,0.771,0.006,0.061,0.044,0.156,0.096,1.047,0.148,0.023,0.713,0.007,0.0,0.003
8.892,1.987,245,CD8_c3_Tn,1.0,0.0,0.327,0.0,0.002,0.012,0.006,0.554,0.081,1.082,0.151,0.765,0.646,0.0,0.051,0.022,0.116,0.06,0.959,0.09,0.034,0.603,0.0,0.0,0.013
8.605,1.987,122,CD8_c3_Tn,1.0,0.0,0.291,0.0,0.0,0.0,0.0,0.432,0.05,1.055,0.095,0.617,0.613,0.0,0.075,0.044,0.128,0.044,0.794,0.107,0.042,0.488,0.0,0.0,0.0
8.749,2.236,83,CD8_c3_Tn,1.0,0.0,0.348,0.0,0.0,0.016,0.0,0.464,0.089,0.934,0.178,0.618,0.529,0.023,0.017,0.102,0.035,0.037,1.063,0.017,0.036,0.64,0.0,0.0,0.0
7.745,1.49,181,CD8_c3_Tn,1.0,0.038,1.076,0.006,0.025,0.037,0.014,0.682,0.182,1.871,0.135,1.223,1.037,0.012,0.078,0.173,0.325,0.22,1.328,0.354,0.082,1.106,0.002,0.0,0.027
9.322,1.739,124,CD8_c3_Tn,1.0,0.0,0.395,0.0,0.0,0.012,0.0,0.579,0.08,0.849,0.211,0.739,0.662,0.0,0.066,0.021,0.152,0.0,0.886,0.152,0.047,0.591,0.016,0.011,0.0
1.434,0.497,196,CD8_c0_t-Teff,1.0,0.147,2.044,0.169,0.093,0.377,0.025,1.458,0.169,0.845,0.353,0.928,0.033,0.345,0.431,1.703,0.825,0.068,0.183,0.336,0.221,0.431,0.283,0.364,0.56
7.888,2.733,145,CD8_c3_Tn,1.0,0.0,0.346,0.0,0.0,0.033,0.009,0.439,0.043,0.887,0.087,0.518,0.563,0.0,0.025,0.031,0.113,0.043,0.66,0.076,0.021,0.545,0.0,0.0,0.024
5.593,0.745,13,CD8_c3_Tn,0.923,0.0,1.07,0.0,0.0,0.185,0.0,1.009,0.0,2.109,0.078,1.495,0.458,0.0,0.335,0.162,0.701,0.273,0.746,0.38,0.0,0.885,0.181,0.0,0.078
7.888,2.236,60,CD8_c3_Tn,1.0,0.0,0.262,0.0,0.0,0.021,0.0,0.478,0.097,1.131,0.186,0.879,0.607,0.0,0.0,0.043,0.079,0.071,0.823,0.07,0.026,0.385,0.0,0.0,0.043
8.749,1.739,87,CD8_c3_Tn,1.0,0.0,0.589,0.006,0.001,0.049,0.014,0.496,0.1,1.352,0.248,1.066,1.11,0.005,0.166,0.123,0.255,0.078,1.354,0.269,0.061,0.777,0.017,0.0,0.032
