hex_x,hex_y,n_cells,state,state_purity,BCL6,CD69,CXCR6,ENTPD1,GZMB,HAVCR2,ID2,ID3,IL7R,ITGAE,KLF2,LEF1,PDCD1,PRF1,RGS1,RUNX3,S1PR1,SELL,SELPLG,SLAMF6,TCF7,TOX,XCL1,ZEB2
1.634,2.358,12,CD8.CM,1.0,0.0,0.719,0.115,0.0,0.733,0.0,0.721,0.23,1.117,0.39,0.768,0.0,0.745,0.81,0.102,0.438,0.175,0.0,0.264,0.0,0.537,0.0,0.444,0.476
2.314,1.651,10,CD8.CM,1.0,0.0,0.554,0.0,0.0,0.0,0.0,0.12,0.318,1.564,0.254,0.721,0.0,0.12,0.376,0.253,0.948,0.344,0.0,0.917,0.0,1.279,0.298,0.0,0.502
-3.812,-4.244,10,CD8.TEX,1.0,0.116,0.32,1.199,0.383,2.27,0.173,0.854,0.244,0.644,1.126,0.162,0.0,0.375,1.255,0.803,0.838,0.0,0.334,0.995,0.112,0.119,0.531,0.093,0.0
4.356,3.301,16,CD8.NaiveLike,0.938,0.0,1.095,0.0,0.0,0.0,0.0,0.944,0.579,3.414,0.179,2.347,0.57,0.312,0.107,1.039,0.568,1.074,0.725,0.506,0.582,0.902,0.0,0.055,0.254
-5.037,0.236,12,CD8.TPEX,1.0,0.202,1.698,0.073,0.068,0.768,0.184,0.755,0.87,0.625,0.234,0.495,0.0,0.464,0.749,0.556,0.366,0.11,0.13,0.421,0.073,0.7,0.59,2.879,0.879
-5.309,-0.707,3,CD8.TPEX,1.0,0.0,0.0,0.34,0.0,0.818,0.0,0.504,0.0,0.34,0.0,0.34,0.0,1.742,0.494,1.878,0.34,0.0,0.34,0.0,0.0,1.024,1.218,2.586,0.614
1.634,2.83,22,CD8.CM,1.0,0.04,1.453,0.427,0.0,1.131,0.04,0.789,0.0,2.282,0.474,0.812,0.04,0.249,0.865,1.03,0.864,0.172,0.0,0.641,0.0,0.412,0.119,0.497,0.647
2.451,2.83,10,CD8.CM,1.0,0.0,1.803,0.144,0.193,0.0,0.0,0.692,0.159,2.855,0.2,1.608,0.29,0.394,0.33,0.624,0.977,0.0,0.451,0.273,0.0,0.27,0.18,0.624,0.0
-0.681,-1.651,23,CD8.EM,0.957,0.117,1.356,0.485,0.101,0.999,0.211,0.446,0.098,0.639,0.378,0.368,0.054,0.169,0.784,0.911,0.481,0.041,0.109,1.023,0.332,0.245,0.0,0.131,0.497
0.953,0.707,3,CD8.CM,1.0,0.0,1.357,0.987,0.0,0.0,0.0,0.654,0.738,0.541,0.987,0.0,0.0,0.447,0.0,0.37,0.0,0.0,0.0,0.738,0.0,0.817,0.0,0.0,0.817
-0.408,-1.179,20,CD8.EM,0.95,0.122,1.408,0.331,0.0,0.177,0.0,0.616,0.098,1.469,0.375,0.475,0.126,0.276,0.834,0.666,0.875,0.239,0.4,0.692,0.183,0.114,0.498,0.279,0.292
-0.272,-0.472,15,CD8.EM,0.933,0.0,1.112,0.376,0.084,0.218,0.0,0.347,0.121,0.918,0.372,0.767,0.0,0.687,0.613,1.362,0.486,0.209,0.263,0.69,0.163,0.553,0.204,0.082,0.562
-6.126,-3.537,19,CD8.TEX,0.947,0.058,0.919,1.032,0.866,2.033,0.628,0.635,0.408,0.111,1.254,0.058,0.039,1.395,1.106,1.105,0.608,0.0,0.135,1.038,0.54,0.063,0.617,0.254,0.299
-0.545,-1.886,17,CD8.EM,0.941,0.0,1.142,0.793,0.0,0.798,0.14,0.389,0.094,1.319,0.184,0.723,0.146,0.354,0.799,0.816,0.412,0.29,0.156,0.576,0.169,0.254,0.374,0.133,0.378
-5.582,-3.065,11,CD8.TEX,0.818,0.0,0.272,1.153,0.345,0.85,0.157,1.043,0.305,0.929,0.616,0.211,0.0,1.034,0.784,1.356,0.831,0.111,0.0,0.688,0.0,0.283,0.623,0.38,0.113
-1.089,-1.886,25,CD8.EM,1.0,0.06,1.187,0.311,0.0,0.75,0.0,0.111,0.0,0.461,0.168,0.613,0.0,0.782,0.758,1.585,0.657,0.247,0.389,0.737,0.287,0.512,0.443,0.149,0.401
1.906,0.943,5,CD8.CM,1.0,0.0,1.246,0.0,0.0,0.737,0.0,0.589,0.17,1.065,0.679,1.529,0.0,0.0,0.17,0.0,0.605,0.298,0.946,0.0,0.447,0.654,0.0,0.0,0.824
-0.136,-0.707,21,CD8.EM,0.857,0.117,1.0,0.116,0.0,0.264,0.094,0.69,0.0,1.156,0.069,0.426,0.117,0.22,0.431,0.777,0.473,0.397,0.352,0.788,0.348,0.352,0.42,0.306,0.434
-5.854,-3.065,9,CD8.TEX,1.0,0.0,1.05,1.117,0.19,2.183,0.328,0.26,0.365,0.535,0.655,0.0,0.0,0.813,1.246,0.848,0.304,0.0,0.131,1.027,0.0,0.0,0.413,0.256,0.665
-6.399,-1.179,10,CD8.TPEX,1.0,0.0,1.158,0.309,1.14,0.279,0.156,1.502,0.373,1.514,1.016,0.0,0.195,0.109,0.39,1.249,0.135,0.0,0.0,0.077,0.081,0.94,0.451,2.627,0.683
-3.54,8.017,39,CD8.MAIT,1.0,0.0,2.439,1.145,0.318,0.054,0.0,1.212,0.0,3.471,1.106,0.756,0.024,0.774,0.505,1.923,0.671,0.0,0.065,0.633,0.215,0.063,0.501,0.182,0.53
0.0,0.0,7,CD8.CM,0.571,0.0,1.685,0.266,0.191,0.188,0.0,0.123,0.143,2.07,0.311,0.167,0.0,0.0,0.699,0.801,0.883,0.143,0.751,0.358,0.191,0.593,0.27,0.143,1.083
-0.681,-1.179,21,CD8.EM,0.952,0.099,1.321,0.323,0.0,0.548,0.083,0.611,0.0,0.6,0.229,0.396,0.0,0.28,0.616,1.109,0.888,0.132,0.059,0.861,0.23,0.203,0.081,0.307,0.398
-5.99,-1.415,17,CD8.TPEX,1.0,0.0,0.669,0.181,1.052,0.063,0.168,0.656,0.222,2.097,1.206,0.0,0.047,0.43,0.466,1.573,0.472,0.132,0.58,0.487,0.168,0.878,0.375,1.306,0.349
1.225,0.236,5,CD8.CM,1.0,0.0,1.475,0.517,0.0,0.336,0.0,0.748,0.0,2.53,0.0,1.809,0.0,0.291,0.285,1.488,0.278,0.989,0.48,1.285,0.285,0.426,0.195,0.0,0.232
-7.215,-2.594,3,CD8.TEX,0.667,0.0,0.798,0.818,0.366,1.983,0.0,1.567,0.0,1.035,1.288,0.0,0.0,1.487,0.432,1.531,0.282,0.0,0.0,0.0,0.366,0.664,0.748,0.669,1.396
-5.446,-0.943,2,CD8.CM,0.5,0.0,1.753,0.72,0.0,0.0,0.0,1.233,0.0,1.315,2.236,0.0,0.0,0.0,0.0,1.233,0.0,0.0,0.0,0.0,0.0,0.72,0.0,1.557,0.0
2.042,1.179,3,CD8.EM,0.667,0.0,0.943,0.0,0.0,0.536,0.0,0.854,0.731,0.765,0.0,0.0,0.0,0.0,0.0,0.536,0.536,0.765,0.0,0.0,0.0,1.461,0.536,1.014,1.102
5.309,3.537,10,CD8.NaiveLike,0.8,0.0,0.556,0.0,0.084,0.104,0.0,0.428,0.258,2.471,0.189,0.955,0.331,0.166,0.21,1.238,0.807,0.556,0.668,0.541,0.0,0.622,0.187,0.118,0.664
-6.399,-3.065,19,CD8.TEX,1.0,0.06,0.722,1.037,1.09,1.738,0.798,0.606,0.209,0.349,1.108,0.317,0.0,0.752,1.316,0.965,0.708,0.0,0.0,0.988,0.27,0.062,0.723,0.424,0.191
-7.079,-2.83,15,CD8.TEX,0.867,0.131,1.002,0.504,0.877,1.998,0.289,1.17,0.071,0.977,1.58,0.0,0.0,0.745,1.238,1.779,1.011,0.0,0.074,0.592,0.154,0.099,0.82,0.515,0.838
-6.262,-0.943,15,CD8.TPEX,1.0,0.217,0.59,0.296,0.556,0.084,0.0,0.643,0.381,1.198,0.908,0.076,0.0,0.33,0.563,0.858,0.328,0.0,0.084,0.451,0.0,1.2,1.041,2.139,0.45
-6.807,-2.83,29,CD8.TEX,0.897,0.097,0.702,0.961,1.018,1.648,0.581,0.962,0.657,0.587,1.286,0.109,0.0,0.791,1.119,1.686,0.607,0.031,0.102,0.426,0.16,0.088,0.467,0.431,0.684
-0.545,-0.472,17,CD8.EM,0.882,0.0,1.343,0.267,0.0,0.328,0.0,0.296,0.318,0.475,0.084,0.831,0.0,0.535,0.685,1.463,0.77,0.225,0.38,0.343,0.215,0.142,0.474,1.005,0.973
1.498,1.651,18,CD8.CM,1.0,0.15,0.667,0.451,0.0,0.845,0.091,0.203,0.073,0.873,0.834,0.184,0.0,0.343,0.164,0.521,0.518,0.0,0.059,0.395,0.077,0.572,0.182,0.385,0.698
4.493,2.594,4,CD8.CM,0.75,0.0,1.352,0.0,0.0,0.0,0.0,0.332,0.0,2.102,0.362,0.837,0.0,0.332,0.0,0.882,1.214,0.0,0.0,0.47,0.0,0.972,0.0,0.362,0.332
4.629,3.773,19,CD8.NaiveLike,0.947,0.097,0.797,0.297,0.0,0.0,0.0,0.583,0.267,2.994,0.133,1.435,0.515,0.044,0.203,0.946,0.805,1.075,1.149,0.605,0.115,0.842,0.0,0.0,0.062
1.77,2.122,9,CD8.CM,1.0,0.0,0.601,0.0,0.0,0.405,0.0,0.575,0.603,0.513,0.402,0.387,0.0,0.373,0.368,0.373,0.313,0.0,0.0,0.598,0.0,1.144,0.0,0.599,0.326
2.587,2.122,7,CD8.CM,1.0,0.165,1.668,0.302,0.0,0.0,0.0,0.288,0.0,1.778,0.165,1.031,0.0,0.376,0.0,0.811,0.635,0.154,0.435,0.392,0.0,0.873,0.24,0.0,1.042
-5.173,-4.244,20,CD8.TEX,1.0,0.0,1.417,0.83,0.505,2.519,0.653,1.124,0.088,0.287,1.143,0.054,0.054,0.865,1.35,1.233,0.846,0.113,0.303,0.837,0.168,0.168,0.408,0.079,0.0
3.676,2.594,4,CD8.CM,0.75,0.0,0.956,0.0,0.0,0.0,0.0,0.801,0.36,2.785,0.0,1.674,0.0,0.672,0.0,0.938,0.305,0.36,1.754,0.312,0.0,1.252,0.0,0.0,0.806
0.817,0.0,8,CD8.CM,0.875,0.313,0.759,0.291,0.0,0.105,0.0,0.176,0.711,1.461,0.189,0.605,0.173,0.234,0.528,0.77,1.228,0.611,0.37,0.0,0.423,1.065,0.234,0.0,0.605
5.446,3.301,16,CD8.NaiveLike,0.625,0.071,1.089,0.059,0.09,0.193,0.0,0.677,0.488,2.416,0.542,0.989,0.331,0.287,0.059,1.17,0.777,0.673,1.266,0.812,0.223,0.893,0.335,0.234,0.162
-1.361,-2.358,21,CD8.EM,1.0,0.0,1.255,0.568,0.0,0.508,0.298,0.285,0.141,0.183,0.562,0.168,0.0,0.489,0.96,1.128,0.367,0.313,0.196,0.919,0.213,0.265,0.501,0.114,0.192
-6.262,-1.415,8,CD8.TPEX,1.0,0.0,1.216,0.0,0.171,0.469,0.098,1.014,0.531,1.431,1.007,0.121,0.0,0.263,0.519,1.46,0.94,0.0,0.363,0.098,0.408,0.73,0.503,1.675,0.098
-4.356,-0.943,1,CD8.EM,1.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,1.776,1.24,0.0,0.0,0.0,0.0,1.24,0.0,0.0,1.24,0.0,1.776,0.0,2.124,0.0
1.361,2.83,18,CD8.CM,1.0,0.0,1.147,0.56,0.161,1.043,0.083,0.854,0.0,2.064,0.768,0.748,0.083,0.555,0.456,0.81,0.638,0.179,0.215,0.476,0.104,0.548,0.042,0.087,0.765
2.042,2.122,13,CD8.CM,1.0,0.164,0.576,0.124,0.0,0.0,0.0,0.4,0.302,0.847,0.955,0.961,0.106,0.821,0.298,0.14,0.591,0.0,0.092,0.349,0.0,0.921,0.231,0.208,0.584
2.042,2.594,11,CD8.CM,1.0,0.0,1.237,0.0,0.0,0.0,0.0,0.565,0.103,2.203,0.285,1.43,0.0,0.569,0.0,0.787,1.287,0.137,0.0,0.479,0.103,0.827,0.0,0.76,1.016
6.671,4.48,23,CD8.NaiveLike,0.913,0.0,0.542,0.038,0.17,0.114,0.058,0.165,0.2,2.369,0.405,0.981,0.898,0.154,0.214,0.275,0.456,0.43,1.337,0.386,0.0,1.262,0.0,0.0,0.0
-1.225,-0.707,21,CD8.EM,1.0,0.072,1.595,0.713,0.0,0.458,0.042,0.45,0.104,0.657,0.073,0.133,0.0,0.781,0.695,1.726,0.676,0.072,0.188,0.82,0.231,0.264,0.362,0.084,0.533
1.77,2.594,21,CD8.CM,1.0,0.092,1.168,0.099,0.05,0.787,0.0,0.298,0.289,1.851,0.37,0.473,0.05,0.316,0.798,0.652,0.863,0.333,0.14,0.667,0.086,0.158,0.099,0.0,1.128
-4.084,-2.83,7,CD8.TEX,1.0,0.185,0.791,0.718,0.0,2.477,1.058,0.251,0.0,0.0,0.652,0.735,0.0,1.75,2.24,0.61,1.118,0.0,0.0,0.595,0.0,0.0,0.47,0.0,0.355
3.948,2.594,3,CD8.CM,1.0,0.0,1.069,0.405,0.0,0.417,0.0,0.0,0.405,2.47,0.792,0.583,0.405,0.0,0.375,0.0,0.792,0.971,0.405,0.799,0.0,0.964,0.0,0.0,0.0
-5.309,-1.179,9,CD8.TPEX,1.0,0.248,0.75,0.663,0.767,0.0,0.0,0.598,0.329,1.645,0.814,0.0,0.0,0.428,0.275,1.32,1.012,0.0,0.108,0.835,0.108,0.825,0.575,1.565,0.467
-5.582,-3.537,25,CD8.TEX,1.0,0.0,0.641,1.351,0.693,2.134,0.741,0.639,0.462,0.243,1.271,0.0,0.047,1.576,2.078,0.952,0.712,0.036,0.0,0.825,0.159,0.036,0.558,0.0,0.1
1.906,1.415,2,CD8.CM,1.0,0.0,0.638,0.804,0.0,0.0,0.0,0.0,0.0,2.182,0.804,1.317,0.0,0.0,0.0,0.0,0.804,0.0,0.804,1.098,0.0,0.91,0.0,0.0,1.442
-6.399,-0.707,17,CD8.TPEX,0.941,0.066,0.528,0.171,0.49,0.337,0.0,1.071,0.291,1.45,0.981,0.105,0.0,0.655,0.413,1.233,0.35,0.0,0.169,0.209,0.0,1.263,0.25,2.17,0.723
6.126,3.537,16,CD8.NaiveLike,0.875,0.0,0.649,0.0,0.187,0.196,0.143,0.359,0.181,2.23,0.721,0.274,0.142,0.25,0.316,0.919,0.329,0.721,0.887,0.628,0.0,0.669,0.0,0.266,0.278
-5.718,0.0,11,CD8.TPEX,1.0,0.0,1.288,0.322,0.194,0.66,0.0,0.513,0.671,0.678,0.697,0.107,0.0,0.666,0.668,0.774,0.497,0.0,0.102,0.156,0.0,0.83,0.802,2.415,0.302
-5.446,-2.83,2,CD8.TEX,1.0,0.0,0.0,0.0,0.0,1.089,0.0,0.0,1.26,0.0,0.796,0.0,0.0,0.0,0.796,1.26,1.089,0.0,0.0,0.0,0.0,0.0,1.089,0.0,0.796
-0.681,-0.236,12,CD8.EM,1.0,0.288,0.903,0.64,0.0,0.095,0.0,0.557,0.0,0.731,0.689,0.475,0.0,0.592,0.289,1.006,0.99,0.0,0.0,0.687,0.209,0.461,0.08,0.489,0.552
-2.859,-1.651,3,CD8.EM,0.667,0.441,1.328,0.589,0.0,1.069,0.0,0.915,0.411,1.262,1.687,0.364,0.0,0.775,0.791,1.605,1.498,0.0,0.0,0.0,0.805,0.624,1.811,0.0,0.0
-1.906,-2.358,13,CD8.EM,0.923,0.0,1.153,0.934,0.22,1.314,0.663,0.544,0.0,0.699,0.651,0.322,0.092,0.448,1.389,1.162,1.057,0.0,0.226,0.742,0.171,0.134,0.468,0.094,0.101
-7.352,-2.83,6,CD8.TEX,1.0,0.137,1.494,1.145,1.145,2.641,0.639,1.501,0.316,0.689,1.588,0.0,0.0,0.785,1.728,2.05,1.19,0.0,0.0,0.314,0.137,0.0,0.478,0.599,0.684
-6.126,-4.009,24,CD8.TEX,1.0,0.118,0.735,1.327,0.411,2.541,1.225,0.863,0.395,0.399,1.057,0.146,0.088,1.149,1.672,1.355,0.802,0.0,0.246,0.841,0.097,0.083,0.562,0.0,0.591
1.634,1.886,14,CD8.CM,1.0,0.0,0.915,0.198,0.0,0.971,0.085,0.196,0.249,0.858,0.468,0.46,0.0,0.2,0.368,0.463,1.179,0.173,0.0,0.714,0.103,0.427,0.242,0.094,0.239
1.498,1.179,5,CD8.CM,1.0,0.0,0.505,0.447,0.266,0.266,0.0,0.0,0.0,1.48,0.376,0.985,0.0,0.645,0.341,0.717,0.506,0.405,0.0,0.53,0.0,0.341,0.717,0.341,0.638
-6.126,-1.179,15,CD8.TPEX,1.0,0.079,0.886,0.282,0.707,0.608,0.072,0.605,0.425,1.259,0.814,0.05,0.186,0.638,0.477,0.902,0.416,0.0,0.195,0.221,0.26,0.758,0.734,1.456,0.582
-0.953,-0.707,20,CD8.EM,0.95,0.065,1.397,0.349,0.089,0.24,0.0,0.644,0.263,0.398,0.393,0.21,0.065,0.196,0.615,1.428,0.575,0.062,0.062,0.46,0.184,0.346,0.484,0.249,0.39
-5.309,-3.537,26,CD8.TEX,1.0,0.0,0.532,1.194,0.87,2.06,0.702,0.483,0.39,0.229,1.239,0.06,0.0,1.163,1.765,0.655,0.67,0.0,0.085,0.808,0.27,0.046,0.67,0.083,0.199
2.995,2.358,3,CD8.CM,1.0,0.0,1.246,0.0,0.0,0.0,0.0,0.0,0.556,1.421,0.44,0.44,0.0,0.423,0.0,0.297,0.423,0.604,0.0,0.9,0.0,1.279,0.0,0.0,0.874
-4.22,-3.537,11,CD8.TEX,0.909,0.0,0.569,1.53,0.503,2.275,0.6,0.817,0.0,0.193,1.025,0.25,0.113,0.574,1.57,0.955,0.333,0.0,0.151,1.055,0.193,0.218,0.289,0.0,0.104
-4.493,-4.48,14,CD8.TEX,1.0,0.0,0.618,0.747,0.734,2.526,0.404,0.494,0.35,0.641,1.276,0.183,0.0,0.457,1.35,0.949,1.033,0.0,0.145,0.799,0.261,0.0,0.149,0.078,0.191
2.859,1.651,3,CD8.CM,0.667,0.388,1.448,0.0,0.0,0.366,0.0,0.0,0.0,0.366,0.754,0.0,0.0,0.0,0.0,1.228,0.366,0.563,0.0,1.278,0.0,0.912,1.472,0.366,0.0
-2.995,-2.83,2,CD8.EM,1.0,0.0,0.0,0.808,0.0,0.0,0.0,0.0,0.0,0.0,0.552,0.0,0.0,2.057,0.808,0.0,0.552,0.0,0.0,0.552,0.0,0.0,0.0,0.552,0.808
4.493,3.537,15,CD8.NaiveLike,0.933,0.289,0.797,0.0,0.0,0.0,0.0,0.601,0.206,2.597,0.309,1.994,0.75,0.0,0.212,0.826,0.557,0.828,1.521,0.587,0.197,0.6,0.0,0.0,0.289
-0.817,-1.415,18,CD8.EM,1.0,0.0,0.844,0.861,0.07,0.325,0.0,0.383,0.0,0.348,0.59,0.235,0.0,0.506,0.978,0.886,0.458,0.328,0.0,0.648,0.216,0.284,0.161,0.066,0.445
1.089,3.773,34,CD8.CM,1.0,0.039,1.449,0.921,0.029,1.818,0.0,0.731,0.132,2.218,0.442,0.513,0.182,0.489,0.966,1.315,0.905,0.25,0.128,0.448,0.0,0.292,0.074,1.045,0.332
-5.854,-0.236,10,CD8.TPEX,1.0,0.0,0.417,0.0,0.0,0.0,0.143,0.788,0.721,0.582,1.11,0.493,0.166,0.502,0.538,0.203,0.925,0.0,0.164,0.728,0.072,0.746,0.704,2.836,0.072
1.361,0.943,6,CD8.CM,0.833,0.0,0.787,0.643,0.0,1.037,0.0,0.427,0.79,2.058,0.0,0.319,0.386,0.636,0.267,0.216,0.403,0.178,0.262,1.087,0.0,0.69,0.27,0.141,1.147
-4.22,-4.009,11,CD8.TEX,1.0,0.0,0.197,1.167,0.777,2.016,0.34,1.489,0.417,0.688,1.372,0.374,0.0,0.29,1.007,0.635,0.837,0.0,0.348,1.546,0.297,0.081,0.477,0.1,0.38
-2.042,-2.122,11,CD8.EM,0.818,0.103,1.084,1.13,0.135,1.854,0.266,1.018,0.0,0.0,1.119,0.0,0.0,0.77,1.065,1.225,0.903,0.0,0.103,0.793,0.197,0.0,0.428,0.0,0.417
-0.272,-2.83,12,CD8.EM,1.0,0.0,0.54,0.634,0.0,0.767,0.181,0.459,0.0,0.165,0.953,0.393,0.0,0.097,0.493,0.769,0.435,0.0,0.0,0.646,0.297,0.314,0.524,0.154,0.135
4.765,3.065,9,CD8.NaiveLike,0.667,0.239,0.892,0.0,0.0,0.123,0.217,0.557,0.137,2.819,0.196,2.084,0.564,0.155,0.18,0.564,1.005,0.301,0.702,0.694,0.229,0.46,0.137,0.0,0.424
-5.99,-4.244,25,CD8.TEX,1.0,0.075,0.728,1.025,0.688,1.842,0.751,1.171,0.421,0.221,1.024,0.0,0.057,0.602,1.486,1.425,0.789,0.0,0.0,0.528,0.121,0.074,0.322,0.321,0.775
-6.671,-1.651,7,CD8.TPEX,1.0,0.163,0.763,0.563,0.356,0.645,0.137,0.473,0.163,0.751,0.933,0.118,0.0,0.848,0.579,0.521,0.418,0.0,0.118,0.585,0.315,0.837,0.967,1.746,0.118
-0.953,-1.651,19,CD8.EM,1.0,0.072,1.376,0.516,0.0,0.342,0.113,0.706,0.0,0.27,0.3,0.49,0.0,0.726,1.127,1.19,0.929,0.176,0.222,1.087,0.211,0.194,0.188,0.165,0.214
-5.446,-0.472,3,CD8.TPEX,1.0,0.0,1.33,0.0,0.0,0.0,0.0,0.322,0.0,0.322,1.07,0.322,0.847,0.0,0.322,0.847,0.483,0.0,0.0,0.0,0.0,0.891,1.33,1.001,0.483
-5.718,-0.943,2,CD8.TPEX,1.0,0.0,1.368,0.0,0.467,0.0,0.0,0.467,0.0,2.302,0.0,0.0,0.0,0.467,0.0,0.956,0.679,0.0,0.467,0.467,0.0,0.679,1.383,2.736,0.0
-4.765,-4.009,11,CD8.TEX,1.0,0.0,1.123,1.77,0.633,2.414,0.289,0.996,0.116,0.647,0.998,0.43,0.0,0.738,1.349,1.11,0.718,0.067,0.102,1.197,0.221,0.0,0.387,0.0,0.097
-6.262,-3.773,26,CD8.TEX,1.0,0.0,0.845,0.974,0.803,2.374,0.959,0.854,0.191,0.509,0.997,0.094,0.0,0.681,1.807,1.489,0.347,0.0,0.111,0.573,0.262,0.034,0.567,0.102,0.472
-5.99,-0.943,5,CD8.TPEX,1.0,0.0,0.37,0.377,0.195,0.0,0.0,0.42,0.0,0.205,0.812,0.0,0.0,0.411,0.0,0.686,0.616,0.0,0.0,0.205,0.0,1.795,0.46,1.749,0.0
-1.634,-1.886,20,CD8.EM,1.0,0.131,1.779,0.732,0.102,1.531,0.337,0.605,0.058,0.325,0.476,0.449,0.164,0.581,1.307,1.223,0.689,0.05,0.077,0.812,0.222,0.058,0.114,0.173,0.33
-6.399,-2.594,9,CD8.TEX,0.889,0.0,0.367,0.687,1.026,0.41,0.471,0.433,0.0,1.281,0.686,0.095,0.0,0.731,0.726,1.941,0.533,0.0,0.432,0.638,0.23,0.541,0.804,0.798,0.278
-4.629,-2.83,3,CD8.TEX,0.667,0.0,0.823,0.669,0.0,1.489,0.0,0.32,0.0,0.619,0.344,0.344,0.0,0.32,1.078,0.857,0.32,0.344,0.0,0.32,0.0,0.344,0.0,0.344,0.0
-0.408,-0.236,15,CD8.EM,0.933,0.0,1.014,0.667,0.103,0.338,0.0,0.337,0.192,0.608,0.428,0.648,0.0,0.374,0.783,1.393,0.806,0.098,0.0,1.033,0.0,0.317,0.358,0.358,0.558
-0.408,-0.707,27,CD8.EM,0.963,0.074,1.119,0.13,0.042,0.132,0.1,0.294,0.072,1.403,0.301,0.675,0.044,0.2,0.543,1.215,0.57,0.253,0.254,0.581,0.261,0.184,0.127,0.15,0.404
6.671,4.952,21,CD8.NaiveLike,1.0,0.0,0.435,0.134,0.05,0.0,0.0,0.242,0.236,2.448,0.444,0.613,0.74,0.106,0.079,0.06,0.519,0.633,1.508,0.557,0.131,1.379,0.0,0.13,0.085
2.859,2.594,7,CD8.CM,1.0,0.0,0.299,0.0,0.0,0.0,0.0,0.217,0.217,2.667,0.555,0.861,0.338,0.296,0.203,0.351,1.27,0.419,0.213,0.271,0.0,0.658,0.0,0.389,0.69
1.77,3.065,31,CD8.CM,1.0,0.0,2.187,0.39,0.0,0.804,0.0,0.846,0.082,2.388,0.35,0.905,0.143,0.135,0.74,1.038,0.915,0.212,0.034,0.39,0.026,0.035,0.089,0.396,0.361
-3.676,-3.537,5,CD8.TEX,0.8,0.0,1.174,1.653,0.242,2.046,0.857,0.663,0.0,1.209,1.492,0.65,0.0,1.17,1.644,1.139,0.474,0.0,1.046,1.063,0.576,0.229,0.853,0.229,0.472
6.262,4.716,21,CD8.NaiveLike,1.0,0.0,0.629,0.048,0.09,0.067,0.052,0.112,0.228,2.893,0.514,0.883,0.315,0.09,0.243,0.267,0.21,0.901,1.113,0.525,0.14,0.977,0.0,0.203,0.058
1.906,2.83,20,CD8.CM,1.0,0.0,1.758,0.285,0.077,0.87,0.0,0.816,0.098,2.239,0.391,0.926,0.0,0.419,0.566,0.827,0.809,0.057,0.0,0.464,0.27,0.333,0.126,0.39,0.441
-5.037,-1.179,5,CD8.TPEX,1.0,0.0,0.65,0.652,0.474,0.0,0.0,0.0,0.0,1.472,0.561,0.0,0.0,0.79,0.0,1.157,0.229,0.0,0.0,0.495,0.0,1.621,0.0,1.356,0.245
-0.817,-0.472,20,CD8.EM,1.0,0.155,1.692,0.513,0.0,0.278,0.084,0.695,0.309,1.123,0.247,1.005,0.0,0.383,0.916,1.439,0.813,0.062,0.062,0.346,0.183,0.362,0.409,0.261,0.833
0.953,3.537,29,CD8.CM,1.0,0.051,0.976,0.383,0.059,1.539,0.0,0.92,0.049,2.828,0.64,0.408,0.088,0.501,0.713,1.128,1.041,0.328,0.045,0.529,0.088,0.134,0.0,1.023,0.927
7.215,3.537,25,CD8.NaiveLike,1.0,0.13,1.497,0.091,0.0,0.0,0.108,0.448,0.042,2.585,0.217,1.541,0.688,0.0,0.084,0.374,0.421,0.67,1.755,0.373,0.126,0.886,0.0,0.165,0.121
-5.037,-3.537,15,CD8.TEX,1.0,0.05,0.598,1.083,0.761,1.695,0.697,0.434,0.311,0.548,0.691,0.173,0.0,1.148,2.074,0.758,0.724,0.0,0.321,0.781,0.28,0.24,0.656,0.05,0.403
-6.943,-2.122,10,CD8.TPEX,0.6,0.0,0.971,1.057,0.604,1.91,0.088,1.373,0.166,0.563,1.347,0.085,0.0,0.877,1.039,1.323,0.759,0.11,0.0,0.594,0.091,0.339,0.322,1.33,0.689
1.225,4.009,26,CD8.CM,1.0,0.0,0.871,0.616,0.114,1.328,0.056,0.781,0.24,2.785,0.611,0.321,0.255,0.309,0.995,0.596,0.865,0.192,0.297,0.719,0.088,0.328,0.157,0.691,0.112
-6.399,-4.009,17,CD8.TEX,1.0,0.0,1.319,0.937,0.932,1.781,0.513,1.458,0.207,0.431,0.666,0.074,0.0,0.735,1.159,1.81,0.695,0.0,0.065,0.716,0.0,0.065,0.394,0.297,0.54
-5.99,0.0,14,CD8.TPEX,1.0,0.086,1.357,0.242,0.171,1.214,0.229,1.054,0.62,0.636,0.42,0.23,0.094,0.452,0.911,0.963,0.539,0.0,0.0,0.0,0.094,0.564,0.288,2.727,0.473
4.22,3.537,17,CD8.NaiveLike,0.882,0.125,1.336,0.0,0.055,0.0,0.076,0.668,0.173,2.941,0.175,1.817,0.463,0.171,0.131,1.275,0.394,0.715,1.48,0.541,0.071,1.038,0.172,0.0,0.264
1.498,4.009,26,CD8.CM,1.0,0.053,1.525,0.362,0.0,0.993,0.0,1.14,0.09,2.506,0.541,0.675,0.127,0.326,1.213,1.02,0.959,0.108,0.178,0.621,0.028,0.3,0.0,0.968,0.285
5.582,4.009,22,CD8.NaiveLike,0.864,0.0,0.768,0.116,0.034,0.0,0.0,0.197,0.332,2.504,0.21,1.27,0.579,0.139,0.371,0.833,0.365,0.774,1.336,0.774,0.266,0.929,0.08,0.152,0.113
