hex_x,hex_y,n_cells,state,state_purity,BCL6,CD69,CXCR6,ENTPD1,GZMB,HAVCR2,ID2,ID3,IL7R,ITGAE,KLF2,LEF1,PDCD1,PRF1,RGS1,RUNX3,S1PR1,SELL,SELPLG,SLAMF6,TCF7,TOX,XCL1,ZEB2
9.477,8.69,246,Cycling T,0.939,0.033,1.344,0.524,0.395,2.253,0.629,1.121,0.658,0.155,0.651,0.276,0.047,0.738,1.31,1.675,0.579,0.043,0.147,0.54,0.147,0.047,0.498,0.393,0.389
10.173,11.345,100,Cycling T,1.0,0.131,1.184,0.474,0.704,1.372,0.621,1.07,0.298,0.441,0.492,0.255,0.033,0.493,1.662,1.034,0.762,0.071,0.183,1.059,0.557,0.056,0.8,0.329,0.823
4.041,4.586,471,Early Tcm/Tem,0.51,0.059,1.401,0.09,0.017,0.491,0.034,0.909,0.066,1.645,0.226,1.06,0.216,0.103,0.565,0.488,0.572,0.391,0.345,0.5,0.162,0.416,0.141,0.295,0.351
3.345,9.655,3,ZNF683+ Teff,1.0,0.0,1.581,0.0,0.0,2.229,0.316,0.982,0.0,0.734,0.38,0.714,0.0,0.0,1.9,0.0,0.38,0.971,1.116,0.418,0.0,0.0,0.0,0.38,0.0
0.697,9.414,27,GNLY+ Temra,1.0,0.031,0.601,0.034,0.0,2.4,0.044,0.66,0.0,0.243,0.214,1.46,0.0,0.0,2.164,0.11,0.396,0.396,0.289,0.974,0.258,0.084,0.335,0.098,0.595
3.484,2.172,644,Tcm,0.624,0.045,1.611,0.015,0.016,0.022,0.018,0.682,0.169,2.456,0.165,1.829,0.708,0.041,0.138,0.477,0.426,0.609,0.974,0.482,0.103,0.762,0.03,0.059,0.039
3.205,4.103,622,Early Tcm/Tem,0.868,0.038,1.17,0.053,0.027,0.669,0.039,1.199,0.018,1.969,0.178,1.313,0.319,0.052,0.79,0.247,0.467,0.464,0.547,0.76,0.257,0.493,0.146,0.49,0.177
5.853,11.104,671,ZNF683+ Teff,1.0,0.013,1.237,0.9,0.125,1.525,0.676,1.464,0.002,0.238,0.198,0.037,0.088,0.007,1.683,0.021,0.293,0.25,0.42,1.412,0.155,0.046,0.067,1.131,0.078
5.296,11.586,165,ZNF683+ Teff,1.0,0.01,0.996,0.555,0.075,1.528,0.394,1.355,0.0,0.424,0.169,0.106,0.208,0.0,1.677,0.0,0.245,0.594,1.089,1.597,0.137,0.056,0.057,0.673,0.05
11.428,9.655,446,Cycling T,1.0,0.019,1.076,0.244,0.306,1.204,0.551,0.984,0.511,0.098,0.594,0.401,0.043,0.572,0.993,1.389,0.67,0.101,0.229,0.54,0.202,0.069,0.67,0.31,0.373
10.591,9.172,440,Cycling T,1.0,0.034,0.852,0.195,0.297,1.359,0.357,0.671,0.45,0.216,0.615,0.417,0.155,0.403,0.967,0.892,0.556,0.11,0.306,0.481,0.134,0.099,0.426,0.435,0.364
9.895,8.931,294,Cycling T,0.993,0.024,1.211,0.449,0.359,2.02,0.544,0.977,0.571,0.149,0.666,0.357,0.083,0.71,1.257,1.504,0.553,0.047,0.184,0.503,0.153,0.034,0.432,0.404,0.445
4.599,11.345,274,ZNF683+ Teff,1.0,0.014,0.949,0.45,0.074,1.655,0.471,1.349,0.0,0.432,0.129,0.094,0.199,0.0,1.725,0.006,0.25,0.535,1.102,1.594,0.157,0.062,0.03,0.637,0.044
8.78,8.931,154,Cycling T,0.526,0.013,1.174,0.648,0.619,2.548,0.485,1.16,0.269,0.218,0.899,0.249,0.057,0.527,1.5,1.441,0.694,0.04,0.167,0.611,0.117,0.027,0.328,0.277,0.521
10.591,10.621,635,Cycling T,1.0,0.026,1.316,0.15,0.381,1.472,0.335,1.475,0.074,0.452,0.542,1.182,0.092,0.088,1.195,0.322,0.615,0.363,0.237,0.892,0.145,0.066,0.212,0.222,0.217
8.362,8.207,452,ITGAE+ Tex,0.896,0.018,1.274,0.802,0.782,2.765,0.803,1.286,0.522,0.167,1.078,0.064,0.047,0.82,1.6,1.906,0.685,0.019,0.098,0.577,0.156,0.047,0.478,0.337,0.558
10.173,9.414,453,Cycling T,1.0,0.04,1.046,0.394,0.449,1.902,0.473,0.914,0.518,0.314,0.65,0.401,0.11,0.518,0.968,1.173,0.624,0.115,0.303,0.55,0.13,0.064,0.322,0.323,0.373
10.591,11.104,315,Cycling T,1.0,0.044,0.961,0.267,0.425,1.54,0.397,1.456,0.113,0.505,0.564,1.009,0.064,0.163,1.42,0.384,0.626,0.437,0.307,0.893,0.254,0.065,0.301,0.324,0.299
4.738,7.724,391,ITGAE+ Trm,0.529,0.062,2.352,0.631,0.384,1.04,0.307,1.221,0.334,0.503,0.909,0.37,0.065,0.153,1.56,1.528,0.729,0.141,0.291,0.919,0.442,0.144,0.52,0.309,0.481
3.484,2.655,647,ITGAE+ Trm,0.6,0.057,1.437,0.028,0.008,0.063,0.021,0.644,0.207,2.537,0.179,1.572,0.528,0.055,0.199,0.476,0.406,0.722,0.813,0.583,0.126,0.648,0.042,0.104,0.064
7.665,7.483,611,ITGAE+ Tex,0.867,0.055,1.601,1.102,0.688,2.17,0.589,1.321,0.234,0.356,0.986,0.144,0.102,0.597,1.379,1.83,0.77,0.027,0.176,0.751,0.207,0.076,0.287,0.32,0.565
7.804,11.104,1,XBP1+ Tex,1.0,0.0,1.278,0.0,0.0,2.952,1.278,1.586,0.0,0.0,0.0,1.586,0.0,0.831,3.079,1.586,0.0,0.0,0.0,1.586,0.0,0.0,0.0,1.586,0.0
9.477,6.759,442,GZMK+ Tex,0.706,0.033,1.359,0.688,0.403,2.168,0.99,0.983,0.342,0.137,0.587,0.253,0.017,0.815,1.681,1.81,0.746,0.023,0.153,0.544,0.24,0.042,0.726,0.33,0.355
10.034,10.621,171,Cycling T,1.0,0.011,1.126,0.154,0.316,1.813,0.329,1.119,0.082,0.611,0.455,0.99,0.226,0.087,1.443,0.347,0.756,0.283,0.597,0.884,0.164,0.248,0.224,0.252,0.339
3.066,10.138,6,ZNF683+ Teff,1.0,0.0,1.527,0.578,0.0,0.78,0.0,1.251,0.0,0.267,0.0,0.323,0.0,0.0,1.582,0.0,0.0,0.485,0.716,1.837,0.0,0.0,0.0,0.227,0.0
8.362,10.621,21,Cycling T,0.952,0.0,0.499,0.291,0.0,0.687,0.362,1.337,0.0,0.548,0.304,0.212,0.171,0.0,1.179,0.0,0.501,0.469,0.762,1.713,0.18,0.147,0.0,0.943,0.0
10.173,7.0,386,GZMK+ Tex,0.917,0.018,1.003,0.628,0.569,1.288,1.067,1.29,0.469,0.091,0.459,0.185,0.05,0.953,1.556,1.538,0.58,0.053,0.095,0.437,0.312,0.067,0.864,0.403,0.216
9.337,8.448,220,Cycling T,0.614,0.011,1.047,0.518,0.356,2.074,0.553,1.041,0.572,0.218,0.596,0.267,0.065,0.648,1.43,1.411,0.579,0.069,0.218,0.535,0.197,0.064,0.375,0.457,0.305
11.706,10.621,536,Cycling T,1.0,0.033,1.478,0.27,0.223,1.036,0.373,1.123,0.326,0.238,0.669,0.339,0.264,0.245,0.935,0.9,0.538,0.171,0.366,0.779,0.133,0.175,0.254,0.45,0.159
0.557,9.172,235,GNLY+ Temra,1.0,0.014,0.703,0.006,0.006,2.382,0.08,0.98,0.005,0.163,0.19,1.624,0.087,0.075,2.077,0.036,0.598,0.455,0.232,1.108,0.303,0.038,0.191,0.095,0.782
9.755,11.104,63,Cycling T,1.0,0.095,1.486,0.363,0.588,1.444,0.762,0.837,0.217,0.169,0.403,0.455,0.099,0.498,1.622,0.978,0.912,0.214,0.515,0.829,0.472,0.111,0.93,0.406,1.238
10.313,9.172,373,Cycling T,1.0,0.017,1.019,0.316,0.321,1.68,0.454,0.856,0.537,0.228,0.582,0.364,0.138,0.534,1.006,1.107,0.61,0.098,0.367,0.507,0.171,0.078,0.384,0.426,0.346
0.418,5.069,693,CMC1+ Temra,0.951,0.03,0.914,0.015,0.01,1.795,0.059,0.954,0.019,0.695,0.143,1.697,0.12,0.037,1.773,0.086,0.502,0.257,0.361,0.633,0.303,0.226,0.248,0.05,1.08
9.477,7.241,422,ITGAE+ Tex,0.635,0.037,1.279,0.714,0.473,2.422,0.965,1.241,0.791,0.104,0.524,0.328,0.038,0.971,1.592,2.082,0.566,0.03,0.105,0.428,0.209,0.043,0.53,0.526,0.405
3.763,10.862,492,ZNF683+ Teff,1.0,0.006,1.081,0.34,0.039,1.491,0.486,1.395,0.0,0.518,0.238,0.135,0.153,0.0,1.702,0.0,0.284,0.489,1.027,1.645,0.103,0.039,0.024,0.604,0.02
2.648,4.586,445,CMC1+ Temra,0.528,0.044,1.199,0.052,0.011,0.798,0.031,0.771,0.022,1.569,0.208,1.538,0.293,0.086,0.999,0.207,0.488,0.357,0.575,0.609,0.277,0.621,0.212,0.098,0.606
4.041,10.862,718,ZNF683+ Teff,1.0,0.002,1.137,0.413,0.04,1.522,0.42,1.44,0.0,0.503,0.167,0.136,0.139,0.002,1.69,0.006,0.246,0.411,0.964,1.569,0.09,0.039,0.035,0.751,0.027
9.616,10.862,81,Cycling T,0.988,0.012,0.768,0.354,0.294,1.451,0.23,1.235,0.05,0.674,0.356,0.592,0.228,0.19,1.791,0.354,0.696,0.313,0.815,1.141,0.363,0.248,0.274,0.494,0.618
4.46,4.828,641,ITGAE+ Trm,0.632,0.06,1.365,0.254,0.038,0.576,0.047,0.953,0.137,2.034,0.263,0.789,0.167,0.184,0.651,0.73,0.714,0.393,0.358,0.51,0.151,0.409,0.103,0.39,0.355
3.484,10.862,203,ZNF683+ Teff,1.0,0.004,0.955,0.219,0.016,1.375,0.453,1.347,0.0,0.576,0.188,0.207,0.206,0.0,1.64,0.0,0.25,0.513,1.171,1.639,0.106,0.089,0.0,0.582,0.019
7.804,6.759,639,ITGAE+ Tex,0.571,0.088,1.25,0.641,0.47,1.679,0.411,0.943,0.228,0.785,0.796,0.3,0.093,0.542,1.145,1.468,0.735,0.055,0.32,0.875,0.177,0.232,0.312,0.428,0.528
-0.279,-0.483,965,Tn,1.0,0.011,0.614,0.0,0.004,0.017,0.021,0.455,0.095,2.105,0.212,1.525,1.652,0.004,0.097,0.042,0.212,0.513,1.771,0.66,0.115,1.688,0.045,0.0,0.005
1.115,-0.966,769,Tn,0.999,0.008,1.064,0.0,0.003,0.003,0.014,0.511,0.085,1.984,0.173,1.74,1.359,0.003,0.058,0.075,0.233,0.426,1.611,0.541,0.115,1.55,0.021,0.0,0.007
4.599,1.207,729,Tcm,0.797,0.032,1.201,0.042,0.013,0.015,0.017,0.556,0.095,2.785,0.242,1.532,0.636,0.022,0.242,0.155,0.32,0.52,0.801,0.71,0.165,1.088,0.043,0.078,0.04
0.557,-0.966,947,Tn,1.0,0.009,0.773,0.0,0.003,0.006,0.013,0.51,0.069,2.06,0.161,1.653,1.385,0.001,0.09,0.033,0.218,0.477,1.662,0.602,0.092,1.607,0.016,0.0,0.007
0.976,-1.69,393,Tn,1.0,0.017,0.994,0.0,0.003,0.003,0.011,0.547,0.074,1.953,0.154,1.326,1.273,0.0,0.094,0.045,0.227,0.348,1.526,0.605,0.065,1.422,0.014,0.0,0.0
9.198,10.621,64,Cycling T,1.0,0.022,0.68,0.43,0.225,1.174,0.244,1.068,0.021,0.592,0.403,0.571,0.175,0.132,1.336,0.182,0.483,0.301,0.545,1.221,0.236,0.104,0.093,0.635,0.19
0.418,-1.207,949,Tn,1.0,0.011,0.771,0.0,0.004,0.006,0.016,0.493,0.061,2.119,0.179,1.563,1.407,0.002,0.08,0.035,0.208,0.399,1.655,0.597,0.103,1.581,0.021,0.0,0.004
3.902,1.448,1031,Tcm,0.902,0.018,1.443,0.021,0.022,0.014,0.009,0.578,0.079,2.298,0.205,1.786,0.704,0.056,0.132,0.266,0.323,0.573,0.975,0.671,0.115,0.908,0.049,0.027,0.04
7.944,5.069,734,CREM+ Trm,0.395,0.049,1.65,0.453,0.048,1.113,0.088,0.643,0.091,0.338,0.404,0.582,0.068,0.39,1.023,1.35,0.821,0.128,0.189,0.801,0.23,0.168,0.386,0.18,0.444
0.697,-1.207,828,Tn,1.0,0.007,0.942,0.0,0.003,0.009,0.012,0.532,0.062,1.958,0.179,1.587,1.409,0.0,0.071,0.05,0.218,0.448,1.582,0.547,0.111,1.568,0.015,0.0,0.001
4.599,4.103,867,ITGAE+ Trm,0.796,0.082,1.518,0.133,0.025,0.232,0.021,0.824,0.181,2.174,0.263,1.039,0.194,0.122,0.383,0.702,0.698,0.406,0.418,0.466,0.108,0.438,0.064,0.206,0.273
8.083,3.379,786,ITGB2+ Trm,0.569,0.057,2.113,0.244,0.008,0.192,0.012,0.624,0.104,0.948,0.263,1.164,0.086,0.247,0.688,1.176,0.547,0.183,0.353,0.602,0.313,0.394,0.311,0.21,0.413
5.017,0.966,696,Tcm,0.605,0.028,1.152,0.07,0.006,0.03,0.011,0.522,0.08,2.954,0.25,1.415,0.571,0.049,0.32,0.138,0.308,0.552,0.791,0.812,0.189,1.116,0.041,0.091,0.063
-0.418,-1.69,707,Tn,1.0,0.006,0.509,0.0,0.003,0.007,0.015,0.434,0.072,2.389,0.185,1.394,1.501,0.004,0.075,0.011,0.216,0.46,1.694,0.665,0.104,1.726,0.005,0.0,0.004
6.411,2.414,837,GZMK+ Tem,0.738,0.041,1.446,0.131,0.009,0.105,0.014,0.593,0.036,1.971,0.193,1.479,0.258,0.099,0.688,0.326,0.487,0.506,0.712,0.59,0.361,0.698,0.161,0.121,0.372
5.714,-2.172,704,MAIT,1.0,0.045,1.556,0.455,0.01,0.037,0.008,1.235,0.006,3.298,0.219,1.325,0.046,0.076,1.613,0.049,0.414,0.563,0.237,0.763,0.276,0.895,0.092,0.005,0.101
5.017,1.448,641,Tcm,0.498,0.028,1.409,0.08,0.008,0.053,0.018,0.694,0.078,2.731,0.233,1.479,0.545,0.064,0.359,0.237,0.355,0.525,0.785,0.724,0.182,1.055,0.037,0.121,0.054
-0.836,5.793,320,CMC1+ Temra,0.712,0.037,0.806,0.017,0.005,2.715,0.151,1.053,0.008,0.325,0.214,1.504,0.041,0.045,2.69,0.049,0.815,0.388,0.366,1.128,0.404,0.198,0.348,0.089,1.193
-0.279,0.966,367,Tn,0.995,0.017,0.766,0.0,0.01,0.013,0.038,0.439,0.125,2.158,0.188,1.372,1.507,0.0,0.09,0.085,0.22,0.63,1.647,0.646,0.092,1.476,0.038,0.013,0.0
3.484,5.069,610,CMC1+ Temra,0.57,0.05,1.014,0.066,0.005,0.568,0.017,0.682,0.033,0.806,0.213,1.08,0.144,0.079,0.749,0.251,0.48,0.349,0.312,0.527,0.209,0.408,0.192,0.147,0.546
5.853,-2.414,576,MAIT,1.0,0.045,1.584,0.489,0.01,0.036,0.009,1.314,0.013,3.393,0.218,1.499,0.028,0.047,1.84,0.051,0.423,0.637,0.169,0.882,0.312,1.017,0.121,0.004,0.123
6.132,1.448,614,GZMK+ Tem,0.897,0.037,1.428,0.107,0.014,0.054,0.004,0.529,0.072,2.719,0.254,1.404,0.506,0.107,0.494,0.369,0.388,0.541,0.95,0.674,0.264,1.012,0.106,0.113,0.107
4.181,1.931,877,Tcm,0.748,0.041,1.525,0.022,0.015,0.033,0.019,0.654,0.07,2.404,0.221,1.81,0.62,0.043,0.204,0.334,0.394,0.525,0.807,0.658,0.136,0.923,0.064,0.069,0.039
0.836,-0.483,784,Tn,1.0,0.008,0.906,0.001,0.004,0.01,0.025,0.451,0.128,1.98,0.173,1.816,1.39,0.003,0.067,0.079,0.183,0.554,1.61,0.552,0.1,1.618,0.04,0.004,0.008
0.836,-1.448,649,Tn,1.0,0.008,0.896,0.0,0.0,0.005,0.008,0.51,0.077,1.957,0.133,1.428,1.334,0.0,0.075,0.048,0.209,0.345,1.585,0.605,0.1,1.498,0.018,0.0,0.003
1.672,-1.931,175,Tn,1.0,0.006,1.319,0.0,0.0,0.0,0.013,0.55,0.065,1.563,0.196,1.393,1.129,0.007,0.088,0.078,0.192,0.313,1.379,0.674,0.122,1.301,0.006,0.0,0.009
7.804,2.414,841,GZMK+ Tem,0.895,0.051,1.459,0.202,0.01,0.081,0.009,0.411,0.041,1.38,0.254,1.331,0.136,0.197,0.673,0.597,0.488,0.429,0.604,0.672,0.444,0.732,0.284,0.061,0.394
-0.139,8.931,594,GNLY+ Temra,1.0,0.007,0.582,0.005,0.002,2.461,0.033,0.97,0.005,0.204,0.138,1.572,0.067,0.043,2.304,0.048,0.612,0.518,0.194,1.099,0.313,0.064,0.166,0.111,0.909
3.205,3.621,932,Early Tcm/Tem,0.948,0.032,1.101,0.089,0.032,0.456,0.026,1.247,0.027,2.432,0.169,1.145,0.311,0.046,0.742,0.234,0.418,0.468,0.523,0.868,0.293,0.5,0.143,0.634,0.126
6.271,4.586,738,ITGAE+ Trm,0.405,0.08,1.909,0.214,0.04,0.439,0.019,0.814,0.123,1.633,0.301,0.887,0.116,0.189,0.482,1.027,0.687,0.311,0.336,0.624,0.156,0.368,0.143,0.444,0.584
6.55,2.172,791,GZMK+ Tem,0.812,0.026,1.422,0.119,0.007,0.107,0.008,0.593,0.066,2.129,0.2,1.389,0.277,0.103,0.672,0.388,0.471,0.514,0.707,0.596,0.361,0.784,0.161,0.154,0.329
0.139,1.207,245,Tn,0.988,0.049,0.958,0.0,0.004,0.019,0.009,0.364,0.119,2.267,0.164,1.371,1.405,0.0,0.077,0.137,0.283,0.744,1.407,0.653,0.122,1.362,0.027,0.011,0.023
-0.139,-1.207,1097,Tn,1.0,0.008,0.557,0.0,0.002,0.01,0.009,0.452,0.072,2.237,0.165,1.61,1.582,0.0,0.088,0.016,0.202,0.471,1.762,0.667,0.113,1.713,0.018,0.0,0.011
5.714,-1.207,629,MAIT,1.0,0.048,1.904,0.344,0.002,0.13,0.014,1.196,0.028,2.898,0.281,1.237,0.108,0.068,1.352,0.16,0.462,0.368,0.235,0.732,0.195,0.609,0.079,0.017,0.118
6.132,1.931,668,GZMK+ Tem,0.722,0.037,1.653,0.13,0.011,0.064,0.017,0.707,0.065,2.586,0.245,1.439,0.399,0.097,0.552,0.486,0.443,0.488,0.709,0.647,0.248,0.827,0.137,0.141,0.218
-2.23,0.483,570,Tn,1.0,0.017,0.412,0.0,0.005,0.012,0.027,0.525,0.079,2.503,0.187,1.69,2.091,0.0,0.125,0.014,0.236,0.626,1.951,0.856,0.137,2.186,0.079,0.004,0.007
-0.836,1.448,77,Tn,0.987,0.013,1.152,0.0,0.01,0.056,0.045,0.35,0.104,2.208,0.092,1.369,1.694,0.026,0.16,0.103,0.293,0.601,1.643,0.558,0.093,1.637,0.101,0.026,0.075
2.787,4.828,567,CMC1+ Temra,0.679,0.032,1.115,0.057,0.003,0.656,0.008,0.69,0.022,1.147,0.192,1.231,0.154,0.07,0.958,0.161,0.461,0.329,0.38,0.583,0.266,0.405,0.209,0.096,0.702
1.394,-1.448,658,Tn,1.0,0.007,1.162,0.0,0.003,0.0,0.014,0.558,0.096,1.81,0.18,1.444,1.301,0.0,0.076,0.071,0.245,0.37,1.56,0.605,0.109,1.507,0.019,0.002,0.002
1.812,5.552,897,CMC1+ Temra,0.948,0.036,1.102,0.028,0.008,1.275,0.026,0.777,0.033,0.614,0.147,1.56,0.076,0.049,1.411,0.132,0.574,0.32,0.273,0.625,0.306,0.322,0.299,0.087,1.085
3.066,2.897,952,ITGAE+ Trm,0.752,0.049,1.172,0.018,0.013,0.046,0.02,0.654,0.298,2.802,0.115,1.312,0.7,0.072,0.185,0.78,0.514,0.818,1.068,0.488,0.11,0.447,0.055,0.08,0.032
0.836,-0.966,831,Tn,0.996,0.005,0.943,0.002,0.004,0.005,0.013,0.459,0.088,1.993,0.17,1.712,1.361,0.004,0.073,0.074,0.21,0.412,1.561,0.591,0.125,1.621,0.024,0.0,0.003
3.763,1.69,1001,Tcm,0.864,0.027,1.652,0.018,0.021,0.024,0.018,0.655,0.108,2.391,0.193,1.806,0.687,0.033,0.114,0.335,0.338,0.514,0.927,0.61,0.14,0.929,0.038,0.023,0.034
0.279,-0.483,1036,Tn,0.999,0.01,0.659,0.005,0.002,0.018,0.015,0.452,0.097,2.069,0.195,1.57,1.463,0.0,0.054,0.057,0.208,0.502,1.745,0.631,0.125,1.666,0.021,0.0,0.01
3.484,0.241,773,Tcm,0.982,0.009,0.845,0.008,0.015,0.013,0.013,0.421,0.167,2.71,0.173,1.23,0.901,0.011,0.088,0.109,0.215,0.813,1.57,0.834,0.148,1.019,0.017,0.0,0.01
-0.418,8.931,556,GNLY+ Temra,1.0,0.014,0.512,0.003,0.002,2.65,0.053,1.013,0.004,0.197,0.146,1.629,0.067,0.052,2.502,0.034,0.638,0.585,0.18,1.079,0.317,0.048,0.194,0.119,1.024
4.32,2.655,753,ITGAE+ Trm,0.371,0.031,1.631,0.052,0.036,0.101,0.031,0.791,0.068,2.321,0.262,1.528,0.419,0.083,0.321,0.421,0.466,0.456,0.567,0.621,0.167,0.747,0.075,0.178,0.111
1.951,-1.448,672,Tn,1.0,0.004,1.44,0.0,0.004,0.003,0.01,0.595,0.141,1.722,0.191,1.501,1.141,0.005,0.105,0.116,0.207,0.352,1.552,0.608,0.076,1.342,0.022,0.0,0.002
5.435,0.724,613,GZMK+ Tem,0.612,0.03,0.933,0.054,0.006,0.02,0.009,0.432,0.089,3.025,0.201,1.289,0.597,0.057,0.378,0.095,0.337,0.653,0.963,0.755,0.237,1.126,0.047,0.066,0.069
0.557,-1.448,656,Tn,1.0,0.006,0.857,0.0,0.002,0.004,0.019,0.524,0.082,2.119,0.166,1.461,1.406,0.0,0.063,0.032,0.187,0.392,1.615,0.56,0.103,1.57,0.02,0.0,0.003
5.574,2.414,608,GZMK+ Tem,0.365,0.034,1.767,0.151,0.007,0.106,0.01,0.774,0.046,2.465,0.265,1.433,0.373,0.106,0.51,0.608,0.51,0.401,0.649,0.648,0.263,0.676,0.112,0.098,0.203
-0.279,-1.448,1020,Tn,1.0,0.007,0.565,0.0,0.0,0.003,0.017,0.408,0.07,2.327,0.194,1.485,1.565,0.002,0.081,0.01,0.179,0.456,1.747,0.619,0.104,1.752,0.014,0.0,0.003
5.156,0.724,612,Tcm,0.57,0.03,0.978,0.084,0.004,0.03,0.016,0.478,0.075,3.059,0.284,1.319,0.571,0.031,0.334,0.137,0.306,0.651,0.794,0.757,0.208,1.139,0.035,0.07,0.059
6.132,-2.414,373,MAIT,1.0,0.083,1.7,0.471,0.006,0.023,0.02,1.258,0.012,3.449,0.183,1.595,0.045,0.033,1.763,0.029,0.5,0.603,0.239,0.782,0.365,1.094,0.114,0.0,0.121
5.296,1.931,625,GZMK+ Tem,0.426,0.015,1.652,0.091,0.011,0.069,0.021,0.687,0.036,2.612,0.252,1.669,0.492,0.1,0.442,0.362,0.425,0.529,0.826,0.712,0.262,0.909,0.085,0.119,0.111
8.501,4.586,590,ITGB2+ Trm,0.492,0.05,1.934,0.421,0.052,0.717,0.079,0.694,0.081,0.319,0.377,0.588,0.072,0.42,0.961,1.458,0.681,0.086,0.301,0.739,0.357,0.228,0.503,0.239,0.383
0.418,7.0,862,CMC1+ Temra,0.633,0.028,0.731,0.007,0.011,2.207,0.094,0.938,0.002,0.406,0.218,1.768,0.063,0.064,2.159,0.073,0.669,0.327,0.252,0.769,0.327,0.135,0.306,0.057,1.239
4.041,0.724,747,Tcm,0.969,0.016,0.906,0.038,0.019,0.014,0.009,0.369,0.094,2.614,0.214,1.356,0.666,0.024,0.152,0.102,0.223,0.624,0.904,0.752,0.17,0.937,0.033,0.031,0.012
-0.418,7.483,848,GNLY+ Temra,0.983,0.019,0.727,0.02,0.005,2.244,0.05,1.001,0.007,0.716,0.204,1.588,0.116,0.062,2.16,0.066,0.623,0.539,0.311,1.002,0.426,0.128,0.254,0.074,1.215
0.0,0.966,360,Tn,1.0,0.009,0.829,0.0,0.0,0.013,0.033,0.383,0.131,2.245,0.144,1.376,1.338,0.0,0.081,0.094,0.231,0.718,1.488,0.596,0.108,1.458,0.05,0.004,0.015
-1.533,-0.724,934,Tn,1.0,0.009,0.431,0.0,0.007,0.015,0.019,0.482,0.097,2.084,0.187,1.657,1.781,0.002,0.131,0.018,0.224,0.546,1.761,0.669,0.147,1.971,0.052,0.001,0.003
0.139,-0.241,842,Tn,1.0,0.008,0.618,0.004,0.0,0.012,0.018,0.446,0.107,2.052,0.188,1.548,1.489,0.001,0.095,0.06,0.184,0.539,1.719,0.67,0.105,1.641,0.036,0.0,0.012
2.23,3.379,327,Early Tcm/Tem,0.706,0.04,1.598,0.042,0.004,0.223,0.032,0.711,0.145,2.251,0.204,1.832,1.184,0.028,0.485,0.211,0.409,0.53,1.141,0.691,0.208,1.353,0.095,0.294,0.216
3.484,1.69,1241,Tcm,0.853,0.029,1.758,0.017,0.014,0.017,0.015,0.705,0.143,2.442,0.168,1.938,0.733,0.02,0.089,0.386,0.379,0.535,1.159,0.571,0.111,0.91,0.027,0.022,0.029
6.829,2.172,831,GZMK+ Tem,0.874,0.032,1.333,0.101,0.008,0.076,0.012,0.511,0.023,2.005,0.201,1.355,0.247,0.133,0.718,0.395,0.473,0.511,0.717,0.652,0.374,0.756,0.174,0.125,0.359
5.993,2.172,714,GZMK+ Tem,0.622,0.047,1.617,0.134,0.013,0.113,0.002,0.687,0.074,2.451,0.252,1.529,0.378,0.107,0.579,0.56,0.44,0.526,0.746,0.685,0.299,0.855,0.13,0.119,0.233
0.976,-0.724,880,Tn,0.999,0.011,1.04,0.0,0.003,0.009,0.025,0.468,0.089,2.019,0.19,1.751,1.427,0.001,0.069,0.071,0.183,0.485,1.692,0.529,0.084,1.607,0.021,0.0,0.008
-1.254,-0.241,806,Tn,0.999,0.015,0.502,0.001,0.004,0.01,0.025,0.522,0.076,2.193,0.174,1.685,1.863,0.007,0.103,0.057,0.254,0.535,1.874,0.719,0.102,1.962,0.085,0.002,0.01
-0.279,-0.966,1140,Tn,1.0,0.006,0.551,0.003,0.004,0.011,0.011,0.43,0.074,2.172,0.197,1.576,1.553,0.0,0.087,0.029,0.2,0.461,1.753,0.652,0.108,1.702,0.013,0.0,0.002
4.041,3.138,803,ITGAE+ Trm,0.501,0.053,1.419,0.067,0.028,0.122,0.016,0.741,0.144,2.298,0.184,1.361,0.339,0.084,0.378,0.481,0.493,0.491,0.546,0.508,0.145,0.498,0.09,0.192,0.1
-0.557,0.483,581,Tn,1.0,0.019,0.633,0.0,0.002,0.007,0.011,0.428,0.152,2.053,0.171,1.481,1.664,0.0,0.151,0.078,0.2,0.499,1.603,0.731,0.118,1.649,0.052,0.0,0.008
3.484,5.552,458,CMC1+ Temra,0.616,0.038,1.492,0.067,0.006,0.706,0.035,0.81,0.023,0.566,0.205,1.415,0.079,0.118,1.093,0.363,0.582,0.301,0.252,0.536,0.315,0.341,0.271,0.173,0.866
1.951,3.862,406,Early Tcm/Tem,0.438,0.022,1.434,0.021,0.005,0.646,0.063,0.748,0.122,2.162,0.165,1.998,0.882,0.034,0.901,0.16,0.401,0.503,1.121,0.728,0.241,1.166,0.177,0.163,0.543
-1.254,7.0,587,GNLY+ Temra,0.993,0.024,0.563,0.007,0.0,2.525,0.037,0.954,0.0,0.684,0.208,1.639,0.098,0.039,2.418,0.019,0.631,0.585,0.404,1.143,0.41,0.116,0.248,0.089,1.137
7.665,2.172,863,GZMK+ Tem,0.94,0.058,1.323,0.143,0.007,0.051,0.012,0.339,0.056,1.65,0.228,1.226,0.137,0.199,0.684,0.471,0.417,0.51,0.71,0.62,0.442,0.83,0.316,0.096,0.433
5.574,1.931,609,GZMK+ Tem,0.586,0.027,1.613,0.13,0.003,0.072,0.014,0.733,0.036,2.653,0.236,1.537,0.507,0.085,0.441,0.392,0.399,0.478,0.824,0.725,0.223,0.896,0.079,0.094,0.116
