hex_x,hex_y,n_cells,state,state_purity,BCL6,CD69,CXCR6,ENTPD1,GZMB,HAVCR2,ID2,ID3,IL7R,ITGAE,KLF2,LEF1,PDCD1,PRF1,RGS1,RUNX3,S1PR1,SELL,SELPLG,SLAMF6,TCF7,TOX,XCL1,ZEB2
6.689,6.276,601,ITGAE+ Tex,0.3,0.082,1.386,0.548,0.221,1.354,0.155,1.008,0.102,0.84,0.662,0.289,0.128,0.531,0.776,1.279,0.872,0.085,0.217,0.813,0.149,0.21,0.177,0.402,0.623
2.648,7.966,674,GNLY+ Temra,0.93,0.066,1.672,0.029,0.01,1.951,0.077,1.143,0.022,0.949,0.217,1.496,0.09,0.122,1.443,0.441,0.724,0.493,0.177,0.875,0.268,0.137,0.167,0.132,1.144
6.411,0.0,469,MAIT,0.959,0.085,2.556,0.714,0.118,0.33,0.054,1.173,0.159,2.798,0.381,0.494,0.037,0.305,0.971,1.135,0.641,0.217,0.041,0.605,0.16,0.271,0.149,0.059,0.343
5.435,4.586,1049,ITGAE+ Trm,0.858,0.077,2.312,0.293,0.028,0.543,0.022,1.124,0.14,2.228,0.448,0.595,0.089,0.192,0.578,1.275,0.729,0.199,0.121,0.443,0.169,0.3,0.114,0.571,0.368
8.222,7.966,545,ITGAE+ Tex,0.886,0.034,1.319,0.942,0.833,2.589,0.867,1.247,0.404,0.168,1.005,0.125,0.067,0.63,1.674,1.868,0.728,0.015,0.121,0.663,0.198,0.037,0.433,0.276,0.567
5.017,6.759,500,ITGAE+ Trm,0.798,0.051,2.173,0.627,0.16,1.337,0.077,1.257,0.153,1.494,0.866,0.238,0.068,0.186,1.064,1.507,0.877,0.04,0.073,0.761,0.205,0.169,0.209,0.938,0.355
6.689,-0.483,591,MAIT,0.997,0.101,2.274,0.872,0.179,0.645,0.107,1.159,0.237,2.449,0.366,0.353,0.013,0.331,1.372,1.146,0.847,0.197,0.048,0.586,0.103,0.254,0.169,0.033,0.46
3.763,7.0,330,GNLY+ Temra,0.794,0.125,1.542,0.056,0.01,0.987,0.043,1.059,0.018,0.755,0.217,1.299,0.078,0.153,0.854,0.545,0.803,0.527,0.18,0.746,0.154,0.175,0.134,0.206,1.158
5.296,11.104,661,ZNF683+ Teff,1.0,0.004,1.201,0.673,0.059,1.591,0.55,1.491,0.0,0.299,0.163,0.093,0.12,0.0,1.75,0.011,0.315,0.312,0.558,1.469,0.141,0.045,0.059,1.052,0.044
0.836,1.448,295,Tn,0.969,0.065,1.283,0.0,0.008,0.003,0.054,0.416,0.244,2.038,0.188,1.205,1.174,0.013,0.087,0.331,0.219,0.647,1.121,0.523,0.07,1.121,0.058,0.031,0.018
4.738,6.276,379,ITGAE+ Trm,0.557,0.077,1.947,0.538,0.064,1.127,0.057,1.131,0.125,1.548,0.567,0.492,0.089,0.197,1.003,1.177,0.835,0.206,0.119,0.613,0.19,0.172,0.152,0.715,0.629
6.829,5.069,911,CREM+ Trm,0.756,0.072,1.247,0.261,0.025,0.545,0.038,0.597,0.103,1.002,0.314,0.615,0.039,0.208,0.669,1.095,0.807,0.276,0.202,0.686,0.137,0.334,0.213,0.235,0.714
3.484,7.0,400,GNLY+ Temra,0.708,0.059,1.678,0.044,0.011,1.115,0.049,1.019,0.033,0.627,0.225,1.321,0.073,0.102,0.918,0.54,0.829,0.509,0.24,0.686,0.119,0.217,0.174,0.145,1.252
6.271,0.724,332,GZMK+ Tem,0.611,0.041,1.582,0.282,0.021,0.095,0.021,0.664,0.163,2.919,0.304,1.012,0.538,0.148,0.454,0.576,0.375,0.517,0.947,0.702,0.256,0.909,0.111,0.025,0.174
5.017,3.379,839,ITGAE+ Trm,0.744,0.041,2.045,0.145,0.015,0.156,0.011,0.944,0.126,2.34,0.304,1.046,0.232,0.114,0.376,0.751,0.558,0.273,0.297,0.484,0.136,0.481,0.066,0.255,0.172
4.32,3.621,840,ITGAE+ Trm,0.711,0.07,1.462,0.11,0.008,0.166,0.027,0.74,0.205,2.329,0.202,1.289,0.278,0.102,0.333,0.663,0.551,0.489,0.492,0.505,0.124,0.464,0.069,0.156,0.163
2.509,2.414,266,ITGAE+ Trm,0.519,0.062,1.31,0.049,0.012,0.064,0.013,0.301,0.327,2.066,0.135,1.151,0.669,0.054,0.114,0.618,0.274,0.658,0.891,0.405,0.05,0.564,0.065,0.033,0.023
5.296,5.793,1001,ITGAE+ Trm,0.877,0.068,2.134,0.554,0.066,1.296,0.04,1.171,0.106,1.877,0.691,0.323,0.056,0.256,0.857,1.51,0.933,0.085,0.078,0.589,0.142,0.18,0.137,0.776,0.487
6.271,0.241,207,MAIT,0.845,0.089,2.54,0.594,0.115,0.26,0.023,1.118,0.197,3.011,0.44,0.662,0.036,0.238,0.913,1.234,0.599,0.152,0.072,0.611,0.143,0.279,0.158,0.088,0.2
6.55,0.241,326,MAIT,0.945,0.108,2.822,0.629,0.108,0.281,0.03,1.332,0.185,2.766,0.352,0.477,0.021,0.267,0.93,1.118,0.665,0.251,0.029,0.479,0.138,0.174,0.18,0.064,0.423
4.878,4.103,862,ITGAE+ Trm,0.824,0.091,1.705,0.162,0.025,0.295,0.026,0.954,0.148,2.254,0.268,0.881,0.202,0.161,0.429,0.922,0.704,0.36,0.285,0.461,0.125,0.358,0.085,0.298,0.257
4.181,3.379,857,ITGAE+ Trm,0.595,0.048,1.435,0.072,0.023,0.163,0.03,0.728,0.129,2.252,0.185,1.316,0.363,0.094,0.329,0.589,0.506,0.47,0.47,0.537,0.113,0.507,0.063,0.198,0.124
9.895,6.035,681,GZMK+ Tex,0.956,0.024,1.501,0.728,0.267,1.067,1.116,0.851,0.283,0.103,0.386,0.287,0.039,0.945,1.593,1.91,0.696,0.041,0.1,0.49,0.383,0.038,0.852,0.186,0.142
9.198,8.69,227,Cycling T,0.749,0.032,1.245,0.58,0.48,2.247,0.562,1.151,0.584,0.2,0.587,0.257,0.07,0.717,1.4,1.577,0.559,0.055,0.187,0.584,0.147,0.033,0.423,0.261,0.385
1.394,2.897,25,MACF1+ T,0.44,0.0,0.712,0.0,0.0,0.0,0.09,0.263,0.493,2.238,0.144,0.967,1.298,0.056,0.438,0.119,0.376,0.447,0.932,0.646,0.176,1.732,0.203,0.304,0.152
1.672,1.448,587,Tn,0.923,0.046,1.648,0.009,0.003,0.002,0.036,0.411,0.362,1.629,0.159,1.134,0.897,0.005,0.057,0.27,0.289,0.444,0.858,0.312,0.041,0.873,0.021,0.013,0.007
10.452,8.931,350,Cycling T,1.0,0.019,0.924,0.225,0.32,1.277,0.409,0.765,0.424,0.183,0.589,0.363,0.176,0.479,1.077,0.936,0.59,0.075,0.376,0.499,0.204,0.083,0.523,0.571,0.36
10.173,7.483,190,GZMK+ Tex,0.821,0.013,0.887,0.477,0.523,1.372,0.873,1.055,0.621,0.103,0.463,0.157,0.046,0.884,1.5,1.454,0.518,0.061,0.2,0.368,0.173,0.081,0.882,1.198,0.319
5.296,6.276,1024,ITGAE+ Trm,0.886,0.064,2.143,0.63,0.092,1.489,0.051,1.262,0.091,1.689,0.827,0.203,0.055,0.307,0.987,1.597,0.972,0.058,0.051,0.645,0.152,0.101,0.157,0.915,0.504
6.132,0.0,186,MAIT,0.957,0.022,2.228,0.403,0.033,0.239,0.044,1.091,0.052,2.897,0.227,0.78,0.093,0.192,0.951,0.766,0.468,0.344,0.149,0.652,0.178,0.39,0.066,0.168,0.269
1.672,2.414,117,Tn,0.897,0.04,1.247,0.0,0.0,0.007,0.027,0.236,0.246,2.033,0.082,1.301,0.965,0.0,0.02,0.581,0.282,0.827,1.217,0.427,0.008,0.606,0.022,0.025,0.011
5.435,5.069,967,ITGAE+ Trm,0.847,0.07,2.283,0.441,0.039,0.741,0.027,1.195,0.126,2.026,0.562,0.436,0.102,0.215,0.672,1.423,0.826,0.132,0.131,0.598,0.163,0.228,0.165,0.739,0.383
5.574,5.31,966,ITGAE+ Trm,0.816,0.055,2.36,0.53,0.053,0.804,0.032,1.169,0.108,1.741,0.596,0.377,0.071,0.227,0.702,1.45,0.743,0.151,0.108,0.575,0.184,0.175,0.178,0.715,0.487
9.058,7.483,545,ITGAE+ Tex,0.824,0.015,1.497,0.673,0.422,2.646,0.932,1.3,0.762,0.109,0.654,0.262,0.033,0.953,1.618,2.153,0.603,0.018,0.057,0.472,0.166,0.03,0.513,0.282,0.402
1.115,2.414,17,MACF1+ T,0.588,0.133,2.125,0.0,0.0,0.0,0.0,0.536,0.412,2.36,0.117,1.507,0.926,0.0,0.129,0.49,0.145,0.239,1.235,0.221,0.11,0.407,0.0,0.0,0.0
11.01,6.517,587,GZMK+ Tex,0.993,0.005,0.509,0.446,0.504,0.429,1.111,1.153,0.342,0.054,0.219,0.018,0.015,1.03,1.29,1.012,0.345,0.003,0.011,0.25,0.367,0.019,1.16,0.281,0.097
7.107,3.621,825,ITGB2+ Trm,0.444,0.05,1.679,0.172,0.014,0.249,0.005,0.6,0.077,1.266,0.25,1.311,0.126,0.197,0.748,0.753,0.562,0.305,0.539,0.615,0.324,0.515,0.27,0.154,0.514
10.731,7.483,210,GZMK+ Tex,0.938,0.023,0.754,0.297,0.654,0.447,0.772,1.199,0.486,0.038,0.272,0.062,0.033,0.974,1.224,1.391,0.422,0.026,0.106,0.187,0.225,0.029,1.235,2.056,0.261
4.46,10.621,742,ZNF683+ Teff,1.0,0.001,1.14,0.494,0.06,1.683,0.514,1.435,0.004,0.363,0.162,0.13,0.105,0.009,1.65,0.012,0.237,0.346,0.746,1.432,0.119,0.048,0.038,0.714,0.04
6.411,0.483,246,MAIT,0.744,0.109,2.866,0.557,0.081,0.239,0.112,1.232,0.192,2.933,0.489,0.531,0.071,0.4,0.606,1.398,0.593,0.16,0.136,0.494,0.152,0.347,0.189,0.041,0.383
11.288,10.379,624,Cycling T,1.0,0.044,1.5,0.299,0.281,1.311,0.311,1.188,0.34,0.275,0.678,0.36,0.201,0.247,0.862,0.956,0.663,0.159,0.283,0.665,0.142,0.144,0.271,0.456,0.26
2.509,8.207,584,GNLY+ Temra,0.896,0.075,1.633,0.01,0.007,2.182,0.093,1.198,0.031,0.748,0.158,1.332,0.069,0.098,1.511,0.488,0.674,0.443,0.268,0.888,0.239,0.101,0.146,0.156,1.092
6.132,-0.966,496,MAIT,0.998,0.052,2.321,0.366,0.021,0.139,0.031,1.32,0.051,2.867,0.25,1.173,0.049,0.083,1.207,0.345,0.505,0.371,0.171,0.689,0.214,0.605,0.108,0.02,0.13
3.623,7.724,244,GNLY+ Temra,0.816,0.036,1.402,0.03,0.011,1.319,0.089,0.904,0.042,0.72,0.211,0.845,0.094,0.109,1.142,0.311,0.61,0.495,0.335,0.9,0.183,0.157,0.18,0.157,0.894
2.09,2.655,75,Tn,0.413,0.049,1.114,0.011,0.013,0.076,0.0,0.512,0.36,2.055,0.154,1.238,0.845,0.026,0.189,0.406,0.389,0.624,0.752,0.466,0.115,0.954,0.135,0.126,0.106
1.951,2.414,235,Tn,0.813,0.054,1.289,0.0,0.005,0.02,0.025,0.309,0.254,2.037,0.105,1.349,0.787,0.051,0.063,0.598,0.288,0.657,1.068,0.327,0.037,0.7,0.058,0.072,0.047
5.017,4.828,940,ITGAE+ Trm,0.86,0.074,1.809,0.303,0.04,0.584,0.022,0.946,0.153,2.201,0.419,0.556,0.112,0.212,0.583,1.085,0.737,0.227,0.153,0.484,0.117,0.302,0.096,0.498,0.408
6.132,6.276,598,ITGAE+ Trm,0.542,0.069,2.021,0.808,0.232,1.455,0.137,1.212,0.08,1.074,0.834,0.29,0.052,0.471,0.77,1.627,0.946,0.081,0.125,0.709,0.152,0.12,0.156,0.697,0.713
4.041,6.517,337,GNLY+ Temra,0.57,0.069,1.508,0.081,0.018,0.898,0.023,1.093,0.056,0.998,0.184,1.155,0.119,0.105,0.855,0.608,0.807,0.474,0.304,0.719,0.158,0.307,0.173,0.212,0.974
5.714,5.069,1028,ITGAE+ Trm,0.769,0.076,2.325,0.38,0.029,0.699,0.03,1.112,0.147,1.768,0.509,0.404,0.053,0.244,0.69,1.289,0.791,0.199,0.13,0.52,0.171,0.21,0.122,0.71,0.496
6.132,5.31,789,CREM+ Trm,0.483,0.098,1.63,0.393,0.05,0.74,0.035,0.879,0.139,1.413,0.428,0.51,0.076,0.275,0.699,1.148,0.764,0.339,0.124,0.616,0.121,0.296,0.177,0.515,0.629
6.271,-0.241,302,MAIT,0.99,0.08,2.284,0.719,0.081,0.265,0.062,1.076,0.147,2.881,0.444,0.605,0.017,0.225,0.95,0.836,0.508,0.287,0.096,0.728,0.161,0.3,0.138,0.088,0.27
6.411,4.828,758,CREM+ Trm,0.536,0.093,1.48,0.187,0.015,0.489,0.016,0.731,0.173,1.4,0.31,0.801,0.095,0.232,0.563,1.055,0.792,0.356,0.244,0.552,0.152,0.344,0.185,0.283,0.688
6.689,5.793,749,CREM+ Trm,0.652,0.067,1.264,0.492,0.072,1.217,0.074,0.798,0.106,0.722,0.51,0.389,0.061,0.372,0.923,1.152,0.791,0.151,0.154,0.841,0.108,0.211,0.157,0.325,0.71
4.181,2.897,681,ITGAE+ Trm,0.374,0.03,1.534,0.075,0.019,0.113,0.038,0.788,0.088,2.325,0.21,1.494,0.405,0.091,0.451,0.477,0.464,0.484,0.585,0.658,0.153,0.612,0.077,0.235,0.083
2.787,2.414,306,ITGAE+ Trm,0.654,0.016,1.316,0.03,0.009,0.037,0.025,0.468,0.305,2.369,0.131,1.42,0.652,0.057,0.115,0.606,0.463,0.806,1.048,0.433,0.09,0.706,0.03,0.055,0.038
5.296,3.862,937,ITGAE+ Trm,0.835,0.074,2.282,0.196,0.009,0.28,0.024,1.076,0.154,2.411,0.354,0.746,0.132,0.132,0.391,1.099,0.675,0.2,0.187,0.422,0.156,0.378,0.082,0.31,0.208
2.509,7.724,587,GNLY+ Temra,0.828,0.058,1.662,0.019,0.019,1.833,0.083,1.153,0.013,0.661,0.203,1.445,0.102,0.079,1.414,0.362,0.657,0.431,0.178,0.777,0.273,0.144,0.194,0.115,1.176
6.968,5.31,973,CREM+ Trm,0.803,0.082,1.159,0.39,0.063,0.782,0.05,0.609,0.07,0.766,0.376,0.505,0.045,0.339,0.801,1.105,0.774,0.223,0.148,0.816,0.163,0.322,0.191,0.187,0.691
3.205,7.966,371,GNLY+ Temra,0.9,0.099,1.403,0.036,0.003,1.782,0.044,1.021,0.031,0.742,0.198,0.945,0.047,0.085,1.215,0.435,0.819,0.454,0.164,0.849,0.156,0.076,0.123,0.205,1.138
3.623,6.759,382,GNLY+ Temra,0.602,0.091,1.529,0.04,0.02,1.144,0.034,1.037,0.021,0.594,0.201,1.428,0.044,0.105,0.96,0.58,0.901,0.45,0.222,0.714,0.153,0.22,0.223,0.23,1.131
7.107,-0.241,20,MAIT,0.95,0.191,2.328,0.347,0.159,0.55,0.0,1.458,0.258,1.868,0.273,0.501,0.0,0.426,1.202,0.626,0.773,0.445,0.0,0.234,0.11,0.505,0.181,0.288,0.424
0.836,2.414,6,Tn,0.5,0.336,1.195,0.0,0.0,0.0,0.0,0.741,0.715,2.582,0.138,1.334,1.009,0.0,0.0,0.128,0.972,0.849,1.712,1.032,0.0,0.585,0.0,0.0,0.0
4.738,5.793,676,ITGAE+ Trm,0.71,0.079,1.669,0.432,0.05,1.218,0.055,1.119,0.118,1.945,0.586,0.541,0.089,0.229,1.002,1.245,0.869,0.206,0.163,0.617,0.158,0.225,0.14,0.691,0.502
4.181,6.759,308,GNLY+ Temra,0.461,0.122,1.635,0.137,0.033,0.891,0.058,0.894,0.069,1.052,0.206,1.091,0.154,0.111,0.722,0.691,0.793,0.412,0.294,0.698,0.165,0.286,0.123,0.253,0.845
6.55,0.724,192,GZMK+ Tem,0.51,0.028,2.165,0.25,0.082,0.126,0.049,0.852,0.228,2.698,0.278,0.854,0.506,0.17,0.431,0.752,0.373,0.319,0.705,0.504,0.29,0.863,0.151,0.067,0.193
7.665,7.0,604,ITGAE+ Tex,0.672,0.059,1.506,0.787,0.409,1.892,0.463,1.063,0.222,0.544,0.777,0.305,0.102,0.605,1.207,1.602,0.806,0.066,0.263,0.763,0.195,0.128,0.288,0.356,0.499
-0.139,5.069,162,CMC1+ Temra,0.66,0.034,0.812,0.039,0.003,1.933,0.106,1.087,0.005,0.745,0.175,1.375,0.137,0.024,2.053,0.101,0.718,0.367,0.525,0.678,0.282,0.359,0.273,0.206,1.134
5.296,4.828,960,ITGAE+ Trm,0.862,0.08,2.021,0.353,0.019,0.623,0.026,1.057,0.116,2.097,0.425,0.492,0.088,0.162,0.603,1.29,0.763,0.203,0.115,0.445,0.136,0.247,0.109,0.548,0.382
1.394,1.448,483,Tn,0.967,0.071,1.565,0.003,0.001,0.006,0.03,0.446,0.295,1.822,0.17,1.304,0.89,0.007,0.074,0.261,0.276,0.498,1.05,0.381,0.061,0.932,0.029,0.008,0.01
4.32,5.069,509,ITGAE+ Trm,0.403,0.079,1.345,0.184,0.018,0.617,0.049,0.915,0.099,1.685,0.258,0.881,0.194,0.121,0.639,0.541,0.611,0.366,0.258,0.546,0.133,0.34,0.144,0.386,0.476
5.156,7.483,375,ITGAE+ Trm,0.435,0.085,2.027,0.68,0.249,1.066,0.157,1.007,0.167,1.121,0.752,0.324,0.112,0.201,1.16,1.253,0.72,0.091,0.155,0.715,0.316,0.126,0.325,0.593,0.492
6.132,0.483,164,MAIT,0.482,0.061,1.874,0.302,0.016,0.109,0.013,0.857,0.098,2.934,0.29,0.967,0.296,0.12,0.583,0.655,0.57,0.429,0.647,0.705,0.224,0.666,0.108,0.052,0.145
5.993,5.552,766,ITGAE+ Trm,0.544,0.092,1.887,0.476,0.093,0.957,0.045,0.951,0.137,1.275,0.538,0.36,0.051,0.264,0.685,1.296,0.741,0.207,0.108,0.584,0.137,0.187,0.157,0.643,0.66
9.895,7.0,314,GZMK+ Tex,0.85,0.019,1.044,0.639,0.436,1.809,1.231,1.226,0.454,0.082,0.423,0.162,0.022,0.793,1.718,1.788,0.605,0.016,0.078,0.494,0.261,0.017,0.854,0.39,0.273
5.574,6.759,730,ITGAE+ Trm,0.758,0.045,1.972,0.884,0.182,1.683,0.115,1.251,0.072,1.193,0.906,0.202,0.042,0.366,1.049,1.628,0.943,0.062,0.089,0.682,0.194,0.081,0.198,0.798,0.681
9.755,7.724,235,GZMK+ Tex,0.532,0.036,1.071,0.501,0.317,1.911,0.616,1.187,0.649,0.271,0.45,0.263,0.093,0.653,1.39,1.221,0.523,0.079,0.259,0.31,0.29,0.116,0.424,1.041,0.429
6.689,6.759,655,ITGAE+ Tex,0.563,0.069,1.539,0.785,0.292,1.522,0.212,1.134,0.102,0.908,0.858,0.261,0.103,0.507,0.878,1.364,0.821,0.08,0.197,0.775,0.145,0.143,0.245,0.375,0.639
0.697,2.172,17,Tn,0.706,0.067,1.093,0.0,0.0,0.0,0.0,0.347,0.067,2.334,0.0,1.375,1.361,0.152,0.308,0.534,0.19,1.045,1.16,0.549,0.0,0.628,0.0,0.0,0.0
5.574,-0.483,249,MAIT,0.972,0.051,1.658,0.387,0.015,0.202,0.03,1.039,0.035,3.028,0.244,1.065,0.304,0.032,0.933,0.325,0.418,0.391,0.405,0.695,0.141,0.723,0.072,0.073,0.162
3.066,4.345,439,Early Tcm/Tem,0.585,0.036,1.376,0.043,0.024,0.686,0.035,0.841,0.025,1.932,0.202,1.547,0.34,0.09,0.792,0.235,0.455,0.431,0.584,0.684,0.22,0.495,0.197,0.22,0.482
6.132,4.345,847,ITGAE+ Trm,0.646,0.086,2.377,0.294,0.024,0.541,0.016,1.049,0.168,1.706,0.41,0.874,0.115,0.179,0.561,1.287,0.685,0.25,0.265,0.496,0.18,0.296,0.141,0.531,0.434
3.345,7.241,465,GNLY+ Temra,0.703,0.117,1.734,0.052,0.016,1.409,0.094,1.015,0.022,0.663,0.199,1.303,0.037,0.094,1.104,0.496,0.87,0.502,0.302,0.7,0.169,0.155,0.162,0.147,1.23
4.878,5.069,806,ITGAE+ Trm,0.831,0.085,1.717,0.371,0.055,0.816,0.039,1.07,0.126,2.103,0.448,0.586,0.09,0.23,0.699,1.084,0.842,0.252,0.145,0.508,0.147,0.279,0.129,0.518,0.452
5.574,4.345,1158,ITGAE+ Trm,0.882,0.068,2.478,0.243,0.028,0.425,0.018,1.158,0.135,2.201,0.377,0.614,0.087,0.162,0.479,1.216,0.677,0.181,0.174,0.396,0.136,0.28,0.115,0.567,0.306
2.927,7.966,502,GNLY+ Temra,0.942,0.108,1.462,0.032,0.01,1.935,0.101,1.178,0.014,0.798,0.159,1.205,0.042,0.118,1.312,0.487,0.78,0.564,0.218,0.895,0.109,0.105,0.115,0.147,1.193
4.599,4.586,720,ITGAE+ Trm,0.743,0.061,1.49,0.191,0.027,0.432,0.039,0.851,0.166,2.138,0.255,0.851,0.189,0.122,0.538,0.763,0.723,0.416,0.298,0.471,0.134,0.413,0.078,0.352,0.331
0.418,1.69,76,Tn,0.908,0.084,1.083,0.011,0.013,0.009,0.065,0.282,0.286,1.993,0.134,0.936,1.291,0.0,0.174,0.389,0.284,0.658,1.358,0.693,0.074,0.889,0.12,0.061,0.066
6.132,0.966,572,GZMK+ Tem,0.86,0.032,1.248,0.131,0.017,0.047,0.036,0.418,0.099,2.879,0.223,1.252,0.638,0.108,0.407,0.307,0.337,0.559,1.123,0.713,0.266,1.126,0.111,0.038,0.119
7.386,5.552,767,CREM+ Trm,0.656,0.069,1.171,0.494,0.104,1.252,0.122,0.656,0.073,0.453,0.438,0.478,0.062,0.486,0.984,1.262,0.841,0.146,0.2,0.841,0.141,0.213,0.237,0.18,0.567
1.951,1.931,354,Tn,0.944,0.039,1.471,0.002,0.016,0.027,0.046,0.282,0.311,1.696,0.133,1.051,0.648,0.021,0.061,0.346,0.22,0.576,0.867,0.304,0.027,0.639,0.043,0.031,0.017
9.477,3.862,138,SELL+ Tpex,0.522,0.031,1.986,0.26,0.023,0.097,0.406,0.324,0.333,0.406,0.462,0.778,0.57,0.278,0.444,1.034,0.519,0.251,0.642,0.564,0.405,0.697,0.458,0.202,0.147
3.763,5.069,541,CMC1+ Temra,0.434,0.051,1.056,0.075,0.018,0.471,0.024,0.744,0.064,1.006,0.14,0.946,0.125,0.046,0.636,0.275,0.532,0.394,0.283,0.447,0.186,0.324,0.191,0.198,0.517
4.32,6.035,348,ITGAE+ Trm,0.21,0.084,1.573,0.106,0.028,0.872,0.084,0.951,0.063,1.269,0.249,1.097,0.093,0.117,0.931,0.647,0.802,0.398,0.297,0.554,0.183,0.293,0.18,0.344,0.757
4.599,5.552,514,ITGAE+ Trm,0.648,0.076,1.544,0.352,0.023,1.07,0.046,1.078,0.115,1.856,0.388,0.633,0.091,0.22,0.874,0.92,0.867,0.291,0.193,0.596,0.117,0.318,0.138,0.589,0.567
3.623,4.345,654,Early Tcm/Tem,0.758,0.032,1.282,0.095,0.021,0.573,0.043,1.112,0.029,1.712,0.22,1.234,0.264,0.081,0.635,0.315,0.476,0.421,0.425,0.668,0.191,0.424,0.136,0.396,0.209
11.985,10.621,60,Cycling T,1.0,0.005,1.34,0.375,0.361,0.924,0.392,1.035,0.414,0.097,0.789,0.277,0.251,0.449,0.929,0.929,0.464,0.106,0.264,0.486,0.19,0.165,0.44,0.425,0.123
5.296,6.759,631,ITGAE+ Trm,0.792,0.067,2.337,0.685,0.133,1.482,0.072,1.254,0.109,1.353,0.946,0.219,0.042,0.258,1.127,1.549,0.857,0.04,0.101,0.631,0.194,0.077,0.184,0.972,0.438
3.623,6.276,400,CMC1+ Temra,0.47,0.067,1.637,0.066,0.016,0.922,0.044,0.907,0.029,0.635,0.195,1.32,0.086,0.116,1.01,0.61,0.711,0.359,0.257,0.558,0.274,0.257,0.245,0.182,1.002
3.902,5.31,407,CMC1+ Temra,0.324,0.059,1.39,0.077,0.026,0.563,0.027,0.825,0.08,1.108,0.209,1.072,0.137,0.07,0.8,0.445,0.528,0.427,0.378,0.527,0.249,0.387,0.171,0.331,0.569
5.993,5.069,803,ITGAE+ Trm,0.56,0.079,2.003,0.337,0.025,0.634,0.032,0.967,0.123,1.525,0.436,0.546,0.061,0.224,0.604,1.21,0.716,0.295,0.15,0.548,0.164,0.269,0.135,0.681,0.571
3.205,7.483,520,GNLY+ Temra,0.821,0.067,1.514,0.033,0.0,1.537,0.074,0.999,0.003,0.561,0.206,1.142,0.043,0.12,1.124,0.383,0.767,0.49,0.229,0.778,0.146,0.18,0.134,0.082,1.153
6.55,5.552,866,CREM+ Trm,0.749,0.103,1.143,0.404,0.05,0.86,0.046,0.738,0.11,0.976,0.421,0.374,0.048,0.286,0.803,1.04,0.802,0.301,0.152,0.714,0.097,0.274,0.14,0.341,0.709
1.672,8.69,323,GNLY+ Temra,0.944,0.023,1.615,0.006,0.004,2.371,0.054,1.078,0.0,0.326,0.186,1.473,0.068,0.108,1.79,0.244,0.559,0.358,0.226,0.905,0.198,0.052,0.152,0.155,0.952
6.271,4.103,747,ITGAE+ Trm,0.501,0.049,2.215,0.214,0.011,0.359,0.024,1.0,0.141,1.642,0.301,0.934,0.109,0.177,0.5,1.053,0.597,0.257,0.312,0.503,0.167,0.338,0.151,0.482,0.372
4.599,6.517,319,ITGAE+ Trm,0.486,0.077,1.937,0.293,0.062,1.002,0.065,1.015,0.169,1.496,0.456,0.582,0.129,0.116,0.902,1.138,0.755,0.213,0.145,0.65,0.205,0.291,0.123,0.778,0.632
6.55,5.069,851,CREM+ Trm,0.729,0.093,1.317,0.283,0.03,0.526,0.025,0.642,0.112,1.224,0.318,0.704,0.064,0.239,0.649,1.018,0.856,0.382,0.194,0.656,0.129,0.407,0.171,0.339,0.71
6.271,5.552,785,CREM+ Trm,0.624,0.098,1.421,0.387,0.043,0.967,0.045,0.823,0.112,1.251,0.443,0.417,0.055,0.298,0.844,1.091,0.835,0.298,0.15,0.627,0.106,0.307,0.131,0.442,0.707
8.501,7.483,623,ITGAE+ Tex,0.889,0.025,1.427,0.848,0.589,2.634,0.83,1.214,0.431,0.13,0.857,0.222,0.036,0.83,1.694,2.107,0.708,0.019,0.096,0.655,0.182,0.029,0.468,0.252,0.505
5.574,4.828,1024,ITGAE+ Trm,0.833,0.087,2.344,0.342,0.031,0.605,0.027,1.135,0.152,1.999,0.502,0.516,0.072,0.191,0.614,1.32,0.717,0.181,0.115,0.487,0.147,0.234,0.139,0.648,0.372
0.976,1.69,321,Tn,0.981,0.093,1.351,0.0,0.006,0.0,0.04,0.292,0.233,2.062,0.155,1.196,1.105,0.007,0.069,0.312,0.296,0.732,1.061,0.453,0.063,0.899,0.042,0.0,0.031
4.32,3.138,650,ITGAE+ Trm,0.546,0.053,1.544,0.074,0.023,0.149,0.018,0.812,0.145,2.291,0.242,1.312,0.343,0.105,0.352,0.513,0.511,0.447,0.443,0.599,0.151,0.536,0.083,0.172,0.136
3.623,7.241,391,GNLY+ Temra,0.844,0.114,1.455,0.08,0.013,1.136,0.07,1.038,0.026,0.68,0.221,1.249,0.04,0.143,0.882,0.606,0.867,0.545,0.225,0.875,0.096,0.17,0.157,0.139,1.194
4.738,5.31,691,ITGAE+ Trm,0.75,0.073,1.653,0.434,0.04,0.999,0.028,1.06,0.101,2.093,0.469,0.504,0.077,0.19,0.827,1.112,0.908,0.284,0.163,0.607,0.138,0.289,0.098,0.603,0.435
5.156,10.862,689,ZNF683+ Teff,1.0,0.0,1.181,0.675,0.055,1.489,0.53,1.387,0.002,0.337,0.175,0.104,0.115,0.013,1.675,0.022,0.306,0.284,0.504,1.36,0.145,0.04,0.049,0.924,0.054
5.156,2.655,591,ITGAE+ Trm,0.475,0.025,1.967,0.147,0.012,0.089,0.03,0.821,0.08,2.587,0.263,1.34,0.346,0.087,0.436,0.605,0.48,0.395,0.49,0.668,0.207,0.651,0.108,0.205,0.135
